,symbol,forward_vol
0,AARTIIND,33.060686479567686
1,ABB,42.29054812552581
2,ABCAPITAL,36.08386568650522
3,ABFRL,36.7172473768369
4,ACC,30.810811298329916
5,ADANIENSOL,47.180752968503775
6,ADANIENT,39.582176277594215
7,ADANIGREEN,52.68016916187233
8,ADANIPORTS,33.0019588865206
9,ALKEM,28.441577824697845
10,AMBUJACEM,35.133783615107895
11,ANGELONE,51.29006974327406
12,APLAPOLLO,0.0
13,APOLLOHOSP,22.369562065389587
14,APOLLOTYRE,32.06367742406227
15,ASHOKLEY,29.72510104869691
16,ASIANPAINT,21.290180086001136
17,ASTRAL,30.65892801604287
18,ATGL,53.58867444173756
19,AUBANK,35.99738422485321
20,AUROPHARMA,0.0
21,AXISBANK,21.502692619849412
22,BAJAJ-AUTO,24.379476738035446
23,BAJAJFINSV,23.536565261328494
24,BAJFINANCE,23.644688953739212
25,BALKRISIND,0.0
26,BANDHANBNK,43.83178656664202
27,BANKBARODA,32.09439894108495
28,BANKINDIA,38.67821345652669
29,BANKNIFTY,16.755847609080607
30,BEL,35.985474032329186
31,BERGEPAINT,0.0
32,BHARATFORG,30.067839039555892
33,BHARTIARTL,20.18612965589356
34,BHEL,44.11304729270752
35,BIOCON,37.90368389035099
36,BOSCHLTD,0.0
37,BPCL,31.39247492840909
38,BRITANNIA,22.751458886188043
39,BSE,44.67129043506101
40,BSOFT,32.20879325977497
41,CAMS,0.0
42,CANBK,34.90108953692601
43,CDSL,41.534586358365154
44,CESC,0.0
45,CGPOWER,41.44367213039828
46,CHAMBLFERT,33.64168182416095
47,CHOLAFIN,33.258378429578855
48,CIPLA,23.40388388246727
49,COALINDIA,25.029687559909835
50,COFORGE,34.75117291497452
51,COLPAL,28.26440756290572
52,CONCOR,32.04138539960183
53,CROMPTON,0.0
54,CUMMINSIND,34.9906970884144
55,CYIENT,40.77291966767605
56,DABUR,22.575976360176433
57,DALBHARAT,0.0
58,DEEPAKNTR,39.310296987567575
59,DELHIVERY,0.0
60,DIVISLAB,26.38491097583882
61,DIXON,42.41879819566516
62,DLF,31.753604966155052
63,DMART,32.99351899154031
64,DRREDDY,23.457874863810343
65,EICHERMOT,25.18169673773435
66,ESCORTS,0.0
67,EXIDEIND,32.2162761588982
68,FEDERALBNK,27.582756976869835
69,FINNIFTY,0.0
70,GAIL,33.122256189966386
71,GLENMARK,38.718104164458
72,GMRAIRPORT,38.18811380915349
73,GODREJCP,30.84588734118279
74,GODREJPROP,42.123534593335364
75,GRANULES,37.29088008106734
76,GRASIM,25.102733111192656
77,HAL,38.96631092260469
78,HAVELLS,29.882746380335135
79,HCLTECH,21.550227924034914
80,HDFCAMC,32.21946300005498
81,HDFCBANK,16.836765382938818
82,HDFCLIFE,24.052684936982704
83,HEROMOTOCO,26.209909789530855
84,HFCL,49.0084587513521
85,HINDALCO,27.73476015414199
86,HINDCOPPER,45.552716881133314
87,HINDPETRO,36.14058753315354
88,HINDUNILVR,19.845267111934884
89,HUDCO,43.93150001200294
90,ICICIBANK,19.62588586516953
91,ICICIGI,0.0
92,ICICIPRULI,0.0
93,IDEA,72.85926454450379
94,IDFCFIRSTB,32.00391974300648
95,IEX,35.77080839021906
96,IGL,37.68474853949718
97,INDHOTEL,29.94012964498587
98,INDIANB,0.0
99,INDIGO,27.146492177160123
100,INDUSINDBK,26.317686781782957
101,INDUSTOWER,34.91906053915739
102,INFY,21.03348821235486
103,IOC,30.88532521808714
104,IRB,50.98656239987273
105,IRCTC,30.860438564651403
106,IRFC,46.37054240029978
107,ITC,19.775892235900777
108,JINDALSTEL,32.552223262227436
109,JIOFIN,36.051760224239544
110,JKCEMENT,0.0
111,JSL,40.23392007624043
112,JSWENERGY,42.85322907596877
113,JSWSTEEL,25.79486356780491
114,JUBLFOOD,30.250889436726197
115,KALYANKJIL,61.38213633298726
116,KEI,0.0
117,KOTAKBANK,20.407804509919078
118,KPITTECH,0.0
119,LAURUSLABS,42.60327242107078
120,LICHSGFIN,30.456653061925117
121,LICI,29.06478168120435
122,LODHA,0.0
123,LT,21.418850799476466
124,LTF,40.03089654904984
125,LTIM,28.025370364101164
126,LTTS,30.878534490443386
127,LUPIN,30.377326092733895
128,M&M,31.762893582662326
129,M&MFIN,33.594911521201816
130,MANAPPURAM,40.772828150238176
131,MARICO,0.0
132,MARUTI,19.481911555928384
133,MAXHEALTH,37.5654995013873
134,MCX,39.98292281445182
135,MFSL,0.0
136,MGL,36.63936514293814
137,MIDCPNIFTY,28.018894545952666
138,MOTHERSON,40.81845080170371
139,MPHASIS,32.200882561612396
140,MRF,21.949685165184803
141,MUTHOOTFIN,30.120088109533746
142,NATIONALUM,41.76774483947143
143,NAUKRI,0.0
144,NBCC,53.651037773792446
145,NCC,46.09273153735147
146,NESTLEIND,21.42621031446252
147,NHPC,39.214627336168775
148,NIFTY,14.335241561016778
149,NIFTYNXT50,0.0
150,NMDC,39.29953950754892
151,NTPC,27.590692288259156
152,NYKAA,0.0
153,OBEROIRLTY,38.797653667965236
154,OFSS,37.36696417506084
155,OIL,0.0
156,ONGC,28.401590821276024
157,PAGEIND,0.0
158,PAYTM,46.833974524990204
159,PEL,37.610300200454816
160,PERSISTENT,35.6812702324168
161,PETRONET,37.48162485631079
162,PFC,37.92796440644339
163,PHOENIXLTD,0.0
164,PIDILITIND,0.0
165,PIIND,32.36962951391411
166,PNB,36.772906176828464
167,POLICYBZR,46.26761104930983
168,POLYCAB,35.004289994124065
169,POONAWALLA,40.99876750169737
170,POWERGRID,26.164886119777904
171,PRESTIGE,0.0
172,RAMCOCEM,0.0
173,RBLBANK,42.21789841475641
174,RECLTD,39.88457975223856
175,RELIANCE,21.700930177987047
176,SAIL,41.037431535955434
177,SBICARD,27.878139745847914
178,SBILIFE,24.615822106232855
179,SBIN,24.566640350034604
180,SHREECEM,0.0
181,SHRIRAMFIN,36.369552202821126
182,SIEMENS,35.19170419443319
183,SJVN,0.0
184,SOLARINDS,38.44423320143301
185,SONACOMS,40.67014017810246
186,SRF,30.713595970424805
187,SUNPHARMA,21.67286183531965
188,SUPREMEIND,0.0
189,SYNGENE,0.0
190,TATACHEM,0.0
191,TATACOMM,33.55348153725825
192,TATACONSUM,24.421462373190263
193,TATAELXSI,26.37752436439687
194,TATAMOTORS,30.789784001369984
195,TATAPOWER,32.852503054324835
196,TATASTEEL,26.757847867229028
197,TCS,20.21286588455448
198,TECHM,24.716240075167708
199,TIINDIA,0.0
200,TITAN,23.140477072997342
201,TORNTPHARM,0.0
202,TORNTPOWER,0.0
203,TRENT,39.13735025856867
204,TVSMOTOR,0.0
205,ULTRACEMCO,24.871071691663246
206,UNIONBANK,33.19904991472563
207,UNITDSPR,26.738969812679585
208,UPL,29.772774457356476
209,VBL,42.094952585143595
210,VEDL,34.47195224104627
211,VOLTAS,36.419168643626485
212,WIPRO,26.234173460768368
213,YESBANK,40.35124917723764
214,ZOMATO,42.91053138999808
215,ZYDUSLIFE,28.573310442120086
