,symbol,date,average_iv,std_iv,coeff_of_var,bench_mark_iv,avg_full_move,avg_short_move,avg_long_move,highest_iv,lowest_iv,avg_normal_iv,higest_normal_iv,lowest_normal_iv,stddev_normal_iv,highest_normal_fut_close,lowest_normal_fut_close,avg_normal_fut_close,full_move,long_move,fut_close
97,HUDCO,2025-02-27,51.93563032911271,9.459195098169577,5.490491504838782,46.24182258064516,1.75,14.75,2.625,61.3005,29.916,51.93750782546833,61.3005,33.033,9.45767076776793,262.6,184.87,228.24104973647266,4.372772770033955,3.0609409390237685,180.53387096774193
98,ICICIBANK,2025-02-27,19.633394455372514,2.2183301825333896,8.850528478565204,18.46972580645161,1.375,10.375,1.25,28.9285,14.663,19.270487671340792,24.0695,15.201,1.7317946985635568,1351.35,1196.8,1275.3878404231375,12.124402901103563,8.487082030772493,1246.3435483870967
99,ICICIGI,2025-02-27,25.62572399669322,2.593385134859533,9.881187199016317,25.021451612903228,1.375,13.75,2.5,36.285,16.137999999999998,25.247503442596393,30.812,20.446,1.9204792787573581,2281.0,1712.4,1960.4968917398153,22.93281886247878,16.052973203735146,1743.2693548387097
100,ICICIPRULI,2025-02-27,27.188686720276564,2.493960118403308,10.901812951878076,26.274951612903227,1.5,13.5,2.125,48.5495,17.560000000000002,27.103193384357304,32.175,22.203,2.1901472154781794,798.0,566.05,693.1261456223273,7.935726833191851,5.555008783234296,574.9467741935483
101,IDEA,2025-02-27,61.37179176791843,12.92571867683876,4.748037095831959,64.53275806451613,1.125,10.375,1.875,292.675,33.748,60.556297356996936,87.153,35.628,11.265567464290084,14.93,6.67,9.006440212968775,0.2744340448217318,0.19210383137521223,8.101290322580647
102,IDFCFIRSTB,2025-02-27,27.87013873862798,4.86053543289257,5.733964729487032,31.963854838709675,1.125,11.125,1.875,192.238,6.784999999999999,27.684310968883874,37.5905,18.152,3.7065646521040923,75.61,56.45,66.52678235426514,1.0045061960101869,0.7031543372071307,59.74161290322581
103,IEX,2025-02-27,33.656801242547225,4.007755472167004,8.397917856088387,35.1983870967742,1.5,14.5,3.125,58.56099999999999,12.256,33.54441738266635,41.669,25.677,3.5553466816241834,239.55,159.46,185.36211111362147,3.0502181239388797,2.1351526867572157,165.1106451612903
104,IGL,2025-02-27,33.32384832656947,5.473259846432613,6.088482780200805,35.67785483870968,1.125,11.25,2.75,66.944,21.104,33.118355718422926,44.2575,22.396,5.015498550541031,573.1,181.32,410.2728296196264,3.5893799749575552,2.5125659824702886,191.7948387096774
105,INDHOTEL,2025-02-27,27.435739703725798,3.1563159926877176,8.692329845074628,31.87343548387097,1.25,14.75,3.0,37.759,18.971,27.002192901153297,33.748,21.1265,2.6398453495504346,894.0,650.6,757.5978753094756,12.069966752971139,8.448976727079797,722.3129032258065
106,INDIAMART,2025-02-27,32.131193428301984,3.928072831594232,8.179887391563803,29.893419354838706,1.375,15.125,2.625,104.088,22.5,31.69692375147464,39.987,24.291,2.9638596574287783,3184.95,1982.0,2506.412275489534,32.46189341256367,22.723325388794567,2066.896774193548
107,INDIANB,2025-02-27,41.9173105823493,5.331709111643553,7.861890006491346,35.988112903225804,1.125,12.25,2.0,52.041,24.234,42.10577641141646,52.041,31.256,5.137955460664599,618.45,476.75,551.8696161470534,9.798237265704582,6.858766085993207,518.05
108,INDIGO,2025-02-27,26.141468410240996,2.7912873435162466,9.365380626600057,27.669193548387096,1.125,14.5,2.25,57.0125,19.5815,25.845758565519393,31.721,20.57,2.316712921113606,5038.35,3799.0,4445.533948908395,63.27580496179966,44.29306347325976,4353.843548387097
109,INDUSINDBK,2025-02-27,26.434931284132475,5.4646818963818955,4.837414470846829,28.310983870967746,1.25,14.0,2.125,52.37149999999999,13.5395,25.917324488199245,37.363,15.514,4.756568983688939,1498.6,929.6,1135.2674487958586,15.29240144567063,10.70468101196944,1026.6467741935483
110,INDUSTOWER,2025-02-27,32.569433538754446,3.934750565918983,8.277382007605778,36.81472580645161,1.25,13.625,2.25,71.193,24.718,32.16720283555832,40.432500000000005,24.718,3.1155186893096274,457.3,316.6,363.4255717887533,6.520081702037352,4.564057191426146,337.00645161290316
111,INFY,2025-02-27,21.287720201412895,3.1703638367572964,6.714598480654621,19.909016129032256,0.25,10.625,1.875,28.95950000000001,14.804499999999996,21.201015855485313,27.628,14.951999999999998,3.0948722553897947,2008.35,1747.65,1899.4060249119957,19.38195112308998,13.567365786162986,1850.4774193548387
112,IOC,2025-02-27,27.74569025251766,2.870832884856783,9.664683165248682,28.291096774193555,1.625,13.625,2.0,38.414,19.15,27.38563068347711,33.484,22.007,2.3893810096547465,184.92,114.68,145.96816857978843,1.769235851952462,1.2384650963667234,118.97709677419354
113,IPCALAB,2025-02-27,28.683488501139863,3.940433464566373,7.2792723843888965,30.81166129032258,1.375,17.25,3.0,45.41,20.49,27.965021542869497,36.555,20.823,3.0956900770004356,1759.8,1371.8,1542.9659205491782,23.83687417402377,16.685811921816637,1469.833870967742
114,IRB,2025-02-27,45.537944041352496,6.944540411927772,6.557373323530185,43.74356451612904,2.0,15.5,3.375,54.54,30.068,45.56659195770967,54.54,31.711,6.921743472421676,61.63,46.65,54.22212783373883,1.0606663248726658,0.742466427410866,46.23838709677419
115,IRCTC,2025-02-27,26.37129583416186,4.7293796444142915,5.576058133820594,28.365161290322586,1.625,17.75,3.0,44.58,17.265,25.28308589591957,35.8265,17.265,2.8499348970937852,958.25,706.45,833.2459351789331,10.671272258064517,7.469890580645162,716.0935483870966
116,IRFC,2025-02-27,56.67903658652252,14.00046099789501,4.048369306913844,42.761532258064506,1.125,12.0,2.375,84.916,31.111,56.67836703578121,69.27600000000001,31.111,13.999951766162205,166.37,117.23,144.8614888808534,2.634110387096774,1.8438772709677416,117.43709677419355
117,ITC,2025-02-27,18.267223572404024,4.053552474023194,4.506472702516568,18.15491935483871,1.0,10.875,1.875,30.607,5.001,18.55669184121911,26.374,10.1645,1.963511620101248,532.0,404.75,474.9176817465676,3.869864388794568,2.708905072156197,405.5032258064516
118,JINDALSTEL,2025-02-27,29.094846829716904,3.0226991992204937,9.6254522571151,31.93896774193549,1.0,15.125,2.125,52.089000000000006,22.768,28.71431754954767,35.14,23.103,2.547686461755867,1074.85,748.05,934.2140187757491,14.233853123938882,9.963697186757217,848.0193548387098
119,JIOFIN,2025-02-27,35.16576564945227,5.362847589933802,6.557293501209933,31.34761290322581,1.5,14.125,3.125,46.087,21.8985,35.28812156980227,45.82000000000001,24.441000000000003,5.255736105993518,348.7,217.47,307.80829642133693,3.650182041426146,2.555127428998302,221.45451612903224
120,JKCEMENT,2025-02-27,29.35935923284977,3.3992578431012155,8.636990951549764,28.72143548387097,1.5,13.875,2.375,43.691,16.987,29.124678104194196,36.1545,22.574,2.8528686457148167,4988.0,3910.95,4525.338732838172,68.34189990662139,47.839329934634975,4534.2225806451615
121,JSL,2025-02-27,36.600157205861436,3.625368932916207,10.095567618940418,36.569258064516134,1.25,16.25,3.75,53.889,19.164,36.87265011006807,43.837,29.351,2.7877063499789143,765.95,572.5,679.760557056043,11.216176387945671,7.851323471561969,584.1645161290323
122,JSWENERGY,2025-02-27,35.20561109925547,4.055286107209254,8.681412400636534,45.826709677419345,0.875,12.25,2.375,66.33200000000001,29.985,34.44214453076056,43.31549999999999,29.985,2.4359954713454846,702.0,419.4,628.4634256133243,10.577528173174871,7.404269721222409,440.8516129032257
123,JSWSTEEL,2025-02-27,25.69919206874092,1.7509402059071812,14.677367040884123,24.887870967741936,0.625,10.875,1.875,32.844,19.6695,25.58189836899791,29.2,22.198,1.5550305987241453,1068.2,882.55,962.1357191087103,12.8080843327674,8.965659032937179,978.6645161290323
124,JUBLFOOD,2025-02-27,29.093139376706663,3.93991775866822,7.38419966069058,31.46183870967742,2.375,21.875,4.75,42.4035,18.188,28.45116355741396,36.971,21.2215,3.145127634334452,795.95,556.65,666.3241998649562,11.467840209677417,8.027488146774191,695.2290322580644
125,KALYANKJIL,2025-02-27,46.594914674918186,6.687499112466731,6.96746480131215,55.71261290322581,0.875,10.625,1.5,82.514,24.568,46.42785047474269,59.968,33.225,5.734134299961414,795.95,420.05,671.4969783929777,14.170063255517828,9.91904427886248,483.09354838709675
126,KEI,2025-02-27,44.94166727130459,8.051568785069321,5.5817280421976365,39.89538709677419,0.625,12.375,1.875,61.6425,26.603,45.028958026051136,51.758,28.871,7.913826401166443,4601.65,3512.1,4299.693146154387,71.5712745730051,50.099892201103565,3415.335483870968
127,KOTAKBANK,2025-02-27,19.754869301696584,2.223864709512248,8.883125496437842,19.827209677419354,0.875,10.875,1.625,27.4595,13.975,19.566501781783877,24.2025,15.308,1.881003457088264,1993.6,1684.65,1824.2011366194013,20.496117119694393,14.347281983786074,1962.81935483871
128,KPITTECH,2025-02-27,32.75333175653246,4.90595953494488,6.676233573316755,35.61404838709677,1.0,15.25,1.75,57.863,24.207,32.00339410720536,42.551,24.207,3.7437597838616035,1568.95,1247.95,1410.5483197911274,24.875475586587434,17.412832910611204,1328.5741935483873
129,LALPATHLAB,2025-02-27,27.391379014479682,2.7761562353652276,9.866656157727416,28.100225806451615,0.75,13.125,2.375,41.985,20.1805,27.265250083933783,32.940999999999995,21.8425,2.4980508481832473,3609.45,2593.55,3086.01,38.79088276655348,27.153617936587434,2633.904838709678
130,LAURUSLABS,2025-02-27,32.8022865749787,3.9436263086256234,8.317797886486483,40.98893548387097,1.75,15.25,2.75,61.205,22.0525,32.150838261265115,40.689,24.923,2.909317860742016,647.15,430.1,533.0037891064595,11.736858078947368,8.215800655263157,545.4854838709676
131,LICHSGFIN,2025-02-27,28.934924833408488,3.6904347039853302,7.840519384386188,30.954951612903226,1.625,16.5,2.375,70.063,21.386,28.625209339547748,36.314,21.664,2.823996082060825,732.55,521.0,617.6548897141571,8.650279767826827,6.055195837478779,531.9080645161291
132,LICI,2025-02-27,30.77985778027656,4.35297163932175,7.070998924558228,25.9525,1.5,15.375,3.0,44.026,19.709,31.051347764537883,38.559,22.0785,4.105146823902586,1012.0,743.25,917.6578392977718,10.381,7.266699999999999,761.4322580645161
133,LODHA,2025-02-27,42.31288279670976,3.930360835281074,10.765648389553988,39.87798387096774,0.875,14.75,1.5,68.556,29.121,42.058432536039504,50.14999999999999,34.4575,3.111083470600195,1521.95,1069.05,1288.4839950483906,24.513416453735147,17.1593915176146,1166.475806451613
137,LT,2025-02-27,20.666313104363944,2.284424127176403,9.04661829583631,21.497983870967747,0.875,12.0,2.0,29.1515,13.389,20.34946624104724,25.2345,16.101,1.7677250446527117,3966.2,3190.2,3599.960202565834,36.44700297113753,25.51290207979627,3224.709677419355
134,LTF,2025-02-27,31.376708439801593,4.3165931146349275,7.268859400581992,37.95893548387097,1.125,14.125,2.25,57.8175,11.452,31.647261589763055,40.0065,22.846,3.0325606999937476,190.8,126.21,151.37498131892866,2.6385455838709677,1.8469819087096773,132.0325806451613
135,LTIM,2025-02-27,26.946893293752197,3.122318013503692,8.630412782173297,29.73574193548387,0.75,11.75,1.375,36.558,17.513,26.954586237066344,33.184999999999995,20.703,3.0460458239256982,6793.65,5430.1,6073.232969840198,88.42470628183361,61.897294397283524,5665.712903225805
136,LTTS,2025-02-27,28.675052971090736,2.8817757088277784,9.950480491333902,31.507209677419358,1.375,15.0,2.125,42.479,16.398,28.524721857313466,34.438,22.9125,2.648798575643625,5819.8,4677.15,5264.847225973442,81.68327022580647,57.17828915806452,4936.548387096775
138,LUPIN,2025-02-27,26.313079936369064,4.085326937229822,6.440874950931451,28.601564516129038,2.125,19.25,4.0,41.54,18.613,25.37998763414501,34.482,18.613,2.8682787779514536,2413.0,1937.0,2165.0130036011706,30.227337657045844,21.159136359932088,2013.1241935483872
140,M&M,2025-02-27,27.267770830719822,3.40539043167831,8.007237753728342,32.42511290322581,1.25,11.375,1.5,39.88,18.4075,26.899937264875753,34.0775,20.463,2.9214445240036664,3269.05,2647.1,2979.1860882286746,47.464392243208835,33.225074570246186,2789.7
139,M&MFIN,2025-02-27,31.50586972042688,3.4306704792908347,9.183589595856365,34.40191935483872,1.875,17.125,2.875,44.031,23.323,31.20993431247228,38.364,24.649,3.0529105256423805,336.9,250.05,285.2306740940806,4.941201995755518,3.4588413970288627,272.99032258064517
141,MANAPPURAM,2025-02-27,38.16287915092464,18.512212569659187,2.0614974578172327,58.794967741935494,1.375,10.875,2.375,320.697,11.059,36.32811560941201,74.832,11.059,7.416588379410014,217.12,138.0,182.7215689849201,5.848242607130731,4.0937698249915115,189.18096774193552
142,MARICO,2025-02-27,24.07505010271056,2.018852075291495,11.925118436047102,22.303596774193554,1.125,11.5,2.375,39.316,14.743,23.995208651664885,28.107000000000003,20.046,1.7026158253602488,723.2,583.1,655.3895149673643,7.34316576952462,5.1402160386672335,626.3064516129031
143,MARUTI,2025-02-27,20.692044153013676,2.2584513072020425,9.162050156684009,16.458032258064513,0.625,9.625,1.25,28.95,13.097,20.438750204761025,25.2085,16.1795,1.8974606534001979,13614.45,10780.6,11943.26953747468,110.8335864991511,77.58351054940576,12791.572580645163
144,MAXHEALTH,2025-02-27,38.87174225826339,4.2671296728545,9.109576047230856,34.76606451612903,0.875,15.0,2.5,50.864,25.633,39.09143760472063,47.204,30.34,4.062547682531847,1228.05,975.5,1044.2281296421336,19.03716501188455,13.326015508319184,1037.7983870967741
145,MCX,2025-02-27,37.16181390529607,3.9588911191478173,9.386924971378209,37.9778870967742,1.875,15.25,2.5,57.7,22.4555,36.401133500957854,45.0655,29.255,2.489411320881829,7079.0,5151.05,6060.281284042315,108.45685020373516,75.9197951426146,5451.304838709678
146,METROPOLIS,2025-02-27,29.732944765034997,2.8192227180047844,10.546504387591465,27.58554838709677,1.0,18.625,3.125,42.365,17.495,29.562824107745858,35.367,24.102,2.519913598030636,2312.45,1635.0,2064.5041345937425,24.008138322580642,16.805696825806447,1652.7822580645159
147,MFSL,2025-02-27,31.027692580041474,2.957710433769234,10.490442954045552,28.781387096774193,1.5,16.125,4.0,46.2795,19.0,30.899861755964338,36.939,25.122,2.55080847774419,1306.95,1020.85,1149.5711489984244,16.067588049235994,11.247311634465195,1065.4854838709678
148,MGL,2025-02-27,33.876968034470664,3.0477081945879405,11.11555499133044,34.58080645161291,1.875,13.75,3.375,67.13799999999999,27.711,33.56126887830386,39.971,27.800000000000004,2.4599774839507327,1970.2,1085.4,1467.5723418861128,23.71697309847199,16.60188116893039,1304.95
149,MOTHERSON,2025-02-27,33.93634913695919,4.10437235550825,8.268340734586397,38.778306451612906,1.75,16.125,3.25,50.85,24.5195,33.43218175839208,42.1445,25.842,3.4526380902101037,218.65,121.57,171.52095498537028,2.6108005059422754,1.8275603541595926,128.31354838709677
150,MPHASIS,2025-02-27,32.104619332130866,3.0205764294565487,10.628639957276967,31.758419354838708,1.625,14.375,2.25,43.1205,24.025,31.857842679960438,38.1455,26.064,2.507405097280129,3237.2,2546.65,2958.2898396929336,43.14882718081493,30.20417902657045,2585.253225806451
151,MRF,2025-02-27,22.88127068018165,3.04823362769171,7.506403207522058,20.52074193548387,1.375,16.625,3.125,36.535,15.065,22.561859723572535,28.97,16.792,2.568639949672294,143431.8,106550.0,125837.09384875084,1179.7055927190152,825.7939149033106,109267.67258064516
152,MUTHOOTFIN,2025-02-27,27.755692486910345,4.206837097842341,6.597757850225781,27.52835483870968,1.875,18.5,3.0,42.489,20.341,26.876096506953502,36.168,20.341,3.016314093162044,2340.5,1758.5,2046.1236011703802,32.498671747877765,22.749070223514433,2247.6338709677416
153,NATIONALUM,2025-02-27,36.59075410842226,6.283760968407304,5.823065882421151,39.24853225806452,1.625,16.25,2.875,140.787,11.234,36.814721016332975,49.1575,24.043,4.876886157501515,258.79,166.64,212.358593067747,3.7131177228353147,2.59918240598472,180.17
154,NAUKRI,2025-02-27,30.097562109541613,3.510826078466831,8.572786414610759,32.38211290322581,1.125,11.5,2.0,43.644,21.096,29.60420770798592,37.109,23.077,2.7857101769500514,9138.9,6989.65,8017.393512266487,128.52886691723262,89.97020684206282,7554.972580645162
155,NAVINFLUOR,2025-02-27,29.19763259682349,3.401408292204229,8.583983482295336,32.220370967741935,1.5,13.75,3.25,61.664,20.574,28.868597197989633,35.998000000000005,22.396,2.989958069313894,4310.95,3164.0,3536.586055593068,69.15763466426147,48.410344264983024,4085.4419354838715
156,NBCC,2025-02-27,65.4308629217746,3.9871254157319456,16.410535435781618,51.99943548387097,1.0,12.125,2.125,107.68200000000002,36.704,66.28741695169143,69.828,57.467,0.9529430159635435,101.0,85.66,93.76322145920732,2.1240400988964345,1.486828069227504,77.7648387096774
157,NCC,2025-02-27,39.56936358198957,3.6441141373405124,10.858431457052944,42.25903225806452,1.5,17.875,2.875,58.108,29.374,39.16870294518961,46.854,32.282,2.617897074595305,327.65,183.2,290.2389916722935,4.140273081494058,2.8981911570458405,186.56612903225803
158,NESTLEIND,2025-02-27,18.96435023047247,2.039719737575465,9.297527440223062,18.236451612903227,1.25,11.875,1.75,32.58,14.3155,18.805445161290322,23.043,14.8885,1.8270543232008822,2788.15,2123.5,2335.749404681522,21.314572682512736,14.920200877758914,2222.8693548387096
159,NHPC,2025-02-27,39.102137494616954,5.868576409298035,6.662968114833514,35.60211290322581,1.375,16.125,2.75,161.344,25.605,39.122861477477464,50.068,27.365,5.578854277539852,89.12,70.81,80.20853239550927,1.3688075513582343,0.9581652859507639,73.09
161,NIFTY,2025-02-27,13.233141492234976,1.5557542315747608,8.505933150405232,14.060032258064515,0.875,11.625,2.0,18.676,9.293499999999998,13.018966340908012,16.3445,10.131,1.2429706670983791,26402.15,22835.7,24352.3005716858,169.8914397835314,118.92400784847197,22972.33064516129
160,NIFTYNXT50,2025-02-27,19.635650045014632,4.329033433609714,4.53580466544045,25.349645161290326,1.125,12.5,1.875,39.764,5.12,19.461570170617197,28.187,11.076,4.142609110409352,77728.55,58403.0,69983.79225410757,792.0196437478779,554.4137506235145,59448.22419354838
162,NMDC,2025-02-27,33.13799102220424,4.324030602454304,7.663680965485129,37.327274193548384,1.125,13.375,2.5,216.374,16.933,32.8333754513111,41.7805,24.849,3.4273709535779044,249.5,59.95,173.07433738465002,1.238479665874363,0.8669357661120541,63.111935483870965
163,NTPC,2025-02-27,24.68532951556063,3.3817712523449535,7.29952668987992,24.730032258064515,1.375,16.25,2.625,38.979,16.8295,24.34172370128185,31.448500000000003,17.9695,3.0126765143257037,449.25,293.95,371.0032050416385,4.056376080645161,2.8394632564516127,311.1806451612903
164,NYKAA,2025-02-27,37.87557691942903,3.12861626962755,12.10617527215569,35.37272580645161,1.25,16.25,2.75,54.359,26.934,37.75641592642088,44.129000000000005,31.622,1.9938760101926327,181.01,159.5,170.2409275644362,3.189502834295416,2.232651984006791,171.46000000000004
165,OBEROIRLTY,2025-02-27,32.61916604038279,3.5563400718291733,9.172116665323683,36.33840322580645,1.75,17.125,2.75,61.204,22.166000000000004,32.171987224342665,39.7305,25.508,2.765390481756287,2345.45,1542.5,1953.38744316903,30.4209811426146,21.29468679983022,1594.5435483870963
166,OFSS,2025-02-27,36.023880680394804,3.388989040199811,10.629683440425312,36.5505806451613,0.875,11.625,1.375,55.02,18.8005,35.82746001814411,42.8005,29.2495,2.942909481137229,12950.0,8298.0,11213.348208417736,168.42988489983026,117.90091942988117,8788.093548387098
167,OIL,2025-02-27,37.176954172448454,3.865745724358266,9.617020058560636,44.33624193548386,0.75,14.75,2.375,55.902,25.177,36.30176563828965,44.905,29.499,2.0329803232135046,504.2,379.15,474.3251429214494,9.269774794142613,6.488842355899829,398.6354838709678
168,ONGC,2025-02-27,26.40776285134526,3.298864493873594,8.005106878560122,26.703387096774193,1.125,12.875,2.25,42.708,18.388,26.10184132710624,33.004,19.824,2.920206050168517,331.5,226.7,266.9077340001351,3.320355369269949,2.324248758488964,236.5467741935484
169,PAGEIND,2025-02-27,25.076433637754974,2.6065645620706124,9.62049204637182,24.098677419354843,1.625,16.25,2.375,40.001,18.327,24.67068294394999,30.288000000000004,19.915,1.9489081706142437,49920.0,40134.3,44886.105726986265,515.8486787300511,361.09407511103575,40657.588709677424
170,PAYTM,2025-02-27,58.27205440555792,12.667210910117614,4.600227691718198,47.78966129032259,1.375,16.5,2.5,69.554,35.4545,58.27205440555792,69.554,35.4545,12.667210910117614,1065.9,709.25,915.1504310150797,18.015444683786082,12.610811278650257,719.0870967741936
171,PEL,2025-02-27,34.69466372313242,4.2799857553871465,8.106256820939842,39.62898387096774,1.5,17.5,3.0,54.775,21.4795,34.285739910665306,43.252,26.145000000000003,3.0723766210551413,1279.0,900.95,1076.760101282917,19.18772826952462,13.431409788667233,921.8709677419356
172,PERSISTENT,2025-02-27,32.72891059171301,3.651730283231987,8.962576108645703,36.473612903225806,1.375,13.875,2.125,45.1765,23.487,32.61744614988411,40.0305,25.4305,3.3851027471068345,6793.8,5119.4,5831.981442718883,110.96136893887945,77.67295825721561,5789.24193548387
173,PETRONET,2025-02-27,24.95848781251566,3.7954827745415067,6.575840096002184,34.75733870967742,1.625,12.5,2.125,43.901,17.8795,24.395446825898976,32.5475,17.8795,2.914163132431589,373.5,282.35,333.5610942558924,5.2684808149405775,3.687936570458404,288.32419354838714
174,PFC,2025-02-27,36.38337263869556,4.972217603720424,7.317333137526398,40.47812903225807,1.5,15.875,2.75,53.99699999999999,26.8575,35.697832096959566,46.321,26.8575,4.012420039958605,569.3,357.55,462.5674352914697,7.98164791680815,5.587153541765705,375.30645161290323
175,PHOENIXLTD,2025-02-27,47.54521074595722,1.532129264706273,31.032114483546653,42.50467741935485,1.375,13.625,1.75,64.833,34.959,47.712839655738115,50.589,44.492,0.46016356751414056,1735.0,1561.75,1648.0590866201173,35.793412563667246,25.055388794567072,1599.2516129032258
176,PIDILITIND,2025-02-27,22.19092710055614,2.4678602970458687,8.991970545139692,21.473483870967748,0.875,11.5,2.0,31.694,13.755,22.02515727650181,27.126,17.259,2.1645818267594974,3433.55,2743.0,3073.1448570785506,31.368239202037362,21.957767441426153,2774.5435483870965
177,PIIND,2025-02-27,27.746921539122958,2.761588599975432,10.047449333825394,26.55185483870968,1.375,17.125,2.25,42.564,18.871,27.397946396009868,33.266,22.234,2.15487586421929,4795.9,3105.45,4106.846659914472,44.28360273981325,30.998521917869272,3167.8983870967745
178,PNB,2025-02-27,31.596833170499526,3.56778307314544,8.856153113211288,32.568951612903234,1.0,12.125,2.5,226.232,15.728,31.497496432771467,38.728,24.471,2.7330194375575236,118.09,90.43,103.7902376772451,1.5763372580645163,1.1034360806451613,92.13290322580643
179,POLICYBZR,2025-02-27,45.468663536776226,5.262654479754887,8.639872465823364,43.54533870967742,1.625,15.75,3.375,55.285,31.658,45.53812056915225,55.285,34.945,5.201026484420859,2254.35,1483.15,1844.7135111411212,34.95200989431239,24.46640692601867,1529.6048387096776
180,POLYCAB,2025-02-27,29.668068615662108,4.5301328954753535,6.549050392162721,34.55704838709678,1.5,15.75,3.25,45.8535,19.572,29.162829276281315,38.7255,20.688,3.8834119556183593,7645.0,5290.0,6753.251682421787,98.4894066952462,68.94258468667233,5437.453225806451
181,POONAWALLA,2025-02-27,29.676889552805047,7.305982010910689,4.061998716734567,37.78329032258065,2.125,15.625,3.0,60.461,23.193,29.53317520202745,44.243,23.193,7.1591220578603085,373.35,279.25,343.344363042989,5.715219809847199,4.000653866893039,288.6790322580645
182,POWERGRID,2025-02-27,23.006571505632635,2.986283857751199,7.704080590301813,25.27459677419355,1.625,14.75,2.25,33.187,14.715,22.650963330948784,28.979,17.037,2.5921992011010784,368.3,253.3,317.64502925950933,3.537113306451613,2.475979314516129,266.82096774193553
183,PRESTIGE,2025-02-27,37.47609459619672,2.2597912695177715,16.58387440544185,38.663,1.375,14.75,2.5,58.222,31.486,37.14720115873412,41.995,33.087,1.6409074181094978,1906.95,1186.35,1605.9864562232726,24.91219881578947,17.43853917105263,1221.2870967741935
184,PVRINOX,2025-02-27,32.08360493905215,5.248378494426186,6.113050911462494,34.200322580645164,1.0,17.875,2.375,55.647000000000006,20.937,31.107033730482563,42.56,21.59,3.9554963789159463,1738.0,987.0,1413.8071280666215,17.7661675721562,12.436317300509339,991.3129032258065
185,RAMCOCEM,2025-02-27,25.863484156087196,3.145408197508652,8.222616122312072,30.324112903225807,1.125,13.875,1.875,42.95,15.496,25.431703940620782,32.151,19.574,2.343289756228856,1060.5,818.0,909.002252982219,13.6051526549236,9.52360685844652,853.3516129032257
186,RBLBANK,2025-02-27,35.02212656749447,8.009447182308215,4.372602224639624,42.70795161290324,1.375,12.25,2.5,105.639,13.038,34.80471361191237,50.993,19.122,6.437826521649251,230.4,146.01,176.71425365743866,3.370781275721563,2.359546893005094,150.8558064516129
187,RECLTD,2025-02-27,35.764458339596175,4.725486500549183,7.568418264540536,40.713661290322584,1.625,16.5,2.5,56.131,24.521,35.29730127322333,45.209500000000006,26.325,3.9899239807497033,638.45,376.45,515.6377222597345,8.277730187606114,5.79441113132428,386.5209677419354
188,RELIANCE,2025-02-27,19.836715015782353,2.3845112560900925,8.318985689465277,19.292870967741933,1.0,13.25,1.75,27.289,12.773,19.61714876262493,24.6055,15.072999999999997,2.0374056770752884,3093.1,1198.75,1802.2431735313978,12.432224510186755,8.702557157130729,1225.659677419355
189,SAIL,2025-02-27,34.8756775328097,6.558511664957881,5.31762072165708,36.338612903225794,2.125,18.75,4.125,112.955,8.724,35.22268944701951,47.992,21.837,4.600058389656904,145.34,99.33,119.42324420436643,1.9980499421052627,1.3986349594736838,104.64645161290322
190,SBICARD,2025-02-27,24.03596090736009,3.8405410778705793,6.258482963730473,28.067500000000003,1.25,11.0,2.0,42.1465,16.8345,23.552989577074786,31.7155,16.8345,3.0623932728626806,869.15,653.75,740.4466936754445,12.738951907894739,8.917266335526318,863.667741935484
191,SBILIFE,2025-02-27,23.53132380129265,2.345398207739421,10.032975945680876,21.05914516129032,0.875,12.5,2.0,37.527,15.71,23.304653559330934,28.221,18.8445,2.010329568863765,1936.5,1377.7,1593.9135730362368,16.34411339728353,11.440879378098469,1474.7612903225809
192,SBIN,2025-02-27,22.8866359359711,3.191742628836352,7.17057689088018,22.07203225806451,0.75,11.25,2.25,36.35,16.248,22.284063843674243,29.268,16.517,2.100737218447484,877.65,713.95,801.3478494260636,8.430935479626484,5.9016548357385386,726.033870967742
193,SHREECEM,2025-02-27,24.544915764817876,2.818610580490298,8.708161366707238,24.590419354838712,0.875,13.125,1.75,36.477,14.284,24.263595363734215,30.178,18.909,2.247898378651967,28740.0,23562.3,25825.769909970742,367.83384657045843,257.4836925993209,28422.690322580645
194,SHRIRAMFIN,2025-02-27,32.78025549877248,3.8474976274688104,8.519889723840567,37.608612903225804,0.875,12.0,2.375,47.0775,21.4,32.11792834086508,40.4725,25.1655,2.857833007355654,3671.15,499.8,2538.314710781004,10.9490548565365,7.66433839957555,553.1290322580645
195,SIEMENS,2025-02-27,30.267058161467254,5.094949544751217,5.9406001758443665,34.913629032258065,1.75,18.25,3.125,50.82599999999999,18.6895,29.390778947229062,40.455,20.1045,3.73105423316908,8120.0,4757.75,6781.244987620977,88.8910182958404,62.223712807088276,4849.953225806452
196,SJVN,2025-02-27,44.531770362554234,6.3956723241646865,6.962797358191791,39.92411290322581,1.75,16.875,3.625,59.102,27.909,45.116226185179684,57.2145,31.757,5.817620689607791,124.2,84.52,111.07478618050868,1.8495370619694398,1.2946759433786077,88.18483870967742
197,SOLARINDS,2025-02-27,56.57476850567011,5.0616576342752175,11.177122712245845,33.458129032258064,1.25,13.625,2.625,58.604,31.017,57.96289459808734,58.604,46.461000000000006,0.8585025866178516,10489.85,9049.35,10163.459839933601,151.62167504923602,106.13517253446521,8644.311290322581
