,symbol,date,average_iv,std_iv,coeff_of_var,bench_mark_iv,avg_full_move,avg_short_move,avg_long_move,highest_iv,lowest_iv,avg_normal_iv,higest_normal_iv,lowest_normal_iv,stddev_normal_iv,highest_normal_fut_close,lowest_normal_fut_close,avg_normal_fut_close,full_move,long_move,fut_close
87,HCLTECH,2025-02-27,21.917333258179266,2.673378508612707,8.198365172596828,20.1953064516129,0.375,10.75,1.625,30.418500000000005,16.340500000000002,21.744253971733638,27.264,16.577,2.5031784053088266,1989.25,1675.75,1832.1393146522619,18.33468098089983,12.83427668662988,1724.9983870967744
88,HDFCAMC,2025-02-27,27.568587704794833,3.000075135194217,9.189299088341038,30.851822580645166,1.25,15.5,2.75,38.9445,19.224,27.308622457638354,33.5685,21.5695,2.5729298596284553,4877.9,3580.0,4261.243569660139,60.70826793803057,42.4957875566214,3746.6403225806453
89,HDFCBANK,2025-02-27,17.83438159527473,2.1664163450686136,8.232204135585901,16.17808064516129,1.0,10.375,1.625,24.263,12.2985,17.79183246459222,22.167,13.502,1.9000074446208672,1880.0,1628.65,1732.3545701102857,14.65861828140917,10.261032796986418,1722.593548387097
90,HDFCLIFE,2025-02-27,23.552138245904104,2.429783602692454,9.693101155101168,22.56535483870968,1.375,14.25,2.625,31.907000000000004,15.195999999999998,23.495490361807125,28.4105,18.693,1.793187469716175,762.85,586.2,673.6184244879587,7.348585950764008,5.144010165534805,618.8790322580646
91,HEROMOTOCO,2025-02-27,26.80717399221082,3.5981179934984993,7.450332101573423,23.91514516129032,1.125,12.25,2.5,43.361,20.436,26.086778254377627,34.002500000000005,20.436,2.4366222098942654,6270.5,3771.85,4830.873573036238,48.474111204159584,33.9318778429117,3849.264516129032
92,HFCL,2025-02-27,41.15082600842145,3.003060624658425,13.702962128212791,49.01240322580646,1.5,12.875,2.625,57.312,32.305,40.660761299146166,47.1435,35.151,1.9406411087618787,137.05,81.88,121.83185617825795,2.1516445016129038,1.5061511511290326,83.68516129032257
93,HINDALCO,2025-02-27,27.757445649723177,3.614912318243452,7.67859444602269,26.787274193548384,1.5,14.25,2.5,47.273,19.378,27.22157670198676,34.985,20.7255,2.8967002899424314,771.0,559.3,657.1009036686924,8.59871501612903,6.019100511290321,611.3790322580647
94,HINDCOPPER,2025-02-27,36.01350355729245,7.2179082352472035,4.989465421772439,41.387774193548395,2.125,18.125,3.875,101.367,9.721,35.70499119732126,50.43500000000001,22.578,5.936264376123991,355.35,206.77,280.206853252307,4.633688066553481,3.2435816465874368,213.52774193548387
95,HINDPETRO,2025-02-27,34.31448530738013,3.394586918295411,10.108589390490883,36.40701612903225,1.625,13.125,2.5,45.975,23.799,33.969951661112,41.103,27.527,2.8936372077857735,458.1,303.3,389.7145273463876,6.122127185908318,4.285489030135822,320.4
96,HINDUNILVR,2025-02-27,18.754260959967937,1.6307736800888788,11.500222985537643,19.295161290322582,1.125,10.625,1.5,27.06,14.6235,18.600327737549488,22.0155,15.4965,1.4111725124816066,3051.65,2274.45,2558.4528314202116,23.317186884550086,16.32203081918506,2296.5838709677423
