,symbol,long_move_val,fut_benchmark,long_moves,days_theta,idv_updated_time
0,BANKBARODA,2.2098771043548378,245.16,3,1.5,2024-12-24 11:32:52.295326
1,GUJGASLTD,5.138948441765703,509.7,2,1.0,2024-12-24 10:00:00.111743
2,PFC,5.137151397071308,453.4,1,0.5,2024-12-24 09:25:42.431568
3,UNITDSPR,13.490436875382004,1557.85,2,1.0,2024-12-24 10:57:16.781953
4,DLF,7.665870329371817,840.6,5,2.5,2024-12-24 14:17:58.087692
5,GAIL,2.048712188455009,197.84,3,1.5,2024-12-24 12:26:58.273366
6,TATAPOWER,4.154799948811545,399.1,3,1.5,2024-12-24 14:21:37.517773
7,ATUL,71.34160583421054,7088.0,2,1.0,2024-12-24 09:58:04.733341
8,AUROPHARMA,11.717220496519523,1262.0,2,1.0,2024-12-24 10:46:50.908939
9,BSOFT,7.077556595076401,578.1,2,1.0,2024-12-24 12:10:02.182426
10,SAIL,1.4775909473684214,119.0,4,2.0,2024-12-24 11:04:52.143723
11,MFSL,11.100239499999995,1098.5,1,0.5,2024-12-24 15:05:33.432817
12,INDIANB,7.185386360526313,534.3,1,0.5,2024-12-24 11:37:50.267336
13,OBEROIRLTY,27.8867640483871,2298.0,3,1.5,2024-12-24 10:39:00.332238
14,LICHSGFIN,4.991702097028861,586.75,2,1.0,2024-12-24 12:16:37.354689
15,AXISBANK,8.761230808022068,1077.3,1,0.5,2024-12-24 09:15:03.855913
16,IRFC,2.2289732505942275,147.9,2,1.0,2024-12-24 09:15:01.839504
17,SHRIRAMFIN,35.12247349151103,2866.75,1,0.5,2024-12-24 09:16:41.190656
18,BRITANNIA,38.94639211247878,4733.45,2,1.0,2024-12-24 09:23:04.251544
19,POWERGRID,2.646251685059423,311.65,2,1.0,2024-12-24 14:15:16.647952
20,APOLLOTYRE,4.734678920797964,534.0,5,2.5,2024-12-24 13:49:38.831186
21,ABFRL,2.7242868323429543,284.65,2,1.0,2024-12-24 10:30:28.516788
22,ZYDUSLIFE,8.845910185059422,968.6,1,0.5,2024-12-24 09:15:12.752295
23,GRANULES,9999999.0,595.983870967742,0,0.0,2024-12-24 09:01:59.981896
24,APOLLOHOSP,56.93379024516128,7203.7,2,1.0,2024-12-24 15:29:51.394660
25,ASIANPAINT,18.89049275865875,2288.0403225806454,0,0.0,2024-12-24 09:01:59.981896
