,symbol,long_move_val,fut_benchmark,long_moves,days_theta,idv_updated_time
0,BANKBARODA,2.4175358245161296,251.83,2,1.0,2024-12-18 12:38:59.871990
1,GUJGASLTD,4.656698703310696,499.0,1,0.5,2024-12-18 12:06:39.937778
2,PFC,5.6531032241086585,488.15,2,1.0,2024-12-18 11:09:46.179700
3,UNITDSPR,16.011353476655348,1586.0,3,1.5,2024-12-18 10:49:51.915124
4,DLF,8.18028099083192,875.9838709677418,0,0.0,2024-12-18 09:08:17.055736
5,GAIL,1.891155338709677,194.03,5,2.5,2024-12-18 12:37:05.422694
6,TATAPOWER,3.7561012548387103,413.95,2,1.0,2024-12-18 14:27:52.387513
7,ATUL,60.41044428904922,7405.0,1,0.5,2024-12-18 12:16:11.698442
8,AUROPHARMA,10.47510500509338,1250.5,3,1.5,2024-12-18 10:34:46.297214
9,BSOFT,5.818902222368423,602.85,1,0.5,2024-12-18 10:00:56.797746
10,SAIL,0.9106787473344652,119.73,7,3.5,2024-12-18 14:16:03.683295
11,MFSL,12.668372363327672,1147.1548387096775,0,0.0,2024-12-18 09:08:17.055736
12,INDIANB,7.345177831621392,560.2,1,0.5,2024-12-18 12:20:13.962954
13,OBEROIRLTY,26.33285105577249,2322.9,2,1.0,2024-12-18 10:48:06.673987
14,LICHSGFIN,6.202059983701188,599.45,3,1.5,2024-12-18 12:06:08.292407
15,AXISBANK,9.04928930220713,1121.45,2,1.0,2024-12-18 14:20:05.558591
16,IRFC,2.310718394312394,152.39,1,0.5,2024-12-18 09:58:04.381255
17,SHRIRAMFIN,37.13655934953311,2950.5,3,1.5,2024-12-18 12:19:06.627428
18,BRITANNIA,39.78378304074703,4784.841935483872,0,0.0,2024-12-18 09:08:17.055736
19,POWERGRID,2.623514643081494,322.1,3,1.5,2024-12-18 12:45:32.248335
20,APOLLOTYRE,4.644291408319185,533.4725806451613,0,0.0,2024-12-18 09:08:17.055736
21,ABFRL,3.2102812552631583,293.25,1,0.5,2024-12-18 09:26:09.193916
22,ZYDUSLIFE,8.116613194397283,981.4,1,0.5,2024-12-18 09:40:55.475578
23,GRANULES,3.521027774193548,598.0,4,2.0,2024-12-18 15:03:10.126875
24,APOLLOHOSP,53.47092414613751,7246.5709677419345,0,0.0,2024-12-18 09:08:17.055736
25,ASIANPAINT,17.881083280135826,2345.9,1,0.5,2024-12-18 14:57:18.399624
26,JKCEMENT,44.256495057300505,4644.0,1,0.5,2024-12-18 12:48:01.623359
27,SUPREMEIND,65.5503238573854,5104.2,2,1.0,2024-12-18 12:29:45.881503
28,AMBUJACEM,5.278088421052632,567.3,1,0.5,2024-12-18 12:37:39.715903
29,NMDC,2.377448734660441,213.45,10,5.0,2024-12-18 13:28:57.417166
30,BANKINDIA,1.209103986417657,107.93,4,2.0,2024-12-18 14:45:47.508607
