,symbol,long_move_val,long_move_val_track,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track
0,BANKBARODA,2.290945334465196,0.8181947623089985,206.0732258064516,206.01,0,2,0.0,2025-03-13 13:31:29.616513,2025-03-13 14:41:44.578770
1,PFC,5.587153541765705,1.9954119792020373,387.85,385.6,2,7,1.0,2025-03-13 13:31:32.103029,2025-03-13 15:00:41.993803
2,UNITDSPR,12.496973999999998,4.463204999999999,1360.25,1355.2,2,9,1.0,2025-03-13 13:31:32.103029,2025-03-13 15:07:10.214175
3,GAIL,1.8333990064431245,0.654785359443973,157.84,158.39,3,8,1.5,2025-03-13 15:01:39.797343,2025-03-13 14:24:06.946259
4,DLF,8.391035807130729,2.996798502546689,664.3,661.6,1,4,0.5,2025-03-13 14:15:23.324427,2025-03-13 14:23:50.961110
5,TATAPOWER,3.866519683573854,1.380899886990662,352.6,350.55,3,10,1.5,2025-03-13 13:31:32.103029,2025-03-13 14:23:50.961110
6,AUROPHARMA,13.773828387266557,4.91922442402377,1102.6,1097.6,4,14,2.0,2025-03-13 13:31:32.103029,2025-03-13 14:50:07.605284
7,BSOFT,5.303248185314092,1.8940172090407472,389.0,386.9,16,46,8.0,2025-03-13 13:31:32.103029,2025-03-13 14:23:50.961110
8,SAIL,1.3986349594736838,0.4995124855263157,106.77,105.75,4,18,2.0,2025-03-13 14:00:56.412213,2025-03-13 15:02:10.678839
9,MFSL,11.247311634465197,4.016897012308998,1053.5,1054.5,1,3,0.5,2025-03-13 14:56:01.107867,2025-03-13 14:55:28.820410
10,INDIANB,6.858766085993207,2.449559316426145,489.4,491.9,4,13,2.0,2025-03-13 13:31:32.103029,2025-03-13 15:21:31.258192
11,OBEROIRLTY,21.29468679983022,7.60524528565365,1552.0,1534.6,2,8,1.0,2025-03-13 13:31:32.103029,2025-03-13 15:27:06.115045
12,POWERGRID,2.475979314516129,0.8842783266129033,266.82096774193553,267.75,0,1,0.0,2025-03-13 13:31:29.616513,2025-03-13 13:35:27.576269
13,APOLLOTYRE,4.23818636672326,1.51363798811545,400.4,400.8,3,9,1.5,2025-03-13 15:27:06.115045,2025-03-13 15:12:20.725003
14,LICHSGFIN,6.055195837478779,2.162569941956707,520.1,517.85,2,8,1.0,2025-03-13 13:31:32.103029,2025-03-13 14:59:35.524051
15,AXISBANK,7.418043985186758,2.649301423280985,1010.6,1010.6,2,6,1.0,2025-03-13 13:31:32.103029,2025-03-13 13:31:32.103029
16,BRITANNIA,37.53469343259764,13.405247654499158,4736.25,4736.25,4,11,2.0,2025-03-13 13:31:32.103029,2025-03-13 13:31:32.103029
17,SHRIRAMFIN,7.66433839957555,2.737263714134125,619.95,619.95,9,24,4.5,2025-03-13 13:31:32.103029,2025-03-13 13:31:32.103029
18,IRFC,1.8438772709677416,0.6585275967741935,115.58,115.0,1,4,0.5,2025-03-13 14:15:53.507490,2025-03-13 14:50:07.605284
19,ABFRL,3.3949013059422755,1.2124647521222414,239.8,239.8,3,9,1.5,2025-03-13 13:31:32.103029,2025-03-13 13:31:32.103029
20,GRANULES,6.60480786065365,2.3588599502334464,473.4,470.85,7,20,3.5,2025-03-13 13:31:32.103029,2025-03-13 15:00:53.855164
21,APOLLOHOSP,48.010324863837,17.1465445942275,6110.0,6110.0,6,15,3.0,2025-03-13 13:31:32.103029,2025-03-13 13:31:32.103029
22,ZYDUSLIFE,8.92399943467742,3.1871426552419355,890.1,882.45,3,10,1.5,2025-03-13 13:31:32.103029,2025-03-13 15:25:56.273004
23,ASIANPAINT,16.508251826612895,5.89580422379032,2240.1629032258065,2228.0,0,4,0.0,2025-03-13 13:31:29.616513,2025-03-13 15:29:54.058532
24,NMDC,0.8669357661120541,0.3096199164685908,64.05,63.9,1,7,0.5,2025-03-13 13:31:51.788835,2025-03-13 15:22:12.034361
25,JKCEMENT,47.839329934634975,17.085474976655348,4290.0,4291.15,5,16,2.5,2025-03-13 13:31:32.103029,2025-03-13 15:28:57.843599
26,AMBUJACEM,5.640448660950764,2.0144459503395584,486.7274193548387,485.5,0,4,0.0,2025-03-13 13:31:29.616513,2025-03-13 15:02:07.297508
27,SUPREMEIND,48.07432659741088,17.16940235621817,3367.0,3349.3,6,18,3.0,2025-03-13 13:31:32.103029,2025-03-13 14:47:06.281782
28,BANKINDIA,1.2493593572835309,0.4461997704584039,94.41,94.37,2,6,1.0,2025-03-13 13:31:32.103029,2025-03-13 14:23:50.961110
29,KPITTECH,17.412832910611204,6.218868896646859,1202.0,1201.2,7,20,3.5,2025-03-13 15:27:47.349256,2025-03-13 15:27:55.654732
30,HDFCBANK,10.261032796986418,3.6646545703522926,1710.05,1706.4,1,6,0.5,2025-03-13 13:31:32.103029,2025-03-13 15:29:40.952837
31,CUMMINSIND,32.61996798005093,11.649988564303904,2860.15,2837.1,4,16,2.0,2025-03-13 13:31:32.103029,2025-03-13 15:01:05.638223
32,BHARTIARTL,10.589090320967744,3.781817971774194,1640.9,1633.0,3,12,1.5,2025-03-13 13:31:32.103029,2025-03-13 15:24:16.038293
33,GODREJCP,9.509958719567065,3.396413828416809,1028.7,1032.05,1,7,0.5,2025-03-13 13:31:32.103029,2025-03-13 15:19:55.303852
34,BANDHANBNK,1.7142425847877751,0.6122294945670625,139.2,139.5,7,21,3.5,2025-03-13 15:13:13.849716,2025-03-13 15:12:53.444867
35,CIPLA,11.413412650933786,4.076218803904924,1462.8,1462.8,2,5,1.0,2025-03-13 13:31:32.103029,2025-03-13 13:31:32.103029
36,GLENMARK,17.85683279864176,6.377440285229201,1406.25,1406.25,1,3,0.5,2025-03-13 13:31:32.103029,2025-03-13 13:31:32.103029
37,GMRAIRPORT,0.8962815934210525,0.3201005690789473,74.26,74.55,4,16,2.0,2025-03-13 13:31:32.103029,2025-03-13 14:43:03.882636
38,GODREJPROP,29.12738017665534,10.402635777376908,1976.0451612903223,1966.05,0,3,0.0,2025-03-13 13:31:29.616513,2025-03-13 15:28:41.720865
39,MARICO,5.1402160386672335,1.835791442381155,610.2,608.35,3,10,1.5,2025-03-13 13:31:32.103029,2025-03-13 14:23:50.961110
40,ASTRAL,14.539569578947363,5.192703421052631,1236.75,1239.8,9,24,4.5,2025-03-13 15:06:17.762603,2025-03-13 15:02:14.010495
41,MARUTI,77.58351054940576,27.70839662478777,11581.8,11535.0,16,45,8.0,2025-03-13 14:13:40.304211,2025-03-13 15:07:10.214175
42,LTIM,61.89729439728352,22.1061765704584,4483.9,4483.9,19,53,9.5,2025-03-13 13:31:32.103029,2025-03-13 13:31:32.103029
43,ICICIGI,16.052973203735146,5.733204715619695,1671.45,1677.8,4,14,2.0,2025-03-13 13:31:32.103029,2025-03-13 13:45:03.270687
44,MPHASIS,30.20417902657045,10.787206795203732,2223.95,2211.9,12,34,6.0,2025-03-13 13:31:32.103029,2025-03-13 14:23:59.663434
45,M&M,33.225074570246186,11.86609806080221,2652.9,2652.9,4,12,2.0,2025-03-13 13:31:32.103029,2025-03-13 13:31:32.103029
46,LAURUSLABS,8.215800655263157,2.934214519736842,575.0,575.0,4,10,2.0,2025-03-13 13:31:32.103029,2025-03-13 13:31:32.103029
47,WIPRO,2.962404154838709,1.0580014838709677,263.7,263.7,16,48,8.0,2025-03-13 13:31:32.103029,2025-03-13 15:06:11.019503
48,LUPIN,21.159136359932088,7.556834414261461,1974.45,1966.5,2,6,1.0,2025-03-13 13:31:32.103029,2025-03-13 15:04:11.715250
49,VOLTAS,16.09336672393888,5.747630972835314,1408.35,1396.0,11,33,5.5,2025-03-13 13:31:32.103029,2025-03-13 15:24:51.265328
50,CDSL,17.18368188455008,6.137029244482172,1077.15,1070.3,6,18,3.0,2025-03-13 13:31:32.103029,2025-03-13 14:23:50.961110
51,BHEL,2.8950382913837003,1.0339422469227502,194.6,194.11,3,10,1.5,2025-03-13 13:31:32.103029,2025-03-13 14:23:50.961110
52,ADANIENSOL,12.538807080008484,4.478145385717316,788.65,783.75,9,25,4.5,2025-03-13 13:31:32.103029,2025-03-13 14:24:03.757300
53,PNB,1.1034360806451613,0.3940843145161291,87.51,87.11,4,13,2.0,2025-03-13 13:31:32.103029,2025-03-13 15:26:51.389766
54,TRENT,62.94723348718166,22.481154816850594,5001.485483870967,5022.0,0,3,0.0,2025-03-13 13:31:29.616513,2025-03-13 15:02:04.153339
55,MRF,825.7939149033106,294.9263981797538,105185.8,105403.05,5,13,2.5,2025-03-13 15:02:34.619536,2025-03-13 14:59:00.679181
56,COALINDIA,3.2017929881154497,1.1434974957555175,378.95,378.85,6,18,3.0,2025-03-13 13:31:32.103029,2025-03-13 15:00:25.180923
