,symbol,long_move_val,long_move_val_track,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track
0,BANKBARODA,2.3162054169269948,0.8272162203310696,211.0,211.51,1,8,0.5,2025-02-13 13:35:11.041855,2025-02-13 13:14:42.823247
1,GUJGASLTD,4.930715753395587,1.7609699119269957,403.75,404.55,3,17,1.5,2025-02-13 13:41:56.641692,2025-02-13 15:02:40.376376
2,PFC,6.06715063327674,2.1668395118845503,387.05,385.55,2,11,1.0,2025-02-13 09:42:47.574648,2025-02-13 13:40:05.134246
3,GAIL,1.88070688426146,0.6716810300933785,162.69,162.8,3,13,1.5,2025-02-13 14:08:30.899865,2025-02-13 13:41:33.666055
4,DLF,8.859075301358232,3.163955464770797,683.0,685.1,2,25,1.0,2025-02-13 14:13:52.662921,2025-02-13 15:25:23.690308
5,UNITDSPR,14.120561524405767,5.043057687287775,1398.8887096774192,1394.2,0,11,0.0,2025-02-13 09:13:48.002536,2025-02-13 15:18:17.749705
6,TATAPOWER,3.9084180804753816,1.3958636001697793,349.55,348.5,4,15,2.0,2025-02-13 13:39:13.943165,2025-02-13 14:30:55.213432
7,ATUL,59.94413616311544,21.408620058255515,5605.45,5594.65,3,17,1.5,2025-02-13 14:13:32.057389,2025-02-13 14:35:36.230234
8,AUROPHARMA,12.908290929032258,4.610103903225807,1180.1,1184.2,6,31,3.0,2025-02-13 15:01:21.674117,2025-02-13 13:37:34.206323
9,BSOFT,6.241096960950763,2.2289632003395585,511.05,506.65,3,30,1.5,2025-02-13 13:39:02.655338,2025-02-13 15:20:33.323658
10,SAIL,1.4951010254668926,0.5339646519524617,109.12,110.26,4,25,2.0,2025-02-13 14:31:01.639987,2025-02-13 15:29:09.627582
11,MFSL,12.135484121561973,4.334101471986418,1080.0,1084.0,3,27,1.5,2025-02-13 15:22:53.609280,2025-02-13 14:05:40.924758
12,INDIANB,7.111191803056029,2.539711358234296,520.0,519.15,2,12,1.0,2025-02-13 13:34:27.013680,2025-02-13 13:35:01.210357
13,OBEROIRLTY,22.465131533870963,8.023261262096772,1637.0,1634.9,5,37,2.5,2025-02-13 12:03:07.120174,2025-02-13 14:50:15.968687
14,LICHSGFIN,6.088507509974535,2.174466967848048,552.5,551.3,1,14,0.5,2025-02-13 09:16:04.337041,2025-02-13 14:49:34.127558
