,symbol,long_move_val,long_move_val_track,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track
0,BANKBARODA,2.592814426655348,0.9260051523769102,208.9,208.86,1,17,0.5,2025-02-03 09:15:13.381402,2025-02-03 12:24:39.942277
1,GUJGASLTD,6.0344157025466885,2.155148465195246,458.1,463.7,9,40,4.5,2025-02-03 12:13:58.986847,2025-02-03 15:10:38.037553
2,PFC,6.304149074702885,2.251481812393888,383.05,383.8,3,25,1.5,2025-02-03 09:39:41.260172,2025-02-03 15:08:19.361017
3,UNITDSPR,13.397201203735143,4.784714715619694,1480.2,1476.5,4,40,2.0,2025-02-03 12:17:05.056811,2025-02-03 15:23:44.477796
4,DLF,8.631178089983022,3.082563603565365,745.3,749.75,4,38,2.0,2025-02-03 11:39:21.530256,2025-02-03 15:00:00.600181
5,GAIL,2.0166919896943973,0.7202471391765706,174.6,175.45,1,24,0.5,2025-02-03 12:41:25.292585,2025-02-03 15:10:07.663597
6,TATAPOWER,4.608716496179965,1.6459701772071305,353.25,356.85,6,24,3.0,2025-02-03 11:42:25.183875,2025-02-03 15:10:02.631650
7,ATUL,73.89534202105264,26.39119357894737,6237.8,6205.0,2,19,1.0,2025-02-03 12:29:44.242391,2025-02-03 14:01:32.970191
8,AUROPHARMA,14.820822769991508,5.293150989282682,1125.45,1129.5,3,28,1.5,2025-02-03 09:15:27.360935,2025-02-03 14:59:30.951714
9,BSOFT,7.033611566044141,2.5120041307300505,535.9,534.1,2,11,1.0,2025-02-03 09:40:17.528608,2025-02-03 15:00:30.631580
10,SAIL,1.57400984524618,0.5621463733022072,102.11,102.22,4,21,2.0,2025-02-03 10:46:46.115870,2025-02-03 15:14:26.112575
11,MFSL,15.62672170012733,5.580972035759762,1091.9,1079.05,2,21,1.0,2025-02-03 11:41:29.752641,2025-02-03 15:28:21.837466
12,INDIANB,6.994635993887948,2.49808428353141,522.25,522.5,4,24,2.0,2025-02-03 15:10:27.829818,2025-02-03 15:11:45.184796
13,OBEROIRLTY,23.13208911863328,8.261460399511886,1799.0,1803.6,5,33,2.5,2025-02-03 13:14:55.417473,2025-02-03 15:07:03.980735
14,LICHSGFIN,6.493994862478777,2.319283879456706,557.8,561.7,8,60,4.0,2025-02-03 14:42:00.123193,2025-02-03 15:09:52.045940
15,APOLLOTYRE,5.494221268421054,1.962221881578948,411.55,411.4,4,23,2.0,2025-02-03 12:51:41.410912,2025-02-03 15:00:41.371877
16,IRFC,2.343718371782684,0.8370422756366726,125.11,125.32,3,22,1.5,2025-02-03 09:36:19.898742,2025-02-03 11:28:24.952485
17,POWERGRID,3.189507749235993,1.1391099104414262,279.4,280.6,4,20,2.0,2025-02-03 10:44:10.079885,2025-02-03 15:10:02.631650
18,BRITANNIA,49.47170011808149,17.668464327886248,5046.95,5081.7,9,56,4.5,2025-02-03 13:13:06.532405,2025-02-03 14:38:50.537138
19,AXISBANK,7.744798811544991,2.7659995755517826,992.5,994.8,3,22,1.5,2025-02-03 10:04:09.306316,2025-02-03 14:17:53.192357
20,SHRIRAMFIN,6.55025368599321,2.339376316426147,550.5,551.6,6,28,3.0,2025-02-03 15:23:05.885879,2025-02-03 15:23:37.205879
21,ZYDUSLIFE,11.41116926264856,4.075417593803057,964.8,969.0,1,6,0.5,2025-02-03 14:03:32.401982,2025-02-03 15:16:12.659378
22,GRANULES,7.716636711629884,2.755941682724959,557.75,560.6,5,20,2.5,2025-02-03 14:54:39.627567,2025-02-03 15:03:55.964041
23,APOLLOHOSP,66.63878150084889,23.79956482173175,6790.6,6819.9,3,19,1.5,2025-02-03 12:21:11.368169,2025-02-03 15:26:52.869400
24,ABFRL,3.680723943972835,1.314544265704584,285.7,287.05,4,33,2.0,2025-02-03 12:43:27.579182,2025-02-03 15:28:00.635727
25,JKCEMENT,53.43716066256368,19.084700236629885,4721.8,4741.8,4,28,2.0,2025-02-03 12:59:42.750668,2025-02-03 14:59:41.198291
26,NMDC,0.9442835042444822,0.3372441086587436,62.3,62.63,5,25,2.5,2025-02-03 10:12:15.730418,2025-02-03 15:08:19.361017
27,ASIANPAINT,22.45496860526316,8.019631644736842,2287.85,2302.55,5,27,2.5,2025-02-03 13:52:13.867447,2025-02-03 15:10:04.781483
28,AMBUJACEM,5.580961348896435,1.9932004817487268,496.6,495.5,5,29,2.5,2025-02-03 15:11:20.220071,2025-02-03 15:06:59.324541
29,SUPREMEIND,52.13992041595926,18.62140014855688,3865.55,3864.6,4,39,2.0,2025-02-03 12:19:25.640361,2025-02-03 15:27:31.805141
30,BANKINDIA,1.3260318266298814,0.4735827952249577,105.25,104.6,3,21,1.5,2025-02-03 09:46:09.082781,2025-02-03 13:55:52.365900
31,KPITTECH,18.834579941638363,6.726635693442273,1420.9,1418.5,2,22,1.0,2025-02-03 15:13:44.774019,2025-02-03 15:00:27.652930
32,CUB,1.9907931304329367,0.7109975465831917,173.0,172.86,12,64,6.0,2025-02-03 12:36:43.742269,2025-02-03 15:24:35.603672
33,HDFCBANK,10.998858562691002,3.928163772389643,1694.4,1687.6,2,22,1.0,2025-02-03 10:43:50.113592,2025-02-03 13:52:09.454375
34,CUMMINSIND,40.91508842550935,14.612531580539054,2690.75,2690.05,10,49,5.0,2025-02-03 12:21:03.035264,2025-02-03 13:28:10.801396
35,BHARTIARTL,15.197524042105265,5.427687157894737,1662.55,1656.65,4,21,2.0,2025-02-03 11:06:43.182462,2025-02-03 13:51:53.387289
36,GODREJCP,11.758272429117149,4.199383010398981,1153.3,1157.8,9,49,4.5,2025-02-03 11:50:27.599786,2025-02-03 15:16:33.563710
37,BANDHANBNK,1.9036243468421048,0.6798658381578948,149.14,148.5,8,41,4.0,2025-02-03 13:25:20.486318,2025-02-03 15:00:20.946292
38,CIPLA,12.54954535483871,4.481980483870968,1428.45,1429.5,5,32,2.5,2025-02-03 11:37:07.511357,2025-02-03 15:28:24.529299
39,GMRAIRPORT,0.9716136048387096,0.3470048588709677,73.8,73.78,2,26,1.0,2025-02-03 10:46:16.013366,2025-02-03 15:00:12.732824
40,GODREJPROP,34.497788375212224,12.320638705432938,2325.3,2332.95,1,26,0.5,2025-02-03 09:15:02.138687,2025-02-03 15:07:42.004373
41,GLENMARK,17.446616797580642,6.230934570564516,1408.65,1425.15,2,19,1.0,2025-02-03 10:38:47.134013,2025-02-03 15:15:41.795274
42,ASTRAL,14.62662000870119,5.223792860250425,1502.7,1502.85,6,43,3.0,2025-02-03 15:13:24.544655,2025-02-03 15:13:42.505341
