,symbol,long_move_val,fut_benchmark,long_moves,days_theta,idv_updated_time
0,BANKBARODA,2.3694784224108663,231.15,1,0.5,2025-01-09 11:02:39.835971
1,GUJGASLTD,4.796616710016979,497.6,5,2.5,2025-01-09 15:02:27.435013
2,PFC,5.517823869609508,425.75,2,1.0,2025-01-09 11:47:25.161383
3,UNITDSPR,13.738852716723258,1584.05,2,1.0,2025-01-09 10:52:01.622677
4,DLF,8.25690572427844,787.75,2,1.0,2025-01-09 11:50:04.065870
5,GAIL,2.139639065848896,184.5,3,1.5,2025-01-09 13:32:59.887336
6,TATAPOWER,3.7435529876910016,367.75,2,1.0,2025-01-09 12:40:43.512795
7,ATUL,79.73603941578946,6907.15,2,1.0,2025-01-09 10:53:04.477566
8,AUROPHARMA,12.449296622665535,1262.25,4,2.0,2025-01-09 14:01:15.526747
9,BSOFT,6.67666507325976,545.9709677419355,0,0.0,2025-01-09 09:14:52.106752
10,SAIL,1.3639539759762307,108.87,1,0.5,2025-01-09 09:26:32.655497
11,MFSL,11.312772688879456,1094.25,2,1.0,2025-01-09 12:45:41.100758
12,INDIANB,6.645168477292021,503.5,1,0.5,2025-01-09 10:55:21.616330
13,OBEROIRLTY,29.35036462996604,2243.65,3,1.5,2025-01-09 12:52:40.969301
14,LICHSGFIN,5.828917624787775,574.4,4,2.0,2025-01-09 13:11:22.999691
15,APOLLOTYRE,4.521022698387098,478.1,1,0.5,2025-01-09 11:17:02.264796
16,IRFC,2.1272983837011887,139.92,1,0.5,2025-01-09 12:53:22.669218
17,SHRIRAMFIN,36.23709324575551,2832.0,2,1.0,2025-01-09 12:48:57.151470
18,BRITANNIA,37.11961381816639,4943.45,8,4.0,2025-01-09 12:01:16.962635
19,POWERGRID,2.4340483058149407,307.85,2,1.0,2025-01-09 12:17:26.934275
20,AXISBANK,10.016412294142617,1060.35,2,1.0,2025-01-09 11:34:21.394476
21,ZYDUSLIFE,8.83653049227504,1012.55,11,5.5,2025-01-09 15:03:44.739102
22,GRANULES,7.397406556960949,610.65,2,1.0,2025-01-09 14:37:39.126629
23,APOLLOHOSP,61.02858685683362,7169.0,6,3.0,2025-01-09 13:14:41.715198
24,ABFRL,3.231701229117148,279.1,5,2.5,2025-01-09 15:25:43.901948
25,JKCEMENT,56.81567684804753,4757.196774193549,0,0.0,2025-01-09 09:14:52.106752
26,NMDC,0.7980473025297116,65.5,1,0.5,2025-01-09 11:04:15.372329
27,ASIANPAINT,17.489709480348047,2355.55,3,1.5,2025-01-09 11:10:34.281762
28,AMBUJACEM,5.281596503735144,528.55,2,1.0,2025-01-09 11:09:48.968982
29,SUPREMEIND,69.77684289269948,4690.7,1,0.5,2025-01-09 13:53:12.592380
30,BANKINDIA,1.3338237674702886,98.65,1,0.5,2025-01-09 11:15:04.567614
31,KPITTECH,20.79210334401528,1416.1,3,1.5,2025-01-09 13:12:53.883789
32,CUB,1.549776552852292,169.52,2,1.0,2025-01-09 14:44:46.004259
33,HDFCBANK,12.609148781918508,1675.65,2,1.0,2025-01-09 10:57:02.909546
34,CUMMINSIND,33.601743588285224,3106.0,4,2.0,2025-01-09 14:04:34.424129
35,BHARTIARTL,11.855385533870969,1617.0,1,0.5,2025-01-09 12:25:50.712327
36,GODREJCP,10.708176532088284,1184.75,4,2.0,2025-01-09 15:05:32.184142
37,BANDHANBNK,1.686244950764007,149.71,4,2.0,2025-01-09 15:09:05.936210
38,CIPLA,14.015381590237688,1498.261290322581,0,0.0,2025-01-09 09:14:52.106752
39,GODREJPROP,32.44099070127335,2503.95,2,1.0,2025-01-09 15:17:40.985599
40,GLENMARK,17.222261748726652,1595.0,4,2.0,2025-01-09 14:45:29.283449
41,GNFC,6.134357365874363,572.5,2,1.0,2025-01-09 09:45:36.371175
42,MARUTI,82.9756448523769,11771.5,3,1.5,2025-01-09 14:14:48.995932
43,MARICO,5.607016661544993,667.45,4,2.0,2025-01-09 13:02:15.050450
44,ASTRAL,14.184260248896432,1556.5,2,1.0,2025-01-09 12:34:23.846597
45,LTIM,68.36154879562815,5827.0,1,0.5,2025-01-09 11:33:03.324954
46,INDIAMART,28.60390015505093,2333.15,3,1.5,2025-01-09 14:45:20.677693
47,ICICIGI,19.444517030984716,1888.95,1,0.5,2025-01-09 09:31:40.217117
48,MPHASIS,35.19139195110357,2893.15,1,0.5,2025-01-09 12:30:16.178591
49,M&M,29.291530571816637,3132.0,5,2.5,2025-01-09 15:02:06.453394
50,LAURUSLABS,7.349236004074703,613.7354838709679,0,0.0,2025-01-09 09:14:52.106752
51,WIPRO,3.754225263157896,293.7,1,0.5,2025-01-09 12:26:24.123644
52,VOLTAS,17.916159296689308,1719.25,4,2.0,2025-01-09 12:30:07.968853
53,LUPIN,20.092934072580643,2264.5,4,2.0,2025-01-09 14:37:51.188735
54,CESC,2.7195466706281834,171.25,1,0.5,2025-01-09 11:51:07.418972
55,CDSL,20.832675103650253,1687.15,2,1.0,2025-01-09 13:35:57.834511
56,PVRINOX,14.84918402555178,1166.0,5,2.5,2025-01-09 15:05:03.210091
57,BHEL,2.7104294519949064,219.2,1,0.5,2025-01-09 11:35:40.988140
58,ADANIENSOL,11.762091257724956,761.0,1,0.5,2025-01-09 12:45:35.052789
59,PNB,1.1813358910696092,102.35,4,2.0,2025-01-09 14:05:24.074724
60,TRENT,80.84304623387096,6632.05,1,0.5,2025-01-09 09:32:23.307663
61,MRF,927.2405023344652,119370.4,1,0.5,2025-01-09 12:30:10.015580
62,COALINDIA,3.2877108336162983,375.55,2,1.0,2025-01-09 11:44:39.531810
63,ALKEM,49.075828207130726,5447.7,2,1.0,2025-01-09 14:45:43.412930
64,HUDCO,3.78182176426146,227.41,3,1.5,2025-01-09 15:06:44.604453
65,BPCL,2.893643101655348,281.3,4,2.0,2025-01-09 14:41:05.933261
