,symbol,long_move_val,long_move_val_track,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track
0,BANKBARODA,2.290945334465196,0.8181947623089985,212.91,212.91,3,9,1.5,2025-02-20 11:41:41.914703,2025-02-20 11:41:41.914703
1,GUJGASLTD,4.243946912733447,1.5156953259762311,399.35,401.0,1,5,0.5,2025-02-20 11:41:41.914703,2025-02-20 13:10:57.424233
2,PFC,5.587153541765705,1.9954119792020373,390.7,390.7,2,8,1.0,2025-02-20 11:41:41.914703,2025-02-20 11:41:41.914703
3,GAIL,1.8333990064431245,0.654785359443973,166.4,166.4,1,4,0.5,2025-02-20 11:41:41.914703,2025-02-20 11:41:41.914703
4,DLF,8.391035807130729,2.996798502546689,690.2,687.75,2,9,1.0,2025-02-20 11:17:25.294368,2025-02-20 13:10:57.424233
5,UNITDSPR,12.496973999999998,4.463204999999999,1334.458064516129,1335.8,0,3,0.0,2025-02-20 11:17:23.730056,2025-02-20 13:10:57.424233
6,TATAPOWER,3.866519683573854,1.380899886990662,358.7,355.7,5,15,2.5,2025-02-20 11:41:41.914703,2025-02-20 13:10:57.424233
7,ATUL,60.377384456706274,21.563351591680814,5563.55,5563.55,3,8,1.5,2025-02-20 11:17:25.294368,2025-02-20 11:17:25.294368
8,AUROPHARMA,13.773828387266557,4.91922442402377,1115.35,1115.35,4,9,2.0,2025-02-20 11:41:41.914703,2025-02-20 11:41:41.914703
9,BSOFT,5.303248185314092,1.8940172090407472,474.68387096774194,474.0,0,2,0.0,2025-02-20 11:17:23.730056,2025-02-20 11:42:12.680020
10,SAIL,1.3986349594736838,0.4995124855263157,109.16,108.6,4,11,2.0,2025-02-20 11:41:41.914703,2025-02-20 13:10:57.424233
11,MFSL,11.247311634465197,4.016897012308998,1054.2,1048.65,1,4,0.5,2025-02-20 11:17:25.294368,2025-02-20 11:41:41.914703
12,INDIANB,6.858766085993207,2.449559316426145,525.65,523.8,1,8,0.5,2025-02-20 11:17:25.294368,2025-02-20 13:10:57.424233
13,OBEROIRLTY,21.29468679983022,7.60524528565365,1594.5435483870965,1597.2,0,3,0.0,2025-02-20 11:17:23.730056,2025-02-20 11:41:41.914703
14,LICHSGFIN,6.055195837478779,2.162569941956707,548.8,544.15,2,10,1.0,2025-02-20 11:41:41.914703,2025-02-20 13:10:57.424233
15,APOLLOTYRE,4.23818636672326,1.51363798811545,413.916129032258,415.05,0,3,0.0,2025-02-20 11:17:23.730056,2025-02-20 13:10:57.424233
16,IRFC,1.8438772709677416,0.6585275967741935,123.18,124.15,3,10,1.5,2025-02-20 11:17:25.294368,2025-02-20 11:41:41.914703
17,POWERGRID,2.475979314516129,0.8842783266129033,263.85,265.1,1,4,0.5,2025-02-20 11:17:25.294368,2025-02-20 11:41:41.914703
18,BRITANNIA,37.53469343259764,13.405247654499158,4832.0,4832.0,2,4,1.0,2025-02-20 11:17:25.294368,2025-02-20 11:17:25.294368
19,AXISBANK,7.418043985186758,2.649301423280985,1009.95,1009.95,2,6,1.0,2025-02-20 11:17:25.294368,2025-02-20 11:17:25.294368
20,SHRIRAMFIN,7.66433839957555,2.737263714134125,570.05,575.55,2,8,1.0,2025-02-20 11:41:41.914703,2025-02-20 13:10:57.424233
21,ZYDUSLIFE,8.92399943467742,3.1871426552419355,893.35,890.0,2,8,1.0,2025-02-20 11:17:25.294368,2025-02-20 11:45:41.352552
22,GRANULES,6.60480786065365,2.3588599502334464,523.75,523.75,3,10,1.5,2025-02-20 13:10:57.424233,2025-02-20 13:10:57.424233
23,APOLLOHOSP,48.010324863837,17.1465445942275,6435.15,6396.0,1,7,0.5,2025-02-20 11:41:41.914703,2025-02-20 13:10:57.424233
24,ABFRL,3.3949013059422755,1.2124647521222414,254.8,254.8,1,3,0.5,2025-02-20 11:41:41.914703,2025-02-20 11:41:41.914703
25,JKCEMENT,47.839329934634975,17.085474976655348,4613.75,4651.95,2,7,1.0,2025-02-20 11:17:25.294368,2025-02-20 11:41:41.914703
26,NMDC,0.8669357661120541,0.3096199164685908,67.05,67.05,4,12,2.0,2025-02-20 11:41:41.914703,2025-02-20 11:41:41.914703
27,ASIANPAINT,16.508251826612895,5.89580422379032,2258.1,2258.1,1,3,0.5,2025-02-20 11:41:41.914703,2025-02-20 11:41:41.914703
28,AMBUJACEM,5.640448660950764,2.0144459503395584,479.15,480.3,1,8,0.5,2025-02-20 11:17:25.294368,2025-02-20 13:10:57.424233
29,SUPREMEIND,48.07432659741088,17.16940235621817,3662.2983870967737,3644.0,0,7,0.0,2025-02-20 11:17:23.730056,2025-02-20 11:41:41.914703
30,BANKINDIA,1.2493593572835309,0.4461997704584039,103.98,104.05,6,19,3.0,2025-02-20 11:41:41.914703,2025-02-20 13:12:28.497316
31,KPITTECH,17.412832910611204,6.218868896646859,1328.5741935483873,1339.15,0,2,0.0,2025-02-20 11:17:23.730056,2025-02-20 11:17:25.294368
32,CUB,1.5337024862478783,0.547750887945671,155.69,155.69,1,4,0.5,2025-02-20 11:41:41.914703,2025-02-20 11:41:41.914703
33,HDFCBANK,10.261032796986418,3.6646545703522926,1694.4,1694.4,3,10,1.5,2025-02-20 11:41:41.914703,2025-02-20 11:41:41.914703
34,CUMMINSIND,32.61996798005093,11.649988564303904,2777.0,2789.0,2,9,1.0,2025-02-20 11:41:41.914703,2025-02-20 13:10:57.424233
35,BHARTIARTL,10.589090320967744,3.781817971774194,1634.3,1634.3,3,10,1.5,2025-02-20 11:41:41.914703,2025-02-20 11:41:41.914703
36,GODREJCP,9.509958719567065,3.396413828416809,1073.55,1073.55,5,17,2.5,2025-02-20 13:10:57.424233,2025-02-20 13:10:57.424233
37,BANDHANBNK,1.7142425847877751,0.6122294945670625,135.83,134.85,3,10,1.5,2025-02-20 11:41:41.914703,2025-02-20 13:10:57.424233
38,CIPLA,11.413412650933786,4.076218803904924,1474.9,1472.5,3,6,1.5,2025-02-20 11:45:07.343801,2025-02-20 11:41:41.914703
39,GMRAIRPORT,0.8962815934210525,0.3201005690789473,70.77451612903226,70.3,0,5,0.0,2025-02-20 11:17:23.730056,2025-02-20 13:10:57.424233
40,GODREJPROP,29.12738017665534,10.402635777376908,2045.05,2047.05,2,11,1.0,2025-02-20 11:17:25.294368,2025-02-20 13:10:57.424233
