,symbol,long_move_val,fut_benchmark,long_moves,days_theta,idv_updated_time
0,BANKBARODA,2.4163775322580645,245.09,5,2.5,2024-12-23 10:50:16.733279
1,GUJGASLTD,5.065515790322582,500.15,2,1.0,2024-12-23 13:12:51.911409
2,PFC,5.491703771901529,457.05,2,1.0,2024-12-23 10:50:15.018939
3,UNITDSPR,14.385292181663834,1542.25,3,1.5,2024-12-23 12:37:58.942425
4,DLF,7.933157505772497,845.95,3,1.5,2024-12-23 14:20:48.231324
5,GAIL,2.1458693680135825,193.98,4,2.0,2024-12-23 14:02:38.455752
6,TATAPOWER,4.217947088455007,399.5,1,0.5,2024-12-23 12:30:34.616795
7,ATUL,65.12153177894737,7031.1,3,1.5,2024-12-23 14:02:46.019412
8,AUROPHARMA,12.6270305778438,1253.2,4,2.0,2024-12-23 12:29:13.495237
9,BSOFT,6.307631528353141,576.7,6,3.0,2024-12-23 14:40:59.179633
10,SAIL,1.3515582831578945,120.39,2,1.0,2024-12-23 11:27:32.039558
11,MFSL,11.975052769949064,1099.6,3,1.5,2024-12-23 12:31:13.648674
12,INDIANB,6.587867055178267,534.4,1,0.5,2024-12-23 09:16:21.995556
13,OBEROIRLTY,29.308478849108653,2274.95,1,0.5,2024-12-23 09:42:49.795433
14,LICHSGFIN,5.5253185613327656,581.3,3,1.5,2024-12-23 13:26:46.872184
15,AXISBANK,8.968061416001698,1079.35,2,1.0,2024-12-23 09:15:01.490180
16,IRFC,2.27549700713073,148.08,2,1.0,2024-12-23 09:15:36.570620
17,SHRIRAMFIN,37.40505948658745,2902.2,2,1.0,2024-12-23 12:00:22.210676
18,BRITANNIA,42.075372039473685,4680.25,3,1.5,2024-12-23 13:32:33.982531
19,POWERGRID,2.6463912364176565,315.85,3,1.5,2024-12-23 14:40:16.299185
20,APOLLOTYRE,4.727948574702888,529.2,6,3.0,2024-12-23 13:31:04.387779
21,ABFRL,3.155153155772496,281.55,3,1.5,2024-12-23 14:01:03.145126
22,ZYDUSLIFE,9.118131623429544,975.8,2,1.0,2024-12-23 10:42:26.849789
23,GRANULES,9999999.0,600.5516129032256,0,0.0,2024-12-23 09:08:03.661003
24,APOLLOHOSP,57.83025168896433,7240.6,3,1.5,2024-12-23 13:58:46.199894
25,ASIANPAINT,19.287611938879454,2274.05,1,0.5,2024-12-23 13:29:08.616705
26,JKCEMENT,9999999.0,4558.943548387097,0,0.0,2024-12-23 09:08:03.661003
27,SUPREMEIND,64.63797210458405,4744.35,2,1.0,2024-12-23 13:11:25.701482
28,AMBUJACEM,5.216117344991511,548.45,3,1.5,2024-12-23 13:28:22.674691
29,NMDC,1.5218275418505944,213.67,19,9.5,2024-12-23 14:58:29.160515
30,BANKINDIA,1.3117336019694394,103.0464516129032,0,0.0,2024-12-23 09:08:03.661003
31,KPITTECH,17.10433868862479,1411.25,3,1.5,2024-12-23 13:14:27.619796
32,CUB,1.752799104499151,174.65,1,0.5,2024-12-23 14:05:28.353588
33,HDFCBANK,12.221913899405772,1798.35,1,0.5,2024-12-23 09:26:01.636036
34,CUMMINSIND,39.06906217563666,3372.45,1,0.5,2024-12-23 11:00:11.549552
35,BHARTIARTL,13.15986253467742,1591.5,2,1.0,2024-12-23 12:02:13.475411
36,GODREJCP,10.583011329923597,1075.95,2,1.0,2024-12-23 12:44:07.340813
37,BANDHANBNK,1.3649755430220716,166.0,9,4.5,2024-12-23 14:40:07.206414
38,CIPLA,12.862891197198644,1471.9,3,1.5,2024-12-23 13:19:10.255280
39,GODREJPROP,35.410092762139215,2911.25,3,1.5,2024-12-23 14:40:21.279242
40,GLENMARK,14.769528470967742,1542.0,4,2.0,2024-12-23 14:06:45.145016
41,GNFC,6.049282845670627,582.75,1,0.5,2024-12-23 09:28:11.475178
42,MARUTI,89.51063626782681,10790.5,2,1.0,2024-12-23 13:22:30.088521
43,ASTRAL,12.771130144482171,1730.4,3,1.5,2024-12-23 13:21:34.389458
44,MARICO,5.403758672623089,636.9,5,2.5,2024-12-23 15:29:55.520553
45,LTIM,62.30576272712224,5734.05,4,2.0,2024-12-23 14:36:02.318475
46,INDIAMART,24.12287282988115,2264.85,2,1.0,2024-12-23 09:23:00.270830
47,MPHASIS,35.2876503775467,2993.95,6,3.0,2024-12-23 11:26:38.803210
48,ICICIGI,17.084113252292024,1870.65,5,2.5,2024-12-23 12:52:29.906413
49,M&M,27.57422091468591,2903.6,1,0.5,2024-12-23 09:26:27.583820
50,LAURUSLABS,5.539964075721562,563.65,2,1.0,2024-12-23 14:03:14.341404
51,WIPRO,3.584128384634975,307.0,2,1.0,2024-12-23 12:52:16.047432
52,VOLTAS,15.731202458786072,1705.35,4,2.0,2024-12-23 11:21:55.865519
53,LUPIN,19.96669848870968,2160.65,4,2.0,2024-12-23 12:35:18.007793
54,CESC,2.566969261731749,183.38,2,1.0,2024-12-23 11:59:00.266018
55,CDSL,23.748680617741936,1826.9,4,2.0,2024-12-23 12:55:42.504107
56,PVRINOX,9999999.0,1396.646774193548,0,0.0,2024-12-23 09:08:03.661003
57,BHEL,3.060122508234295,240.3,1,0.5,2024-12-23 10:10:47.872242
58,ADANIENSOL,14.881271537096772,772.1451612903226,0,0.0,2024-12-23 09:08:03.661003
59,PNB,1.2664695386332767,101.41,2,1.0,2024-12-23 10:43:09.070434
60,TRENT,89.00716303565365,6971.35,3,1.5,2024-12-23 12:56:23.136114
61,MRF,1063.9306203426145,130250.0,3,1.5,2024-12-23 10:51:33.915156
62,COALINDIA,3.861757301018675,385.42580645161297,0,0.0,2024-12-23 09:08:03.661003
63,ALKEM,53.87766239388794,5469.05,2,1.0,2024-12-23 11:20:08.583686
64,HUDCO,3.718772632402376,239.55,1,0.5,2024-12-23 09:28:17.614716
65,BPCL,3.117960841935484,291.0,2,1.0,2024-12-23 12:23:04.868644
66,TATAMOTORS,7.796506982597623,720.85,1,0.5,2024-12-23 13:33:09.015600
67,HINDCOPPER,9999999.0,275.516129032258,0,0.0,2024-12-23 09:08:03.661003
68,POLYCAB,77.93026601018677,7138.05,1,0.5,2024-12-23 13:09:27.201313
69,RECLTD,6.316568415280135,517.35,2,1.0,2024-12-23 10:50:17.852938
70,MOTHERSON,1.963635215874364,156.76290322580644,0,0.0,2024-12-23 09:08:03.661003
71,IPCALAB,16.17305457894737,1595.25,2,1.0,2024-12-23 10:56:40.952255
72,TATACHEM,10.968375031918503,1038.0,4,2.0,2024-12-23 10:59:26.458879
73,PAGEIND,425.2213399558572,48650.3,3,1.5,2024-12-23 13:23:56.534790
74,NTPC,3.1716047536502536,332.55,5,2.5,2024-12-23 13:53:49.865480
75,JSWSTEEL,8.799563953395584,940.35,7,3.5,2024-12-23 14:29:03.547722
76,HAL,47.42534156196944,4223.25,2,1.0,2024-12-23 11:01:15.165966
