,symbol,long_move_val,long_move_val_track,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track
0,BANKBARODA,2.423056663904923,0.865377379966044,220.46161290322584,220.17,0,16,0.0,2025-02-06 09:14:00.937358,2025-02-06 14:50:19.993473
1,GUJGASLTD,6.380441223769099,2.278729008488964,470.15,471.0,5,33,2.5,2025-02-06 09:17:37.217704,2025-02-06 14:39:01.836078
2,PFC,6.549605901952463,2.3391449649830225,404.2,403.5,1,13,0.5,2025-02-06 14:31:14.607134,2025-02-06 15:24:02.690177
3,UNITDSPR,15.11003215212224,5.396440054329371,1432.1,1420.25,1,15,0.5,2025-02-06 12:18:32.724051,2025-02-06 15:08:15.678107
4,DLF,8.580148849999999,3.064338875,770.35,765.3,5,20,2.5,2025-02-06 11:52:14.951977,2025-02-06 13:49:13.839292
5,GAIL,1.8997280984719864,0.6784743208828524,177.9,179.3,1,9,0.5,2025-02-06 11:47:05.209027,2025-02-06 15:06:22.202204
6,TATAPOWER,4.1059903921901535,1.466425140067912,367.0,365.7,2,11,1.0,2025-02-06 12:03:50.057955,2025-02-06 14:23:11.732691
7,ATUL,73.00683058064516,26.07386806451613,6213.027419354838,6194.25,0,9,0.0,2025-02-06 09:14:00.937358,2025-02-06 15:02:03.374488
8,AUROPHARMA,16.01263790267402,5.718799250955008,1197.0,1193.35,2,9,1.0,2025-02-06 13:49:19.774814,2025-02-06 14:32:51.786630
9,BSOFT,7.921759619694395,2.82919986417657,537.4,532.25,0,7,0.0,2025-02-06 09:14:00.937358,2025-02-06 13:02:46.987058
10,SAIL,1.6068709453310697,0.573882480475382,107.12,107.84,1,11,0.5,2025-02-06 12:36:40.048515,2025-02-06 14:38:07.809614
11,MFSL,14.248044053989815,5.088587162139221,1110.55,1111.45,5,19,2.5,2025-02-06 12:21:06.791546,2025-02-06 12:19:34.596903
12,INDIANB,7.424123730899828,2.651472761035653,543.15,548.75,2,21,1.0,2025-02-06 13:04:51.351303,2025-02-06 14:38:40.466642
13,OBEROIRLTY,22.920437752674022,8.18587062595501,1811.4822580645164,1793.8,0,8,0.0,2025-02-06 09:14:00.937358,2025-02-06 14:31:07.309165
14,LICHSGFIN,6.255958471095076,2.234270882533956,575.75,576.4,2,15,1.0,2025-02-06 11:53:34.045156,2025-02-06 15:18:42.200018
15,APOLLOTYRE,5.698720946519525,2.0352574808998303,414.45,413.45,1,11,0.5,2025-02-06 12:03:39.816757,2025-02-06 14:58:28.493949
16,IRFC,1.9937045424448216,0.7120373365874364,129.4,130.1,1,11,0.5,2025-02-06 13:42:35.195294,2025-02-06 15:13:17.647677
17,POWERGRID,2.7148650700339547,0.9695946678692698,278.1,279.95,4,37,2.0,2025-02-06 14:09:33.941862,2025-02-06 15:22:40.540406
18,BRITANNIA,54.62568570967741,19.50917346774193,4947.477419354839,4964.0,0,11,0.0,2025-02-06 09:14:00.937358,2025-02-06 13:59:54.980929
19,AXISBANK,7.647886987096774,2.731388209677419,1024.9,1024.25,1,8,0.5,2025-02-06 14:38:18.843416,2025-02-06 14:37:09.009796
20,SHRIRAMFIN,7.243487281281832,2.58695974331494,566.35,569.2,3,22,1.5,2025-02-06 09:46:27.131004,2025-02-06 15:04:10.239650
21,ZYDUSLIFE,10.61250966328523,3.790182022601869,1011.3,1013.55,7,40,3.5,2025-02-06 13:40:58.936646,2025-02-06 14:57:29.347917
22,GRANULES,7.807464736842103,2.788380263157894,578.6,581.0,3,20,1.5,2025-02-06 13:48:32.285684,2025-02-06 15:01:55.921400
23,APOLLOHOSP,77.0702165593803,27.525077342635825,6897.15,6900.0,1,16,0.5,2025-02-06 09:16:04.803397,2025-02-06 10:04:56.280901
24,ABFRL,3.91427449647708,1.397955177313243,281.3,278.6,1,10,0.5,2025-02-06 10:49:17.959913,2025-02-06 14:12:28.104655
25,JKCEMENT,60.14972692818338,21.482045331494064,4882.05,4880.0,1,12,0.5,2025-02-06 09:38:02.502453,2025-02-06 14:40:36.877698
26,NMDC,0.972315814057725,0.347255647877759,65.25,65.58,2,25,1.0,2025-02-06 13:07:03.279097,2025-02-06 15:26:14.738430
27,ASIANPAINT,17.890309717487263,6.389396327674023,2286.0,2273.25,4,14,2.0,2025-02-06 12:01:17.527780,2025-02-06 13:50:04.886209
28,AMBUJACEM,5.328466421561971,1.903023721986418,518.65,516.1,1,12,0.5,2025-02-06 10:01:49.956220,2025-02-06 14:38:00.215623
29,SUPREMEIND,61.67859623026317,22.028070082236848,3961.05,3985.65,3,12,1.5,2025-02-06 12:03:48.112432,2025-02-06 13:35:39.541715
30,BANKINDIA,1.545889359320883,0.552103342614601,108.321935483871,108.02,0,10,0.0,2025-02-06 09:14:00.937358,2025-02-06 14:30:50.575988
31,KPITTECH,20.497971009550085,7.320703931982173,1437.2387096774191,1437.7,0,8,0.0,2025-02-06 09:14:00.937358,2025-02-06 15:07:13.989647
32,CUB,2.278562689575552,0.8137723891341256,173.01,173.19,3,13,1.5,2025-02-06 13:05:05.482507,2025-02-06 14:03:31.978364
33,HDFCBANK,10.717799403862475,3.8277855013794566,1741.533870967742,1748.75,0,14,0.0,2025-02-06 09:14:00.937358,2025-02-06 15:01:53.626311
34,CUMMINSIND,47.19027090539048,16.8536681804966,2935.95,2953.1,7,31,3.5,2025-02-06 12:49:30.114319,2025-02-06 14:59:58.013076
35,BHARTIARTL,14.590402209252971,5.210857931876062,1623.6,1623.0,3,12,1.5,2025-02-06 14:21:39.902685,2025-02-06 14:21:46.234997
36,GODREJCP,10.430317191808149,3.725113282788625,1124.0,1124.75,2,10,1.0,2025-02-06 13:32:15.010769,2025-02-06 14:47:48.366472
37,BANDHANBNK,1.9460178936757213,0.695006390598472,152.72,152.75,1,11,0.5,2025-02-06 09:30:58.549396,2025-02-06 14:20:56.634863
38,CIPLA,12.679136883106956,4.528263172538199,1469.5,1475.25,2,13,1.0,2025-02-06 11:43:53.387855,2025-02-06 15:17:46.861755
39,GMRAIRPORT,0.8868525398811546,0.3167330499575552,74.9,75.1,1,12,0.5,2025-02-06 13:51:28.423199,2025-02-06 14:54:16.805851
40,GODREJPROP,31.543075789473686,11.265384210526316,2280.5,2255.6,1,17,0.5,2025-02-06 11:53:47.632234,2025-02-06 13:52:30.342438
41,GLENMARK,20.625110083361623,7.366110744057725,1498.7,1505.05,2,15,1.0,2025-02-06 10:03:18.252061,2025-02-06 15:08:17.887140
42,ASTRAL,14.972876548641766,5.347455910229202,1481.75,1482.0,3,22,1.5,2025-02-06 13:49:13.839292,2025-02-06 14:38:34.933516
43,GNFC,7.763119736842103,2.772542763157894,582.5887096774195,578.0,0,7,0.0,2025-02-06 09:14:00.937358,2025-02-06 15:03:23.431576
44,MARICO,6.17865198488964,2.206661423174872,660.75,661.05,5,17,2.5,2025-02-06 13:42:35.195294,2025-02-06 15:07:33.182665
45,MARUTI,84.50520846264854,30.18043159380305,13155.0,13116.05,2,15,1.0,2025-02-06 10:31:27.982768,2025-02-06 14:25:42.536505
46,LTIM,65.23381293442274,23.29779033372241,5977.0,5949.85,1,11,0.5,2025-02-06 12:21:01.528785,2025-02-06 15:13:08.209575
47,INDIAMART,25.24010892504245,9.014324616086588,2169.0,2186.2,1,5,0.5,2025-02-06 13:01:09.371512,2025-02-06 15:03:43.581576
48,ICICIGI,17.121315124278432,6.114755401528012,1846.35,1832.5,1,9,0.5,2025-02-06 12:33:32.211602,2025-02-06 15:13:25.700586
49,MPHASIS,32.61106795483872,11.64680998387097,2855.8,2836.4,2,14,1.0,2025-02-06 10:39:40.925488,2025-02-06 12:43:16.713076
