,symbol,long_move_val,long_move_val_track,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track
0,BANKBARODA,2.4336210681833617,0.8691503814940578,204.66,206.29,1,17,0.5,2025-02-18 09:24:35.541082,2025-02-18 14:52:49.805210
1,GUJGASLTD,4.5755921741086585,1.634140062181664,391.65,393.35,2,15,1.0,2025-02-18 14:39:43.141152,2025-02-18 14:45:35.365988
2,PFC,5.877118864176572,2.098971022920204,374.1,375.5,4,19,2.0,2025-02-18 14:39:18.550124,2025-02-18 14:52:19.585182
3,GAIL,1.8598237774872663,0.6642227776740237,164.45,163.63,4,24,2.0,2025-02-18 15:09:56.870392,2025-02-18 15:26:50.184867
4,DLF,8.799690667657046,3.142746667020374,674.7,673.65,2,15,1.0,2025-02-18 14:54:33.910146,2025-02-18 14:53:14.526248
5,UNITDSPR,13.296040413157897,4.748585861842106,1340.0,1333.1,1,16,0.5,2025-02-18 10:23:06.178841,2025-02-18 15:18:51.732553
6,TATAPOWER,4.019999060653651,1.4357139502334468,338.5,340.15,4,23,2.0,2025-02-18 14:39:18.550124,2025-02-18 14:53:04.350798
7,ATUL,58.26888875636672,20.81031741298812,5365.25,5399.55,1,13,0.5,2025-02-18 09:35:34.158339,2025-02-18 14:07:24.438675
8,AUROPHARMA,14.570896009252976,5.203891431876063,1158.4,1161.0,3,14,1.5,2025-02-18 12:34:36.111854,2025-02-18 15:28:27.174913
9,BSOFT,5.344813445500848,1.908861944821732,474.0,473.2,3,23,1.5,2025-02-18 14:39:15.166397,2025-02-18 15:25:13.750528
10,SAIL,1.5038699896434635,0.5370964248726656,103.78,104.63,3,16,1.5,2025-02-18 14:29:55.762929,2025-02-18 15:01:34.212723
11,MFSL,11.83805125976231,4.227875449915111,1068.15,1060.3,2,14,1.0,2025-02-18 15:01:51.685192,2025-02-18 15:27:26.843310
12,INDIANB,6.989612481621393,2.49629017200764,517.0,517.65,4,23,2.0,2025-02-18 14:39:15.166397,2025-02-18 14:40:11.539285
13,OBEROIRLTY,22.35132533955857,7.982616192699492,1595.0,1592.0,2,15,1.0,2025-02-18 14:55:10.999482,2025-02-18 14:52:39.033518
14,LICHSGFIN,6.3436412016977926,2.2655861434634974,533.15,532.3,3,19,1.5,2025-02-18 15:02:30.944010,2025-02-18 14:39:57.267997
15,APOLLOTYRE,4.398044693760611,1.570730247771647,412.6,413.0,3,16,1.5,2025-02-18 14:12:01.736220,2025-02-18 15:14:50.291563
16,IRFC,1.88128079049236,0.6718859966044143,117.85,117.06,1,16,0.5,2025-02-18 09:22:56.684769,2025-02-18 15:23:08.041336
17,POWERGRID,2.5587602416383706,0.9138429434422752,266.4,266.45,3,18,1.5,2025-02-18 14:42:36.902528,2025-02-18 15:16:37.389875
18,BRITANNIA,37.73612501010186,13.477187503607809,4889.5,4882.1,2,12,1.0,2025-02-18 14:50:40.715343,2025-02-18 15:24:24.214865
19,AXISBANK,7.462161187181664,2.6650575668505945,995.1951612903226,994.75,0,12,0.0,2025-02-18 09:16:40.224938,2025-02-18 12:55:29.126590
20,SHRIRAMFIN,7.699831699915111,2.749939892826826,552.0,552.0,2,12,1.0,2025-02-18 14:41:24.318654,2025-02-18 14:41:24.318654
21,ZYDUSLIFE,9.381229311714772,3.350439039898133,917.0,916.4,3,15,1.5,2025-02-18 11:02:10.047393,2025-02-18 15:10:41.708985
22,GRANULES,7.018686733828521,2.506673833510186,517.25,517.35,5,20,2.5,2025-02-18 14:39:53.889031,2025-02-18 15:16:26.695293
23,APOLLOHOSP,49.64618814028013,17.730781478671474,6367.5,6375.55,1,10,0.5,2025-02-18 09:16:45.281507,2025-02-18 14:20:47.237848
24,ABFRL,3.6560170589134127,1.3057203781833615,251.85,251.35,5,26,2.5,2025-02-18 15:03:06.433432,2025-02-18 14:43:49.349319
25,JKCEMENT,52.140376064855694,18.621562880305607,4545.0,4521.0,2,13,1.0,2025-02-18 10:22:17.746421,2025-02-18 15:26:40.002744
26,NMDC,0.8805451741935485,0.3144804193548388,62.67,63.04,2,15,1.0,2025-02-18 14:09:34.819766,2025-02-18 14:49:57.562232
27,ASIANPAINT,16.539293351273344,5.906890482597622,2242.3,2236.35,1,16,0.5,2025-02-18 09:22:56.684769,2025-02-18 15:27:15.595384
28,AMBUJACEM,5.632420660441427,2.0115788073005096,484.2,486.2,3,24,1.5,2025-02-18 14:26:47.895506,2025-02-18 14:39:43.141152
29,SUPREMEIND,53.56379291409168,19.12992604074703,3640.0,3660.15,2,15,1.0,2025-02-18 11:32:31.138771,2025-02-18 14:58:11.313204
30,BANKINDIA,1.2160501712733445,0.434303632597623,95.59,96.15,3,17,1.5,2025-02-18 13:38:10.089066,2025-02-18 14:48:25.818457
31,KPITTECH,18.09551852351443,6.462685186969439,1329.9,1326.95,1,18,0.5,2025-02-18 14:52:49.805210,2025-02-18 14:48:55.309059
32,CUB,1.6904799488624789,0.6037428388794567,157.4,157.46,4,17,2.0,2025-02-18 14:51:42.053145,2025-02-18 15:16:40.564309
33,HDFCBANK,10.706851031578944,3.823875368421052,1721.85,1722.45,2,12,1.0,2025-02-18 12:31:42.092806,2025-02-18 15:04:49.497288
34,CUMMINSIND,34.3535019269949,12.26910783106961,2731.2,2715.35,2,13,1.0,2025-02-18 15:02:38.141706,2025-02-18 15:27:58.072875
35,BHARTIARTL,11.832895682809848,4.2260341724320885,1668.8,1672.05,1,18,0.5,2025-02-18 10:04:49.700752,2025-02-18 15:07:25.043120
36,GODREJCP,9.632297116129031,3.440106112903226,1009.85,1015.0,3,12,1.5,2025-02-18 12:47:09.133356,2025-02-18 13:34:38.444695
