,symbol,long_move_val,fut_benchmark,long_moves,days_theta,idv_updated_time
0,BANKBARODA,2.627071961,233.94,4,2.0,2025-01-07 13:35:09.552844
1,GUJGASLTD,5.017481026,509.1,2,1.0,2025-01-07 10:09:11.744258
2,PFC,5.817727356,447.9677419,0,0.0,13:31.4
3,UNITDSPR,14.40492824,1632.9,1,0.5,2025-01-07 12:20:03.921704
4,DLF,8.780558952,817.15,1,0.5,2025-01-07 09:36:15.663288
5,GAIL,2.236988263,187.6,3,1.5,2025-01-07 15:23:21.935742
6,TATAPOWER,4.195156239,379.7,2,1.0,2025-01-07 10:06:27.431071
7,ATUL,81.33734903,6936.15,1,0.5,16:29.2
8,AUROPHARMA,12.8629577,1306.25,3,1.5,2025-01-07 15:03:48.545488
9,BSOFT,6.775665828,548.383871,0,0.0,13:31.4
10,SAIL,1.452305875,112.3,1,0.5,2025-01-07 09:39:33.600806
11,MFSL,11.77778753,1116.85,2,1.0,2025-01-07 13:09:58.904645
12,INDIANB,7.107137908,511.0112903,0,0.0,13:31.4
13,OBEROIRLTY,28.32667426,2271.0,4,2.0,2025-01-07 13:21:00.674528
14,LICHSGFIN,6.027114858,589.0,3,1.5,2025-01-07 14:19:24.919603
15,APOLLOTYRE,4.934624371,497.05,2,1.0,2025-01-07 12:05:11.979898
16,IRFC,2.272401706,144.4183871,0,0.0,13:31.4
17,SHRIRAMFIN,37.73468733,2979.5,2,1.0,2025-01-07 10:42:55.905743
18,BRITANNIA,36.44156844,4838.6,3,1.5,2025-01-07 15:00:46.606413
19,POWERGRID,2.599360529,305.2,3,1.5,2025-01-07 13:49:05.640988
20,AXISBANK,9.660347033,1068.401613,0,0.0,13:31.4
21,ZYDUSLIFE,8.88548542,1003.05,8,4.0,2025-01-07 12:32:46.459597
22,GRANULES,7.613002106,619.35,1,0.5,19:15.4
23,APOLLOHOSP,65.58166278,7462.85,4,2.0,2025-01-07 13:55:31.432678
24,ABFRL,3.188296931,270.45,1,0.5,15:25.3
25,JKCEMENT,50.32749736,4850.5,3,1.5,2025-01-07 13:34:39.984982
26,NMDC,0.847883508,66.15,1,0.5,2025-01-07 11:18:12.277659
27,ASIANPAINT,20.47485088,2292.65,3,1.5,2025-01-07 13:23:23.514085
28,AMBUJACEM,5.561567557,537.3,1,0.5,2025-01-07 09:24:12.137777
29,SUPREMEIND,62.39595577,4552.05,2,1.0,2025-01-07 12:21:00.264336
30,BANKINDIA,1.478800855,99.43129032,0,0.0,13:31.4
31,KPITTECH,21.67634655,1469.6,1,0.5,2025-01-07 09:43:14.581916
32,CUB,1.704747689,171.95,3,1.5,2025-01-07 13:34:18.970270
33,HDFCBANK,13.64310206,1719.379032,0,0.0,13:31.4
34,CUMMINSIND,35.47611248,3186.0,2,1.0,2025-01-07 09:59:16.370032
35,BHARTIARTL,12.53996205,1595.032258,0,0.0,13:31.4
36,GODREJCP,11.60837446,1156.8,3,1.5,2025-01-07 15:05:42.097032
37,BANDHANBNK,1.969088878,154.4,1,0.5,16:48.5
38,CIPLA,13.92533357,1508.85,1,0.5,2025-01-07 10:15:38.425611
39,GODREJPROP,33.51927858,2664.0,3,1.5,2025-01-07 13:34:02.671856
40,GLENMARK,16.869416,1648.4,1,0.5,2025-01-07 10:43:53.344627
41,GNFC,5.844377974,558.3,3,1.5,2025-01-07 11:04:25.092903
42,MARUTI,83.73409177,11716.75,1,0.5,2025-01-07 13:18:24.567722
43,MARICO,5.985215147,646.0,7,3.5,2025-01-07 15:27:26.582359
44,ASTRAL,15.94820358,1578.4,5,2.5,2025-01-07 12:19:47.844962
45,LTIM,66.96752724,5823.8,1,0.5,2025-01-07 09:24:05.346443
46,INDIAMART,29.09470011,2299.4,6,3.0,2025-01-07 13:43:26.194696
47,ICICIGI,19.20892766,1879.65,3,1.5,2025-01-07 14:07:42.391608
48,MPHASIS,36.33000251,2902.153226,0,0.0,13:31.4
49,M&M,30.46394262,3114.093548,0,0.0,13:31.4
50,LAURUSLABS,7.599642622,618.65,2,1.0,2025-01-07 11:51:34.729652
