,symbol,long_move_val,fut_benchmark,long_moves,days_theta,idv_updated_time
0,BANKBARODA,2.5304519403056025,260.8,2,1.0,2024-12-04 13:48:40.437337
1,GUJGASLTD,4.44219997860781,497.2,2,1.0,2024-12-04 11:21:34.360858
2,PFC,5.952868823429541,510.95,3,1.5,2024-12-04 10:21:11.864614
3,UNITDSPR,11.681014836842106,1535.1,1,0.5,2024-12-04 09:56:00.687404
4,DLF,8.263403800509337,850.9741935483872,0,0.0,2024-12-04 09:09:47.989629
5,GAIL,1.9629014209677424,207.59,3,1.5,2024-12-04 15:19:21.784560
6,TATAPOWER,3.9155683781409167,426.45,1,0.5,2024-12-04 11:56:48.944255
7,ATUL,64.14787406893039,7410.2,2,1.0,2024-12-04 12:55:46.699103
8,AUROPHARMA,12.171446392190152,1256.3,3,1.5,2024-12-04 10:18:37.603589
9,BSOFT,6.664136677971139,604.0,2,1.0,2024-12-04 10:56:35.772587
10,SAIL,1.412958608336163,123.18,2,1.0,2024-12-04 14:38:47.620580
11,MFSL,13.223906407894738,1173.0,2,1.0,2024-12-04 10:29:12.051745
12,INDIANB,7.548370483446516,607.3,7,3.5,2024-12-04 15:08:39.360171
13,OBEROIRLTY,24.043158547495757,2143.2,5,2.5,2024-12-04 15:27:35.883349
14,LICHSGFIN,5.962197196943972,639.25,2,1.0,2024-12-04 11:56:55.521120
15,POWERGRID,2.610621726655349,325.35,6,3.0,2024-12-04 13:32:56.121488
16,IRFC,2.0780849419354843,150.5,4,2.0,2024-12-04 10:22:36.557616
17,SHRIRAMFIN,35.503942003395586,3162.8,2,1.0,2024-12-04 09:36:16.298597
18,BRITANNIA,36.48225222003395,4894.65,3,1.5,2024-12-04 11:57:35.065765
19,APOLLOTYRE,4.66800993883701,530.4,3,1.5,2024-12-04 13:36:52.855732
20,AXISBANK,8.034708268251272,1164.617741935484,0,0.0,2024-12-04 09:09:47.989629
21,ABFRL,3.441262777164685,314.75,3,1.5,2024-12-04 13:52:17.895627
22,ZYDUSLIFE,8.199120208488965,976.15,1,0.5,2024-12-04 10:22:41.367815
23,GRANULES,8.624908686162986,544.75,1,0.5,2024-12-04 15:00:52.625608
24,APOLLOHOSP,53.60911020904075,7263.15,8,4.0,2024-12-04 13:19:55.944186
25,ASIANPAINT,17.235046952801355,2465.5,1,0.5,2024-12-04 11:57:39.385366
26,JKCEMENT,44.06649578471987,4650.25,2,1.0,2024-12-04 12:08:40.862604
27,SUPREMEIND,60.62295941638371,4788.633870967742,0,0.0,2024-12-04 09:09:47.989629
28,AMBUJACEM,5.854992935271648,567.6,2,1.0,2024-12-04 12:15:39.111816
29,NMDC,2.442583451273345,234.01,1,0.5,2024-12-04 11:57:44.844238
30,BANKINDIA,1.5422621872665534,119.5,3,1.5,2024-12-04 14:15:14.303107
31,KPITTECH,19.036467709677424,1457.15,1,0.5,2024-12-04 10:38:59.372912
32,CUB,1.9387621378013584,185.8,1,0.5,2024-12-04 10:03:43.787601
33,HDFCBANK,11.379016543548389,1864.75,5,2.5,2024-12-04 13:37:33.929912
34,CUMMINSIND,36.36764222695245,3530.6,2,1.0,2024-12-04 12:00:29.305992
35,BHARTIARTL,11.979101411884548,1600.0,2,1.0,2024-12-04 10:42:09.693641
36,GODREJCP,9.952240425509334,1236.2,2,1.0,2024-12-04 13:19:45.598218
37,BANDHANBNK,1.829547624329372,177.84,1,0.5,2024-12-04 12:34:09.038200
38,CIPLA,11.332555034422748,1503.6,3,1.5,2024-12-04 14:33:41.590111
39,GODREJPROP,34.33677870178268,2905.65,3,1.5,2024-12-04 14:59:10.667011
40,GLENMARK,14.725454675806454,1560.3854838709678,0,0.0,2024-12-04 09:09:47.989629
41,ASTRAL,14.56440502958404,1835.85,1,0.5,2024-12-04 15:00:25.839568
42,MARUTI,83.4540654437606,11223.2,3,1.5,2024-12-04 12:27:24.665722
43,MARICO,5.349875718930391,632.25,2,1.0,2024-12-04 14:47:29.622815
44,GNFC,7.271261480475382,639.9516129032257,0,0.0,2024-12-04 09:09:47.989629
45,LTIM,52.46326977351442,6238.0,3,1.5,2024-12-04 13:19:14.674382
46,INDIAMART,24.45721879465196,2367.9161290322577,0,0.0,2024-12-04 09:09:47.989629
47,MPHASIS,32.634817865025454,3027.9,2,1.0,2024-12-04 11:56:44.895451
48,ICICIGI,16.151629053820038,1951.0,3,1.5,2024-12-04 12:40:41.177483
49,M&M,30.414279515789467,3035.5064516129028,0,0.0,2024-12-04 09:09:47.989629
50,LAURUSLABS,6.701044130730052,582.4145161290322,0,0.0,2024-12-04 09:09:47.989629
51,WIPRO,2.491624512096774,294.9,3,1.5,2024-12-04 11:12:13.895425
52,VOLTAS,16.06141404677419,1695.953225806452,0,0.0,2024-12-04 09:09:47.989629
53,LUPIN,17.265898702886247,2105.7,3,1.5,2024-12-04 15:05:06.454772
54,CESC,2.574967332903225,188.17,1,0.5,2024-12-04 11:30:46.286493
55,CDSL,22.858940827674022,1719.0,2,1.0,2024-12-04 15:06:47.569662
56,PVRINOX,18.785194800509338,1602.4806451612906,0,0.0,2024-12-04 09:09:47.989629
57,BHEL,3.044435580135824,251.1,3,1.5,2024-12-04 12:02:44.837134
58,ADANIENSOL,15.851797089983018,826.0,3,1.5,2024-12-04 15:26:39.338992
59,PNB,1.2200786772750427,109.75,1,0.5,2024-12-04 13:15:44.482865
60,TRENT,76.55065109465195,6858.25,4,2.0,2024-12-04 15:16:57.466428
61,MRF,829.551290867063,127089.95,3,1.5,2024-12-04 12:28:31.120071
62,COALINDIA,3.480737606791171,419.7,3,1.5,2024-12-04 11:57:37.573320
63,ALKEM,48.77909818336162,5668.15,4,2.0,2024-12-04 13:19:19.554747
64,HUDCO,3.540353224448217,244.3,2,1.0,2024-12-04 15:22:56.251040
65,BPCL,3.0306043359932096,295.35,2,1.0,2024-12-04 11:56:44.016960
66,TATAMOTORS,7.222444102037352,787.65,2,1.0,2024-12-04 11:56:44.016960
67,HINDCOPPER,3.4841445008488967,286.1,2,1.0,2024-12-04 15:18:19.508971
68,POLYCAB,69.08842479202035,7312.0,2,1.0,2024-12-04 11:57:30.426295
69,RECLTD,6.150524899830219,548.8,3,1.5,2024-12-04 10:25:29.246305
70,MOTHERSON,1.8541047775466888,162.8,2,1.0,2024-12-04 13:26:02.003933
71,IPCALAB,14.25712733064516,1495.05,3,1.5,2024-12-04 14:26:11.664896
72,TATACHEM,11.170166010696096,1131.1,1,0.5,2024-12-04 11:57:29.009439
73,PAGEIND,401.3465232903226,46328.0,2,1.0,2024-12-04 14:41:50.939973
74,NTPC,2.6808574329371813,371.55,5,2.5,2024-12-04 11:56:44.016960
75,JSWSTEEL,8.657677891341256,994.05,1,0.5,2024-12-04 11:56:44.895451
76,HAL,46.72096861502546,4505.4,4,2.0,2024-12-04 11:57:30.426295
77,PAYTM,12.967476783531406,934.0,2,1.0,2024-12-04 11:28:49.695129
