,symbol,long_move_val,long_move_val_track,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track
0,BANKBARODA,2.256101915670628,0.8057506841680815,206.71,205.52,4,31,2.0,2025-02-14 14:38:54.092459,2025-02-14 15:21:27.890326
1,GUJGASLTD,4.670426580390493,1.6680094929966047,394.7,393.0,4,23,2.0,2025-02-14 14:37:19.949449,2025-02-14 15:21:16.475931
2,PFC,5.546307859889643,1.9808242356748724,373.75,370.15,4,29,2.0,2025-02-14 14:20:19.295530,2025-02-14 15:29:38.842150
3,GAIL,1.746450804736842,0.6237324302631579,162.78,162.62,4,31,2.0,2025-02-14 14:37:34.825058,2025-02-14 14:56:25.545737
4,DLF,8.481025349108657,3.028937624681664,674.65,672.65,5,35,2.5,2025-02-14 14:35:22.028741,2025-02-14 15:21:16.475931
5,UNITDSPR,13.308000264346353,4.752857237266554,1367.05,1370.1,2,15,1.0,2025-02-14 13:50:14.080120,2025-02-14 15:00:16.190363
6,TATAPOWER,3.9438603544991513,1.4085215551782684,339.7,336.4,4,26,2.0,2025-02-14 14:38:51.260986,2025-02-14 15:22:05.685646
7,ATUL,53.07218498824279,18.95435178151528,5423.05,5393.1,5,31,2.5,2025-02-14 14:57:56.662860,2025-02-14 15:21:16.475931
8,AUROPHARMA,13.719541779286926,4.899836349745331,1125.95,1128.55,6,28,3.0,2025-02-14 15:28:58.748118,2025-02-14 15:21:16.475931
9,BSOFT,5.525389293718167,1.97335331918506,489.75,489.6,3,27,1.5,2025-02-14 13:02:29.276292,2025-02-14 15:09:30.747395
10,SAIL,1.5051935137521224,0.5375691120543294,106.21,105.46,6,43,3.0,2025-02-14 13:02:18.027791,2025-02-14 15:23:56.073484
11,MFSL,11.82590549410017,4.223537676464346,1058.45,1059.4,2,17,1.0,2025-02-14 13:41:05.205321,2025-02-14 15:21:27.890326
12,INDIANB,6.953283635611205,2.483315584146859,505.2,507.4,2,17,1.0,2025-02-14 12:59:21.413455,2025-02-14 14:35:31.313421
13,OBEROIRLTY,22.480979470288627,8.028921239388795,1561.3,1561.3,5,27,2.5,2025-02-14 15:28:48.428219,2025-02-14 15:28:48.428219
14,LICHSGFIN,6.0459419147283535,2.159264969545841,533.15,534.15,3,28,1.5,2025-02-14 13:03:25.604951,2025-02-14 15:21:21.520514
15,APOLLOTYRE,4.310592836587436,1.53949744163837,412.25,414.25,2,21,1.0,2025-02-14 11:04:09.081262,2025-02-14 14:55:23.873979
16,IRFC,1.8122208292869264,0.647221724745331,119.74,119.05,4,18,2.0,2025-02-14 14:44:37.462388,2025-02-14 14:57:44.800756
17,POWERGRID,2.542725780475381,0.908116350169779,257.5,256.95,1,25,0.5,2025-02-14 09:34:03.337070,2025-02-14 15:22:05.685646
18,BRITANNIA,36.44418208064516,13.01577931451613,4936.85,4953.45,3,20,1.5,2025-02-14 13:42:23.891264,2025-02-14 15:21:16.475931
19,AXISBANK,7.064799767741934,2.523142774193548,1001.75,1000.25,5,19,2.5,2025-02-14 14:38:17.195258,2025-02-14 14:56:10.189444
20,SHRIRAMFIN,7.0360890882852285,2.512888960101868,542.55,537.8,5,27,2.5,2025-02-14 14:44:52.356310,2025-02-14 15:28:03.343589
21,ZYDUSLIFE,8.802102839728352,3.14360815704584,900.1,902.0,5,24,2.5,2025-02-14 14:08:42.229638,2025-02-14 14:56:25.545737
22,GRANULES,7.3860837830220705,2.637887065365025,514.0,513.8,6,34,3.0,2025-02-14 14:38:14.594967,2025-02-14 15:11:06.766884
23,APOLLOHOSP,53.63709785772495,19.15610637775892,6262.05,6270.45,2,19,1.0,2025-02-14 12:58:08.992870,2025-02-14 15:23:05.313142
24,ABFRL,4.324904541595925,1.5446087648556874,251.1,249.35,4,26,2.0,2025-02-14 14:38:29.477126,2025-02-14 15:27:49.443773
25,JKCEMENT,52.28312651073854,18.672545182406623,4641.15,4660.15,3,19,1.5,2025-02-14 12:11:01.146518,2025-02-14 15:00:08.703914
26,NMDC,0.8489627587606111,0.3032009852716468,61.96,61.96,4,21,2.0,2025-02-14 11:05:05.533537,2025-02-14 15:09:38.624388
27,ASIANPAINT,16.78830524558574,5.995823301994907,2239.4,2231.05,2,27,1.0,2025-02-14 14:43:55.373087,2025-02-14 15:26:48.905888
28,AMBUJACEM,5.483811574957555,1.9585041339134128,491.5,490.1,4,33,2.0,2025-02-14 14:38:11.508570,2025-02-14 15:07:49.351163
29,SUPREMEIND,52.47268759252972,18.740245568760614,3761.75,3748.3,4,21,2.0,2025-02-14 14:33:03.486968,2025-02-14 15:22:02.157166
30,BANKINDIA,1.2095819372665535,0.4319935490237692,98.85,99.39,2,21,1.0,2025-02-14 11:05:25.874569,2025-02-14 15:21:16.475931
31,KPITTECH,17.369875031621394,6.203526797007641,1341.5,1338.0,2,22,1.0,2025-02-14 14:44:04.909671,2025-02-14 15:21:16.475931
32,CUB,1.7502078599490665,0.6250742356960952,160.5,160.21,3,17,1.5,2025-02-14 13:02:46.852232,2025-02-14 15:21:16.475931
33,HDFCBANK,10.046603839049236,3.588072799660442,1692.85,1699.7,1,21,0.5,2025-02-14 10:43:51.386225,2025-02-14 14:38:20.729026
34,CUMMINSIND,32.09179240747028,11.461354431239387,2754.8,2726.95,3,25,1.5,2025-02-14 14:43:11.109298,2025-02-14 15:24:03.917255
35,BHARTIARTL,10.088876090322582,3.603170032258065,1715.964516129032,1716.15,0,18,0.0,2025-02-14 09:15:54.823262,2025-02-14 15:26:17.843682
36,GODREJCP,9.056076888157891,3.234313174342105,1056.45,1048.2,4,28,2.0,2025-02-14 11:29:55.027083,2025-02-14 15:30:24.276442
37,BANDHANBNK,1.657567534736842,0.5919884052631579,135.7,135.5,3,26,1.5,2025-02-14 12:59:57.140785,2025-02-14 15:24:37.537476
38,CIPLA,11.886856747707975,4.245305981324277,1462.5,1457.35,3,18,1.5,2025-02-14 12:21:07.225114,2025-02-14 15:23:18.380069
39,GMRAIRPORT,0.8685514668930391,0.3101969524617997,70.1,70.29,7,31,3.5,2025-02-14 14:56:41.547303,2025-02-14 15:28:10.558055
40,GODREJPROP,28.9939398606112,10.354978521646858,1971.95,1972.65,6,25,3.0,2025-02-14 14:38:17.195258,2025-02-14 15:09:30.747395
41,GLENMARK,22.60790821400678,8.07425293357385,1323.1,1321.0,4,33,2.0,2025-02-14 15:23:18.380069,2025-02-14 15:27:19.381060
42,ASTRAL,13.330046571222413,4.76073091829372,1334.0,1331.9,5,33,2.5,2025-02-14 14:33:03.486968,2025-02-14 15:21:16.475931
43,GNFC,8.392525730390494,2.997330617996605,557.05,552.2,4,29,2.0,2025-02-14 14:41:31.491928,2025-02-14 15:22:48.180372
44,MARICO,5.08133935687606,1.8147640560271645,635.25,636.7,2,27,1.0,2025-02-14 10:37:05.116709,2025-02-14 15:01:30.710259
45,MARUTI,77.86267010195245,27.80809646498302,12701.4,12697.0,2,20,1.0,2025-02-14 10:37:45.741188,2025-02-14 15:22:35.152093
46,LTIM,63.11518020814938,22.54113578862478,5547.0,5525.5,1,11,0.5,2025-02-14 10:50:48.214848,2025-02-14 14:36:04.092097
47,INDIAMART,23.49300731752971,8.390359756260612,2123.75,2122.35,5,26,2.5,2025-02-14 13:18:16.509151,2025-02-14 15:21:16.475931
48,ICICIGI,15.899359676230898,5.678342741511036,1749.35,1742.85,2,16,1.0,2025-02-14 10:48:26.187496,2025-02-14 14:16:42.064449
49,MPHASIS,30.98515674210526,11.066127407894738,2577.45,2552.55,3,17,1.5,2025-02-14 14:43:55.373087,2025-02-14 15:29:35.412086
50,M&M,31.563168965322586,11.272560344758064,2955.8,2941.5,3,27,1.5,2025-02-14 14:44:01.940544,2025-02-14 15:07:49.351163
51,LAURUSLABS,7.993659788709678,2.854878495967742,551.0,547.8,10,61,5.0,2025-02-14 14:38:29.477126,2025-02-14 15:07:49.351163
52,WIPRO,2.8895189806451613,1.031971064516129,309.0,309.05,4,22,2.0,2025-02-14 14:43:55.373087,2025-02-14 14:56:28.875855
53,LUPIN,22.397807989813245,7.999217139219016,1966.0,1964.75,8,41,4.0,2025-02-14 14:31:36.941569,2025-02-14 15:21:16.475931
54,VOLTAS,16.569853727546686,5.917804902695246,1218.75,1211.25,2,25,1.0,2025-02-14 11:40:35.771281,2025-02-14 15:28:27.759209
55,CDSL,16.334628409295412,5.833795860462648,1197.2,1198.75,4,39,2.0,2025-02-14 15:28:27.759209,2025-02-14 15:21:43.181738
56,PVRINOX,12.90940985645161,4.61050352016129,1023.15,1017.65,7,38,3.5,2025-02-14 14:15:53.576040,2025-02-14 15:21:16.475931
57,BHEL,2.8573254030560267,1.0204733582342953,193.32,193.65,3,26,1.5,2025-02-14 12:16:11.980722,2025-02-14 15:21:16.475931
58,ADANIENSOL,13.457107176994905,4.806109706069609,716.5,711.0,4,21,2.0,2025-02-14 14:42:52.293286,2025-02-14 14:56:22.848377
59,PNB,1.0932360624957556,0.3904414508913413,92.68,92.72,4,15,2.0,2025-02-14 14:38:08.261017,2025-02-14 14:38:42.121034
60,TRENT,66.06189461290323,23.59353379032258,5139.85,5129.85,4,28,2.0,2025-02-14 14:37:13.414266,2025-02-14 15:09:30.747395
61,MRF,839.6079939091682,299.8599978247029,109950.0,109516.95,4,36,2.0,2025-02-14 14:34:54.632825,2025-02-14 15:24:53.661465
62,COALINDIA,3.3546079754668927,1.1980742769524615,355.25,354.0,4,25,2.0,2025-02-14 14:53:29.663413,2025-02-14 15:22:51.289488
63,ALKEM,46.532225818675705,16.618652078098467,4679.7,4659.45,2,22,1.0,2025-02-14 14:44:10.653212,2025-02-14 14:48:23.495208
64,HUDCO,3.0702711907724964,1.0965254252758916,183.5,183.38,3,23,1.5,2025-02-14 11:05:01.997342,2025-02-14 15:21:16.475931
65,BPCL,2.718196264855688,0.970784380305603,250.6,252.2,4,18,2.0,2025-02-14 14:32:32.329917,2025-02-14 14:42:55.862187
66,TATAMOTORS,7.280264938709677,2.600094620967742,676.9,679.55,5,23,2.5,2025-02-14 14:31:56.201337,2025-02-14 15:23:18.380069
67,HINDCOPPER,3.3726659728013577,1.2045235617147707,213.12,213.0,8,35,4.0,2025-02-14 15:26:48.905888,2025-02-14 15:26:58.507724
68,SOLARINDS,120.90921569999996,43.18186274999999,8834.95,8807.15,2,23,1.0,2025-02-14 14:39:15.397936,2025-02-14 15:25:02.452786
69,POLYCAB,71.77528808442274,25.63403145872241,5421.0,5435.0,2,25,1.0,2025-02-14 13:46:59.892851,2025-02-14 14:56:22.848377
70,RECLTD,5.868700174533106,2.095964348047538,394.5,391.75,4,27,2.0,2025-02-14 14:37:53.144512,2025-02-14 14:56:41.547303
71,IPCALAB,19.92013813073005,7.114335046689305,1474.8,1470.7,5,29,2.5,2025-02-14 11:23:05.233593,2025-02-14 14:47:16.042553
72,MOTHERSON,2.250698897750424,0.8038210349108658,125.8,125.63,4,30,2.0,2025-02-14 15:21:24.827130,2025-02-14 15:30:24.276442
73,TATACHEM,8.883676349745329,3.172741553480475,852.6,848.95,4,27,2.0,2025-02-14 14:43:11.109298,2025-02-14 14:56:10.189444
74,PAGEIND,390.077830204584,139.31351078735142,41280.0,40963.3,3,25,1.5,2025-02-14 14:42:43.577100,2025-02-14 15:27:29.228306
75,NTPC,2.747024864006791,0.981080308573854,301.6,300.05,4,30,2.0,2025-02-14 14:37:34.825058,2025-02-14 15:23:56.073484
