,symbol,long_move_val,fut_benchmark,long_moves,days_theta,idv_updated_time
0,BANKBARODA,2.64894644475382,229.1267741935484,0,0.0,2025-01-17 09:15:05.346137
1,GUJGASLTD,4.903169160865873,501.0,2,1.0,2025-01-17 09:40:07.530297
2,PFC,5.704754071816638,435.7790322580645,0,0.0,2025-01-17 09:15:05.346137
3,UNITDSPR,18.24457024550085,1436.45,1,0.5,2025-01-17 12:17:45.137348
4,DLF,9.139214746349747,751.65,1,0.5,2025-01-17 10:00:01.211512
5,GAIL,2.229554036731748,181.0,2,1.0,2025-01-17 10:56:06.801320
6,TATAPOWER,3.9804967717741935,373.95,3,1.5,2025-01-17 12:57:36.632856
7,ATUL,86.01120111256368,6689.1,1,0.5,2025-01-17 13:36:34.479193
8,AUROPHARMA,12.741523358658744,1170.85,3,1.5,2025-01-17 12:32:34.004139
9,BSOFT,7.5744753106960925,534.325806451613,0,0.0,2025-01-17 09:15:05.346137
10,SAIL,1.4683471210186765,109.2,1,0.5,2025-01-17 10:00:13.592026
11,MFSL,13.254638893548387,1079.4,5,2.5,2025-01-17 13:26:42.256332
12,INDIANB,7.318928307300508,525.6,2,1.0,2025-01-17 15:00:05.859175
13,OBEROIRLTY,30.755080441426152,1956.0,2,1.0,2025-01-17 11:06:35.114686
14,LICHSGFIN,6.012296651528014,560.0,1,0.5,2025-01-17 10:57:50.559862
15,APOLLOTYRE,4.810304083361628,452.7,1,0.5,2025-01-17 09:20:13.876315
16,IRFC,2.4865181668930383,140.79,1,0.5,2025-01-17 10:01:26.629230
17,SHRIRAMFIN,7.9076461347198626,532.1,4,2.0,2025-01-17 13:10:59.005274
18,BRITANNIA,42.31450110203736,4873.6,3,1.5,2025-01-17 13:34:11.445827
19,POWERGRID,2.725049671604414,304.1,2,1.0,2025-01-17 11:58:49.450305
20,AXISBANK,14.18986955895585,994.95,5,2.5,2025-01-17 13:56:30.405732
21,ZYDUSLIFE,9.264063735101868,998.6,1,0.5,2025-01-17 10:30:14.842241
22,GRANULES,8.520496377758912,580.1,2,1.0,2025-01-17 10:57:17.874594
23,APOLLOHOSP,57.90477199660442,6854.9,1,0.5,2025-01-17 12:25:02.260970
24,ABFRL,3.3189196455008494,272.9,1,0.5,2025-01-17 14:29:31.066814
25,JKCEMENT,60.61601351307296,4546.6,2,1.0,2025-01-17 13:08:21.196554
26,NMDC,0.8925159995755515,66.65,1,0.5,2025-01-17 13:52:37.806249
27,ASIANPAINT,18.45216458319185,2262.55,2,1.0,2025-01-17 10:05:01.369869
28,AMBUJACEM,6.195578984677419,534.4,1,0.5,2025-01-17 11:56:22.531216
29,SUPREMEIND,81.9097559796265,4250.35,1,0.5,2025-01-17 13:27:02.241106
30,BANKINDIA,1.4782613825297113,100.051935483871,0,0.0,2025-01-17 09:15:05.346137
31,KPITTECH,22.26239996634126,1324.5,2,1.0,2025-01-17 10:37:46.844175
32,CUB,1.940424915483871,172.80935483870965,0,0.0,2025-01-17 09:15:05.346137
33,HDFCBANK,13.425091250254663,1643.75,1,0.5,2025-01-17 09:26:35.519388
34,CUMMINSIND,33.86652047139219,2935.6,2,1.0,2025-01-17 10:42:47.791864
35,BHARTIARTL,12.61955781460102,1632.953225806452,0,0.0,2025-01-17 09:15:05.346137
36,GODREJCP,13.495094306663836,1193.5,3,1.5,2025-01-17 12:26:18.076527
37,BANDHANBNK,1.4223073199999998,151.18,6,3.0,2025-01-17 13:28:44.286046
38,CIPLA,15.254304911120544,1445.9419354838708,0,0.0,2025-01-17 09:15:05.346137
39,GODREJPROP,31.27840633111205,2399.0,1,0.5,2025-01-17 12:17:53.190491
40,GLENMARK,16.766016154286923,1465.5,4,2.0,2025-01-17 12:00:58.094884
41,GNFC,6.469814224108659,566.5,4,2.0,2025-01-17 15:00:24.273968
42,MARUTI,103.21326661460104,12051.882258064516,0,0.0,2025-01-17 09:15:05.346137
43,MARICO,5.859147324745331,660.6,3,1.5,2025-01-17 12:13:31.252925
44,ASTRAL,14.915295301528012,1504.7,2,1.0,2025-01-17 10:52:28.368791
45,LTIM,90.28806725123091,5904.4,5,2.5,2025-01-17 12:32:42.061491
46,INDIAMART,39.904264855178255,2274.1,1,0.5,2025-01-17 11:32:42.229332
47,ICICIGI,30.030377286927,1945.0,1,0.5,2025-01-17 09:21:22.289117
48,MPHASIS,42.15677561082343,2827.001612903226,0,0.0,2025-01-17 09:15:05.346137
49,M&M,31.1187111147708,2922.65,2,1.0,2025-01-17 10:57:40.025769
50,LAURUSLABS,8.309751166553484,567.55,1,0.5,2025-01-17 12:57:04.758490
51,WIPRO,4.728324866893039,282.5,1,0.5,2025-01-17 09:24:36.506125
52,VOLTAS,21.05958616298812,1590.6,2,1.0,2025-01-17 13:20:15.194191
53,LUPIN,20.173462333446512,2124.25,5,2.5,2025-01-17 14:26:01.842774
54,CDSL,23.28661701965196,1608.5951612903225,0,0.0,2025-01-17 09:15:05.346137
55,PVRINOX,15.5999460598472,1100.1,1,0.5,2025-01-17 10:05:48.489239
56,BHEL,3.356574770755518,214.03,1,0.5,2025-01-17 15:00:01.526297
