,symbol,long_move_val,long_move_val_track,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track
0,BANKBARODA,2.290945334465196,0.8181947623089985,208.98,208.98,21.0,67.0,10.5,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
1,GUJGASLTD,4.243946912733447,1.5156953259762311,395.6,395.6,53.0,158.0,26.5,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
2,PFC,5.587153541765705,1.9954119792020373,383.25,383.25,17.0,56.0,8.5,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
3,GAIL,1.8333990064431245,0.654785359443973,163.91,163.91,20.0,68.0,10.0,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
4,DLF,8.391035807130729,2.996798502546689,690.2,690.2,12.0,34.0,6.0,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
5,UNITDSPR,12.496973999999998,4.463204999999999,1333.6,1333.6,30.0,93.0,15.0,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
6,TATAPOWER,3.866519683573854,1.380899886990662,347.65,347.65,14.0,46.0,7.0,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
7,ATUL,60.377384456706274,21.563351591680814,5563.55,5563.55,47.0,133.0,23.5,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
8,AUROPHARMA,13.773828387266557,4.91922442402377,1137.4,1137.4,30.0,111.0,15.0,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
9,BSOFT,5.303248185314092,1.8940172090407472,471.95,471.95,34.0,104.0,17.0,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
10,SAIL,1.3986349594736838,0.4995124855263157,106.9,106.9,5.0,21.0,2.5,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
11,MFSL,11.247311634465197,4.016897012308998,1064.55,1054.2,2.0,13.0,1.0,2025-02-19 09:21:20.050056,2025-02-19 20:56:50.770247
12,INDIANB,6.858766085993207,2.449559316426145,525.65,525.65,3.0,10.0,1.5,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
13,OBEROIRLTY,21.29468679983022,7.60524528565365,1607.65,1607.65,19.0,59.0,9.5,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
14,LICHSGFIN,6.055195837478779,2.162569941956707,540.3,540.3,17.0,54.0,8.5,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
15,APOLLOTYRE,4.23818636672326,1.51363798811545,414.15,414.15,10.0,33.0,5.0,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
16,IRFC,1.8438772709677416,0.6585275967741935,123.18,123.18,19.0,50.0,9.5,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
17,POWERGRID,2.475979314516129,0.8842783266129033,263.85,263.85,25.0,80.0,12.5,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
18,BRITANNIA,37.53469343259764,13.405247654499158,4832.0,4832.0,10.0,36.0,5.0,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
19,AXISBANK,7.418043985186758,2.649301423280985,1009.95,1009.95,14.0,43.0,7.0,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
20,SHRIRAMFIN,7.66433839957555,2.737263714134125,556.95,556.95,6.0,30.0,3.0,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
21,ZYDUSLIFE,8.92399943467742,3.1871426552419355,893.35,893.35,33.0,106.0,16.5,2025-02-19 20:56:50.770247,2025-02-19 20:56:50.770247
