,symbol,long_move_val,long_move_val_track,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track
0,BANKBARODA,2.843778060016977,1.0156350214346348,230.16,228.43,2,10,1.0,2025-01-23 13:43:41.074603,2025-01-23 14:49:40.778296
1,GUJGASLTD,4.862810105263157,1.736717894736842,501.45,504.05,1,6,0.5,2025-01-23 10:57:12.386794,2025-01-23 14:59:48.124580
2,PFC,6.664876435059423,2.3803130125212224,421.6483870967742,420.85,0,4,0.0,2025-01-23 10:07:56.054680,2025-01-23 14:23:06.668034
3,UNITDSPR,15.2589045713073,5.449608775466893,1510.0,1496.35,7,27,3.5,2025-01-23 14:27:21.387804,2025-01-23 15:25:35.305361
4,DLF,9.689959373684207,3.4606997763157885,719.7661290322579,715.4,0,7,0.0,2025-01-23 10:07:56.054680,2025-01-23 14:27:17.017026
5,GAIL,2.1960607777589125,0.7843074206281831,180.06,179.48,1,4,0.5,2025-01-23 13:46:40.033303,2025-01-23 12:15:21.334556
6,TATAPOWER,4.7540407163837015,1.6978716844227506,361.7951612903226,363.75,0,7,0.0,2025-01-23 10:07:56.054680,2025-01-23 14:27:17.017026
7,ATUL,9999999.0,2499999.75,6826.64193548387,6826.64193548387,0,0,0.0,2025-01-23 10:07:56.054680,2025-01-23 10:07:56.054680
8,AUROPHARMA,17.767563127334462,6.345558259762309,1247.25,1248.1,3,12,1.5,2025-01-23 12:33:54.324528,2025-01-23 13:34:12.241635
9,BSOFT,7.328734844991512,2.617405301782683,555.15,557.1,5,23,2.5,2025-01-23 14:16:17.265231,2025-01-23 15:10:06.607000
10,SAIL,1.6971135783701183,0.6061119922750422,109.6,108.99,3,6,1.5,2025-01-23 13:09:51.588010,2025-01-23 14:44:44.910325
11,MFSL,12.683439078947371,4.529799671052633,1055.4,1057.35,1,9,0.5,2025-01-23 10:34:17.937305,2025-01-23 15:26:06.814920
12,INDIANB,5.754631252631581,2.055225447368422,519.55,519.25,2,16,1.0,2025-01-23 11:42:13.703888,2025-01-23 15:09:57.873470
13,OBEROIRLTY,24.09856318234296,8.606629707979627,1808.9,1804.35,3,22,1.5,2025-01-23 10:07:57.340648,2025-01-23 14:47:11.927135
14,LICHSGFIN,6.837308590831918,2.441895925297114,580.3,580.3,3,16,1.5,2025-01-23 13:22:04.043373,2025-01-23 15:08:55.529739
15,APOLLOTYRE,5.942613714091682,2.1223620407470296,441.1,440.9,1,6,0.5,2025-01-23 10:07:57.340648,2025-01-23 10:47:41.574505
16,IRFC,2.3746571994906622,0.848091856960951,140.85,141.43,5,19,2.5,2025-01-23 11:17:25.153798,2025-01-23 15:00:49.776628
