,Unnamed: 0.1,Unnamed: 0,symbol,long_move_val,fut_benchmark,long_moves,days_theta,idv_updated_time
136,136,136,ESCORTS,34.59745172258064,3518.0,1.0,0.5,2024-11-22 14:25:21.735656
137,137,137,MUTHOOTFIN,17.856899177419358,1927.5,1.0,0.5,2024-11-22 14:25:21.735656
138,138,138,HAVELLS,14.733529336842102,1679.15,2.0,1.0,2024-11-22 14:25:21.735656
139,139,139,TCS,27.94970229626486,4218.1,5.0,2.5,2024-11-22 14:25:21.735656
140,140,140,MCX,85.22163613989811,6208.425806451613,0.0,0.0,2024-11-22 09:22:25.046720
141,141,141,FEDERALBNK,2.2607267109677416,211.2935483870968,0.0,0.0,2024-11-22 09:22:25.046720
142,142,142,SBICARD,6.171485799660443,679.75,3.0,1.5,2024-11-22 14:25:21.735656
143,143,143,ICICIPRULI,6.928508977419355,682.7870967741935,0.0,0.0,2024-11-22 09:22:25.046720
144,144,144,HINDUNILVR,15.812692841723262,2448.85,3.0,1.5,2024-11-22 15:01:42.752622
145,145,145,HCLTECH,14.734403126994904,1898.0,4.0,2.0,2024-11-22 14:25:21.735656
146,146,146,MGL,15.61298516129032,1169.0,2.0,1.0,2024-11-22 14:25:21.735656
147,147,147,TVSMOTOR,22.70994100848896,2405.814516129032,0.0,0.0,2024-11-22 09:22:25.046720
148,148,148,ADANIPORTS,24.844777405772493,1120.4032258064517,0.0,0.0,2024-11-22 09:22:25.046720
149,149,149,DABUR,4.2176180468590845,513.5,1.0,0.5,2024-11-22 14:25:21.735656
150,150,150,JUBLFOOD,6.331129187775891,633.55,4.0,2.0,2024-11-22 14:25:21.735656
151,151,151,IDEA,0.169906170475382,6.71,2.0,1.0,2024-11-22 14:25:21.735656
152,152,152,IOC,1.5248324903225807,131.63290322580644,0.0,0.0,2024-11-22 09:22:25.046720
153,153,153,INDUSINDBK,10.324396792529711,1002.0,1.0,0.5,2024-11-22 14:25:21.735656
154,154,154,ONGC,2.550659821731749,246.8,1.0,0.5,2024-11-22 14:25:21.735656
155,155,155,VEDL,4.879402529711375,444.8677419354838,0.0,0.0,2024-11-22 09:22:25.046720
156,156,156,BIOCON,3.939875891511037,332.0,2.0,1.0,2024-11-22 14:25:21.735656
157,157,157,LT,26.49503298705433,3600.3,4.0,2.0,2024-11-22 14:25:21.735656
158,158,158,BOSCHLTD,302.21737736842096,34550.0,1.0,0.5,2024-11-22 14:25:21.735656
159,159,159,AUBANK,5.961006958658742,589.6306451612902,0.0,0.0,2024-11-22 09:22:25.046720
160,160,160,SRF,20.613986914601018,2183.0,1.0,0.5,2024-11-22 14:25:21.735656
161,161,161,PIIND,42.64014847877757,4139.879032258065,0.0,0.0,2024-11-22 09:22:25.046720
162,162,162,LTTS,53.49380142105263,5306.4,2.0,1.0,2024-11-22 14:25:21.735656
163,163,163,TITAN,26.64814431239389,3273.5,3.0,1.5,2024-11-22 14:25:21.735656
164,164,164,ABBOTINDIA,246.1631713578946,27697.6,2.0,1.0,2024-11-22 14:25:21.735656
165,165,165,TATASTEEL,1.5162492305602715,142.89,1.0,0.5,2024-11-22 14:25:21.735656
166,166,166,SBIN,7.189115063837013,817.3,5.0,2.5,2024-11-22 14:25:21.735656
167,167,167,PERSISTENT,67.60455959252971,5754.604838709677,0.0,0.0,2024-11-22 09:22:25.046720
168,168,168,SBILIFE,13.572989504753815,1487.5758064516128,0.0,0.0,2024-11-22 09:22:25.046720
169,169,169,ASHOKLEY,2.135000831918506,225.15,3.0,1.5,2024-11-22 14:25:21.735656
170,170,170,NESTLEIND,15.03197683319185,2244.15,2.0,1.0,2024-11-22 14:25:21.735656
171,171,171,METROPOLIS,,2027.5193548387088,0.0,0.0,2024-11-22 09:22:25.046720
172,172,172,COROMANDEL,18.4179565844652,1801.5,1.0,0.5,2024-11-22 14:25:21.735656
173,173,173,IGL,5.671473387096773,313.52580645161294,0.0,0.0,2024-11-22 09:22:25.046720
174,174,174,PETRONET,3.0611298848896444,323.1338709677419,0.0,0.0,2024-11-22 09:22:25.046720
175,175,175,BATAINDIA,11.098139684210532,1305.2,3.0,1.5,2024-11-22 14:25:21.735656
176,176,176,HDFCLIFE,6.104560629881154,689.65,2.0,1.0,2024-11-22 14:25:21.735656
177,177,177,NAVINFLUOR,31.09016085713073,3334.5,2.0,1.0,2024-11-22 14:25:21.735656
178,178,178,HEROMOTOCO,46.364879807045845,4774.004838709678,0.0,0.0,2024-11-22 09:22:25.046720
