,symbol,long_move_val,fut_benchmark,long_moves,days_theta,idv_updated_time
0,BANKBARODA,2.1928643014431235,248.07645161290324,0,0.0,2024-12-27 15:18:22.837318
1,GUJGASLTD,4.776205193718167,506.0,2,1.0,2024-12-27 15:18:24.151461
2,PFC,4.863050929923599,456.35,2,1.0,2024-12-27 15:18:24.151461
3,UNITDSPR,12.729420737775891,1588.65,1,0.5,2024-12-27 15:18:55.431503
4,DLF,7.456482597623089,844.7709677419357,0,0.0,2024-12-27 15:18:22.837318
5,GAIL,1.884678527385399,193.74,3,1.5,2024-12-27 15:18:24.151461
6,TATAPOWER,3.6523233707555183,401.95,1,0.5,2024-12-27 15:18:24.151461
7,ATUL,73.62243466349746,7132.211290322582,0,0.0,2024-12-27 15:18:22.837318
8,AUROPHARMA,10.562522983870965,1277.0,1,0.5,2024-12-27 15:18:24.151461
9,BSOFT,5.757763520585737,574.5935483870967,0,0.0,2024-12-27 15:18:22.837318
10,SAIL,1.298296062308998,116.32,2,1.0,2024-12-27 15:18:24.151461
11,MFSL,10.62343507640068,1120.6387096774197,0,0.0,2024-12-27 15:18:22.837318
12,INDIANB,6.781451972580645,547.6064516129034,0,0.0,2024-12-27 15:18:22.837318
13,OBEROIRLTY,25.61755522920204,2337.593548387097,0,0.0,2024-12-27 15:18:22.837318
14,LICHSGFIN,5.059130532342953,599.35,1,0.5,2024-12-27 15:18:24.151461
15,APOLLOTYRE,4.611483871604415,530.7322580645161,0,0.0,2024-12-27 15:18:22.837318
16,IRFC,1.9913785246859084,144.94709677419354,0,0.0,2024-12-27 15:18:22.837318
17,SHRIRAMFIN,31.026478298302205,2915.5,1,0.5,2024-12-27 15:18:24.151461
18,BRITANNIA,31.92729611426146,4779.119354838708,0,0.0,2024-12-27 15:18:22.837318
19,POWERGRID,2.377192605432936,312.4,0,0.0,2024-12-27 15:18:22.837318
20,AXISBANK,8.004482843166384,1083.7806451612903,0,0.0,2024-12-27 15:18:22.837318
21,ZYDUSLIFE,7.542457751612905,980.65,2,1.0,2024-12-27 15:18:24.151461
22,ABFRL,2.70785920352292,284.7177419354838,0,0.0,2024-12-27 15:18:22.837318
23,APOLLOHOSP,49.221433412563655,7297.293548387097,0,0.0,2024-12-27 15:18:22.837318
24,GRANULES,5.537743268081492,589.85,1,0.5,2024-12-27 15:18:24.151461
25,JKCEMENT,40.00121163565365,4617.037096774194,0,0.0,2024-12-27 15:18:22.837318
26,ASIANPAINT,17.016334273556872,2275.9161290322577,0,0.0,2024-12-27 15:18:22.837318
27,SUPREMEIND,56.62645271731747,4781.245161290321,0,0.0,2024-12-27 15:18:22.837318
28,AMBUJACEM,4.606045978947368,552.7935483870967,0,0.0,2024-12-27 15:18:22.837318
29,NMDC,2.365494406578948,69.57,62,31.0,2024-12-27 15:18:24.151461
30,BANKINDIA,1.2001571086247875,103.85354838709678,0,0.0,2024-12-27 15:18:22.837318
31,KPITTECH,15.043168828947364,1459.2225806451609,0,0.0,2024-12-27 15:18:22.837318
32,CUB,1.4860372709677416,174.9448387096774,0,0.0,2024-12-27 15:18:22.837318
33,HDFCBANK,10.959323132852294,1802.074193548387,0,0.0,2024-12-27 15:18:22.837318
34,CUMMINSIND,34.974717131409164,3328.05,1,0.5,2024-12-27 15:18:24.151461
35,BHARTIARTL,11.194250278438028,1609.5387096774198,0,0.0,2024-12-27 15:18:22.837318
36,GODREJCP,8.673715883701188,1078.4177419354835,0,0.0,2024-12-27 15:18:22.837318
37,BANDHANBNK,1.900250756502547,162.78709677419354,0,0.0,2024-12-27 15:18:22.837318
38,CIPLA,11.233351205263158,1514.0,1,0.5,2024-12-27 15:18:24.151461
39,GODREJPROP,30.25105369227504,2877.8790322580644,0,0.0,2024-12-27 15:18:22.837318
40,GLENMARK,14.043276376910011,1592.4,3,1.5,2024-12-27 15:18:24.151461
41,GNFC,5.714215961714771,574.1,1,0.5,2024-12-27 15:30:04.479566
42,MARUTI,80.3669297082343,10949.725806451614,0,0.0,2024-12-27 15:18:22.837318
43,MARICO,5.025032179286926,635.9806451612905,0,0.0,2024-12-27 15:18:22.837318
44,ASTRAL,14.398479891383698,1662.65,2,1.0,2024-12-27 15:18:24.151461
45,LTIM,51.72264508276741,5722.25,1,0.5,2024-12-27 15:18:24.151461
46,INDIAMART,23.454471998726657,2251.935483870968,0,0.0,2024-12-27 15:18:22.837318
47,ICICIGI,16.679531683446527,1839.75,2,1.0,2024-12-27 15:18:24.151461
48,MPHASIS,31.390770332003395,2927.211290322581,0,0.0,2024-12-27 15:18:22.837318
49,M&M,25.876492359932094,3066.2,3,1.5,2024-12-27 15:18:24.151461
50,LAURUSLABS,6.030869134125638,589.25,2,1.0,2024-12-27 15:18:24.151461
51,WIPRO,3.058252657003395,310.5,1,0.5,2024-12-27 15:18:24.151461
52,VOLTAS,14.87069628947368,1721.5725806451612,0,0.0,2024-12-27 15:18:22.837318
53,LUPIN,17.85719762818336,2243.5,2,1.0,2024-12-27 15:18:24.151461
54,CESC,2.1929711964346343,186.19451612903225,0,0.0,2024-12-27 15:18:22.837318
55,CDSL,21.272610205475385,1786.75,2,1.0,2024-12-27 15:18:24.151461
56,PVRINOX,15.425611044991507,1347.0290322580645,0,0.0,2024-12-27 15:18:22.837318
57,BHEL,2.638308951443124,237.0,2,1.0,2024-12-27 15:18:24.151461
58,ADANIENSOL,11.417323124278436,810.45,1,0.5,2024-12-27 15:24:52.796762
59,PNB,1.0967401602886244,102.94419354838708,0,0.0,2024-12-27 15:18:22.837318
60,TRENT,73.02627327674021,7186.75,1,0.5,2024-12-27 15:21:34.313176
61,MRF,1005.0330059796258,132233.10322580644,0,0.0,2024-12-27 15:18:22.837318
62,COALINDIA,3.2865284528013574,383.05,2,1.0,2024-12-27 15:18:24.151461
63,ALKEM,45.45350187606112,5496.65,1,0.5,2024-12-27 15:18:24.151461
64,HUDCO,3.0903294026315784,229.29161290322585,0,0.0,2024-12-27 15:18:22.837318
65,BPCL,3.023927602886247,294.4,1,0.5,2024-12-27 15:18:24.151461
66,TATAMOTORS,6.690263885908318,755.8,2,1.0,2024-12-27 15:18:24.151461
67,HINDCOPPER,3.3677022803480465,257.4,2,1.0,2024-12-27 15:18:24.151461
68,POLYCAB,67.68235093242785,7196.961290322581,0,0.0,2024-12-27 15:18:22.837318
69,RECLTD,5.517631244227504,512.1,2,1.0,2024-12-27 15:18:24.151461
70,MOTHERSON,1.660604571137521,157.35193548387096,0,0.0,2024-12-27 15:18:22.837318
71,IPCALAB,16.23028813820034,1641.6,2,1.0,2024-12-27 15:18:24.151461
