,symbol,long_move_val,fut_benchmark,long_moves,days_theta,idv_updated_time
0,BANKBARODA,2.6500226064516124,229.62,3,1.5,2025-01-21 10:19:45.355285
1,GUJGASLTD,4.971602721901529,499.95,2,1.0,2025-01-21 11:45:21.373053
2,PFC,5.701153697877759,426.2,2,1.0,2025-01-21 14:48:16.570742
3,UNITDSPR,19.092847485823427,1442.65,1,0.5,2025-01-21 14:25:25.750729
4,DLF,9.641906931239388,741.3,4,2.0,2025-01-21 14:39:29.778192
5,GAIL,2.214547562648557,180.32,3,1.5,2025-01-21 14:43:10.467843
6,TATAPOWER,3.942319149999999,367.25,2,1.0,2025-01-21 13:21:03.264212
7,ATUL,88.17847483421053,6739.95,4,2.0,2025-01-21 14:40:40.304654
8,AUROPHARMA,13.701916733913412,1190.0,3,1.5,2025-01-21 14:39:52.333812
9,BSOFT,7.755171639431238,526.9,3,1.5,2025-01-21 14:39:53.925027
10,SAIL,1.426612456434635,110.1,4,2.0,2025-01-21 11:47:30.757272
11,MFSL,12.12855296727504,1054.9,2,1.0,2025-01-21 14:34:51.566497
12,INDIANB,7.720580051400677,529.4,2,1.0,2025-01-21 14:11:15.596096
13,OBEROIRLTY,34.16420041001698,1814.9,7,3.5,2025-01-21 14:48:13.251187
14,LICHSGFIN,6.11238762016129,559.35,2,1.0,2025-01-21 14:40:48.547067
15,APOLLOTYRE,4.920000960653651,447.9,3,1.5,2025-01-21 14:48:13.251187
16,IRFC,2.0058022992190154,138.85,1,0.5,2025-01-21 09:59:12.164457
17,SHRIRAMFIN,10.4439509524618,518.5,2,1.0,2025-01-21 09:58:47.268785
18,BRITANNIA,43.81344666061121,4887.75,2,1.0,2025-01-21 12:24:23.572559
19,POWERGRID,2.7269925064516114,303.45,7,3.5,2025-01-21 14:34:45.230980
20,AXISBANK,8.771289599745332,973.65,2,1.0,2025-01-21 14:34:23.237145
21,ZYDUSLIFE,9.381693153820034,986.95,3,1.5,2025-01-21 15:26:51.616489
22,GRANULES,8.997186348387096,589.1,1,0.5,2025-01-21 14:46:54.562684
23,APOLLOHOSP,56.427890559252965,6918.2,6,3.0,2025-01-21 15:00:52.354001
24,ABFRL,3.2667123459252974,276.1,4,2.0,2025-01-21 14:58:59.908446
25,JKCEMENT,73.40504588450763,4592.65,1,0.5,2025-01-21 11:56:00.537710
26,NMDC,0.9074193048896432,66.62,5,2.5,2025-01-21 14:36:55.742717
27,ASIANPAINT,17.668784809337865,2264.0,5,2.5,2025-01-21 14:40:40.304654
28,AMBUJACEM,5.455959644567062,535.7,6,3.0,2025-01-21 14:34:43.544205
29,SUPREMEIND,67.20449778225806,3965.35,1,0.5,2025-01-21 15:20:25.535639
30,BANKINDIA,1.5678770449405774,100.44,1,0.5,2025-01-21 11:00:17.158394
31,KPITTECH,23.809015641086585,1314.65,1,0.5,2025-01-21 10:21:32.803412
32,CUB,1.7971898613242785,174.43677419354836,0,0.0,2025-01-21 09:12:43.296201
33,HDFCBANK,16.627178160229203,1640.05,3,1.5,2025-01-21 12:24:21.602247
34,CUMMINSIND,33.7119858573854,2918.9,1,0.5,2025-01-21 14:35:30.462757
35,BHARTIARTL,12.667103366129032,1628.4,7,3.5,2025-01-21 14:41:55.482028
36,GODREJCP,15.235433806621389,1167.372580645161,0,0.0,2025-01-21 09:12:43.296201
37,BANDHANBNK,1.8109724826825124,150.71,1,0.5,2025-01-21 14:48:05.739418
38,CIPLA,16.722007972835314,1431.0,3,1.5,2025-01-21 14:48:20.714660
39,GODREJPROP,30.84630275382004,2371.05,4,2.0,2025-01-21 15:00:58.504323
40,GLENMARK,16.863274990662138,1505.55,4,2.0,2025-01-21 11:00:36.483753
41,GMRAIRPORT,0.8968252605432938,75.0,2,1.0,2025-01-21 10:30:36.453195
42,GNFC,6.325880027419353,555.45,5,2.5,2025-01-21 14:45:06.352349
43,MARUTI,108.7916768770798,11898.0,3,1.5,2025-01-21 14:35:15.404949
44,MARICO,6.14063642886248,665.95,3,1.5,2025-01-21 11:46:52.188908
45,ASTRAL,16.083579195585735,1470.8,3,1.5,2025-01-21 15:04:22.916471
46,LTIM,56.812757178056025,5789.1,1,0.5,2025-01-21 14:34:59.647772
47,INDIAMART,44.045593047580645,2216.45,1,0.5,2025-01-21 15:06:42.743619
48,ICICIGI,19.055761903565365,1901.85,3,1.5,2025-01-21 15:04:27.184912
49,MPHASIS,43.79973621727504,2819.4306451612906,0,0.0,2025-01-21 09:12:43.296201
50,M&M,32.71471042903226,2831.95,4,2.0,2025-01-21 14:36:15.510482
51,LAURUSLABS,9.43309512835314,586.2677419354839,0,0.0,2025-01-21 09:12:43.296201
52,WIPRO,2.9803391311544987,298.75,3,1.5,2025-01-21 12:25:06.598479
53,VOLTAS,20.37919309940577,1510.1,2,1.0,2025-01-21 14:29:17.020040
54,LUPIN,22.12051457724958,2110.0,5,2.5,2025-01-21 13:21:03.264212
55,CDSL,25.174997074363333,1549.5,4,2.0,2025-01-21 12:02:52.574733
56,PVRINOX,15.06958701612903,1078.2,3,1.5,2025-01-21 14:41:07.084287
57,BHEL,3.63938124646859,209.82,2,1.0,2025-01-21 14:36:04.712434
58,ADANIENSOL,16.276459498811544,818.25,0,0.0,2025-01-21 09:12:43.296201
59,PNB,1.4093652314261462,101.4,2,1.0,2025-01-21 11:52:34.678187
60,TRENT,88.94326276672324,5750.0,4,2.0,2025-01-21 15:12:55.681025
61,MRF,910.5873504404074,112343.15,4,2.0,2025-01-21 14:42:07.946518
62,COALINDIA,4.195428865110355,383.15,1,0.5,2025-01-21 10:21:20.259402
63,ALKEM,49.76930744121392,5181.15,3,1.5,2025-01-21 12:31:09.482130
64,HUDCO,4.168299185093378,229.5,1,0.5,2025-01-21 10:22:10.776696
65,BPCL,3.885180084210527,279.4,3,1.5,2025-01-21 13:19:38.084489
66,TATAMOTORS,10.670132137011882,767.55,5,2.5,2025-01-21 12:36:34.634265
67,HINDCOPPER,3.5433324036502545,244.96,6,3.0,2025-01-21 10:45:21.393527
68,POLYCAB,115.78653719303904,6572.4,2,1.0,2025-01-21 12:38:53.915649
69,RECLTD,6.939316639303905,483.85,3,1.5,2025-01-21 11:52:32.583798
70,MOTHERSON,1.7543780370967736,146.8,4,2.0,2025-01-21 12:31:30.573745
71,IPCALAB,17.36964881990662,1547.15,2,1.0,2025-01-21 10:18:12.647544
72,TATACHEM,12.183848012903225,962.4,1,0.5,2025-01-21 14:35:27.038253
73,PAGEIND,409.6264229859931,45830.0,5,2.5,2025-01-21 12:31:38.392410
74,NTPC,3.16577452614601,325.6,5,2.5,2025-01-21 14:40:42.163752
75,JSWSTEEL,10.884055932937178,931.5,1,0.5,2025-01-21 09:42:42.470972
76,HAL,56.48305169838709,4087.1,4,2.0,2025-01-21 13:19:04.514164
77,PAYTM,14.85276710004244,856.5,5,2.5,2025-01-21 11:41:15.881023
78,TCS,31.40651960704584,4061.4,3,1.5,2025-01-21 14:35:15.404949
79,ESCORTS,37.90561486651104,3546.25,3,1.5,2025-01-21 14:44:45.784038
80,ICICIPRULI,10.012864711375212,642.4725806451613,0,0.0,2025-01-21 09:12:43.296201
81,HINDUNILVR,24.494929889898128,2350.55,2,1.0,2025-01-21 12:16:09.518435
82,ANGELONE,28.160097565704586,2435.0,8,4.0,2025-01-21 15:20:21.546855
83,HFCL,1.705352090271647,102.37,2,1.0,2025-01-21 11:00:04.637956
84,HCLTECH,15.250340175891337,1793.65,4,2.0,2025-01-21 14:40:54.024954
85,TVSMOTOR,28.98181179966044,2301.35,4,2.0,2025-01-21 12:16:07.362765
86,NHPC,0.9411866693039048,78.73,1,0.5,2025-01-21 10:07:48.884939
87,POONAWALLA,4.222404924957555,323.65,5,2.5,2025-01-21 14:48:26.049482
88,ADANIPORTS,15.846588559932089,1120.0,4,2.0,2025-01-21 12:31:44.325137
89,ZOMATO,4.480447708828523,217.95,9,4.5,2025-01-21 11:33:08.968029
90,JUBLFOOD,9.176736317487268,678.0,4,2.0,2025-01-21 14:35:19.381337
91,IDEA,0.2311338327504244,9.45,2,1.0,2025-01-21 10:21:53.956597
92,DELHIVERY,4.478707064940577,329.6,5,2.5,2025-01-21 14:47:22.550545
93,IOC,1.487964238157895,130.76,4,2.0,2025-01-21 14:47:39.847744
94,ATGL,12.788639160101871,663.2483870967742,0,0.0,2025-01-21 09:12:43.296201
95,BIOCON,5.6516960042444815,390.8,2,1.0,2025-01-21 14:48:36.713901
96,LT,28.09593767758913,3545.05,8,4.0,2025-01-21 14:41:51.812521
97,BOSCHLTD,344.01997356774194,30907.65,3,1.5,2025-01-21 11:00:10.937325
98,NCC,3.5157299483870967,241.6,6,3.0,2025-01-21 14:42:23.897253
99,PIIND,37.5357536622241,3525.5,2,1.0,2025-01-21 13:20:02.793971
100,LTTS,54.13810689677421,5391.0,4,2.0,2025-01-21 14:35:15.404949
101,ABBOTINDIA,257.92386762733435,27659.5,4,2.0,2025-01-21 14:35:21.302960
102,PERSISTENT,106.47760589605264,5962.65,1,0.5,2025-01-21 11:20:32.325524
103,UNIONBANK,1.5387784780135816,109.8,1,0.5,2025-01-21 11:00:19.697855
104,ASHOKLEY,2.2338122833276737,203.91,2,1.0,2025-01-21 14:41:42.993239
105,IGL,6.536275828098471,394.9,1,0.5,2025-01-21 14:42:16.831863
106,METROPOLIS,20.007155831918507,1856.35,2,1.0,2025-01-21 14:44:57.114385
107,JSL,9.647937426485573,628.8064516129033,0,0.0,2025-01-21 09:12:43.296201
108,BATAINDIA,12.569043254668928,1290.25,3,1.5,2025-01-21 14:34:51.566497
109,TATACOMM,25.1604943418506,1707.2,1,0.5,2025-01-21 10:22:02.448734
110,M&MFIN,3.954256171264857,268.60161290322577,0,0.0,2025-01-21 09:12:43.296201
111,PIDILITIND,34.284371533191845,2762.4,1,0.5,2025-01-21 12:53:25.451730
112,BEL,3.5636665853989804,278.85,2,1.0,2025-01-21 14:49:14.699295
113,LALPATHLAB,30.041838651952467,2796.25,1,0.5,2025-01-21 10:47:22.632432
114,SYNGENE,10.9538752426146,835.6,1,0.5,2025-01-21 09:17:25.662473
115,ITC,3.4311364598047533,438.95,10,5.0,2025-01-21 14:34:09.623177
116,KALYANKJIL,10.512346673684211,489.25,4,2.0,2025-01-21 14:43:06.777267
117,BHARATFORG,12.687159462775892,1205.05,5,2.5,2025-01-21 14:41:19.592786
118,COLPAL,29.840787514346346,2735.05,1,0.5,2025-01-21 09:17:08.644378
119,ICICIBANK,13.913140737096771,1208.4,2,1.0,2025-01-21 12:35:25.949672
120,CROMPTON,3.985116305602716,355.35,2,1.0,2025-01-21 11:25:17.908863
121,UBL,21.142425965874363,2068.5,4,2.0,2025-01-21 14:20:16.181113
122,NAUKRI,86.3516190291596,7505.0,3,1.5,2025-01-21 09:31:35.664468
123,BERGEPAINT,4.21205109779287,474.45,3,1.5,2025-01-21 14:40:57.530543
124,APLAPOLLO,19.83425392117996,1595.0,8,4.0,2025-01-21 12:20:14.373481
125,SUNTV,7.285493599999999,647.3,4,2.0,2025-01-21 12:53:39.501710
126,CANBK,1.325506473599321,100.03,1,0.5,2025-01-21 10:19:11.470541
127,HINDPETRO,6.1238026612903225,368.1,1,0.5,2025-01-21 09:18:02.403435
128,SIEMENS,69.96177132427842,5930.0,3,1.5,2025-01-21 14:40:40.304654
129,ADANIGREEN,23.676194962309,1044.3,1,0.5,2025-01-21 10:12:04.160707
130,CYIENT,38.76135342614601,1726.7661290322578,0,0.0,2025-01-21 09:12:43.296201
131,BAJAJFINSV,17.113227931578948,1720.0,1,0.5,2025-01-21 14:45:02.609010
132,VBL,7.801070425806454,544.7,5,2.5,2025-01-21 10:10:34.091652
133,DALBHARAT,34.66163977648557,1777.5,1,0.5,2025-01-21 09:19:53.670292
134,HINDALCO,6.084814072580644,619.25,2,1.0,2025-01-21 10:06:32.444543
135,CANFINHOME,7.160928600000002,692.0,2,1.0,2025-01-21 14:43:42.042545
136,CHOLAFIN,14.733140707894735,1249.05,2,1.0,2025-01-21 10:29:48.917848
137,COFORGE,150.9688653718166,8382.2,2,1.0,2025-01-21 12:18:31.018333
138,INDIGO,66.68601709380306,3988.0,2,1.0,2025-01-21 15:21:07.020111
139,DIXON,326.4297810967741,15180.0,7,3.5,2025-01-21 10:42:15.939050
140,IRB,0.8204195876400676,53.4,4,2.0,2025-01-21 14:36:45.910389
141,NYKAA,2.250339623047538,166.84,2,1.0,2025-01-21 12:33:38.877458
142,LTF,2.137712101867572,143.49,8,4.0,2025-01-21 15:28:54.727868
143,DIVISLAB,62.521928713073,5832.25,3,1.5,2025-01-21 15:01:01.957078
144,ACC,25.45188567359932,2019.55,2,1.0,2025-01-21 14:35:19.381337
145,IEX,2.5093798899830224,170.59,3,1.5,2025-01-21 14:38:33.100342
146,ABB,73.89102969749574,6315.7,5,2.5,2025-01-21 13:20:31.422900
147,KEI,79.3440158582343,3985.0,2,1.0,2025-01-21 15:19:26.142480
148,ULTRACEMCO,119.45301192275042,10688.7,4,2.0,2025-01-21 15:05:55.401131
149,TIINDIA,47.730396531239386,3393.1,1,0.5,2025-01-21 11:00:06.588432
150,TORNTPHARM,42.78228268251274,3178.7499999999995,0,0.0,2025-01-21 09:12:43.296201
151,GRASIM,19.259806594736844,2384.55,3,1.5,2025-01-21 10:22:08.659061
152,ADANIENT,35.82431252224109,2412.3,1,0.5,2025-01-21 09:54:31.801819
153,AARTIIND,5.085016477079796,452.75,8,4.0,2025-01-21 14:47:56.286302
154,OFSS,142.3984640818336,9753.35,4,2.0,2025-01-21 15:27:17.469555
155,INDHOTEL,8.403250688582343,769.2,3,1.5,2025-01-21 12:36:48.778193
156,IRCTC,8.189987887266554,784.55,3,1.5,2025-01-21 14:41:48.027108
157,PEL,15.697511852461794,1012.8,1,0.5,2025-01-21 10:16:19.133268
158,INFY,16.221276580645164,1801.9,1,0.5,2025-01-21 14:41:51.812521
159,CONCOR,7.989578947368421,760.05,2,1.0,2025-01-21 14:45:59.289711
160,EICHERMOT,42.32973048089983,4978.65,3,1.5,2025-01-21 14:35:28.999866
161,SUNPHARMA,14.60839063157895,1765.2,9,4.5,2025-01-21 14:41:57.285736
162,HDFCAMC,39.09941090322581,4051.95,2,1.0,2025-01-21 11:37:44.905062
163,INDUSTOWER,5.53238582342954,364.8,4,2.0,2025-01-21 14:35:19.381337
164,ABCAPITAL,2.049168313268252,174.54,2,1.0,2025-01-21 15:05:32.592153
165,DEEPAKNTR,24.486782840067903,2363.3,2,1.0,2025-01-21 10:17:01.209376
166,TATACONSUM,8.089382151528014,966.05,5,2.5,2025-01-21 14:48:57.505458
167,KOTAKBANK,17.22041189473684,1907.4,1,0.5,2025-01-21 09:27:33.382562
168,DRREDDY,16.589916053480472,1298.9903225806454,0,0.0,2025-01-21 09:12:43.296201
169,RELIANCE,9.195864430135822,1277.65,5,2.5,2025-01-21 14:40:25.236038
170,BAJAJ-AUTO,113.29338485101869,8438.3,1,0.5,2025-01-21 14:43:23.401568
171,NIFTY,124.37089828947369,23154.4,4,2.0,2025-01-21 14:35:15.404949
172,MANAPPURAM,3.0636782687606106,190.61,5,2.5,2025-01-21 15:25:35.230636
173,BAJFINANCE,85.81876468955856,7367.2,3,1.5,2025-01-21 12:24:21.602247
174,NATIONALUM,2.806869853480476,207.4,3,1.5,2025-01-21 11:00:00.483390
175,DMART,33.2757943237691,3593.6,3,1.5,2025-01-21 11:43:05.611125
176,PRESTIGE,21.291481443081487,1400.05,3,1.5,2025-01-21 14:34:59.647772
177,LICI,7.812973701188454,844.3,2,1.0,2025-01-21 10:46:01.030048
178,RAMCOCEM,9.249681387733448,875.85,5,2.5,2025-01-21 12:24:43.840643
179,UPL,5.814279474363329,547.6,5,2.5,2025-01-21 12:38:08.256680
180,CHAMBLFERT,6.382228805093379,493.0,3,1.5,2025-01-21 14:41:03.426137
181,JSWENERGY,8.055805816638367,561.3,2,1.0,2025-01-21 10:21:51.920693
182,EXIDEIND,4.995073139855688,381.2,2,1.0,2025-01-21 13:19:18.461037
183,TECHM,15.693029474363328,1637.15,4,2.0,2025-01-21 15:10:33.282378
184,CGPOWER,11.939118023344651,657.35,2,1.0,2025-01-21 15:01:40.041876
185,YESBANK,0.3507970243378606,18.6,1,0.5,2025-01-21 10:34:30.479298
186,RBLBANK,2.938461045840406,157.53,2,1.0,2025-01-21 11:53:29.089194
187,LODHA,19.968075883701182,1152.2,3,1.5,2025-01-21 11:07:29.139862
188,IDFCFIRSTB,0.8671950909168079,63.17,1,0.5,2025-01-21 10:15:35.518655
189,BALKRISIND,38.32369472342955,2675.9,5,2.5,2025-01-21 15:23:55.180637
190,SHREECEM,278.1405863752122,25100.0,4,2.0,2025-01-21 15:00:26.680778
191,FEDERALBNK,2.476029588658743,192.2,1,0.5,2025-01-21 10:10:02.677781
192,JINDALSTEL,10.14787077113752,924.9,1,0.5,2025-01-21 10:17:07.521656
193,SBICARD,9.547456712054329,759.85,4,2.0,2025-01-21 11:13:48.428593
194,MUTHOOTFIN,22.316393693548388,2170.45,1,0.5,2025-01-21 13:02:34.156397
195,HAVELLS,14.628812096434633,1570.15,2,1.0,2025-01-21 14:42:22.084157
196,MCX,96.32337213412563,5558.0,9,4.5,2025-01-21 12:11:46.809387
197,TATAELXSI,58.95665384974532,6140.35,3,1.5,2025-01-21 14:40:05.888701
198,SONACOMS,9.859227823599316,554.95,1,0.5,2025-01-21 10:29:12.281720
199,MGL,18.10765206086588,1291.05,1,0.5,2025-01-21 10:30:07.769786
200,DABUR,4.6120460984719855,523.3,2,1.0,2025-01-21 13:21:03.264212
201,MAXHEALTH,14.062609252037351,1079.95,1,0.5,2025-01-21 11:37:25.919078
202,INDUSINDBK,13.623201431451616,960.7,3,1.5,2025-01-21 13:23:04.172186
203,BANKNIFTY,331.0696377406621,48855.45,4,2.0,2025-01-21 12:23:30.624068
204,CAMS,62.65431519219015,4239.35,5,2.5,2025-01-21 14:37:08.529589
205,ONGC,2.250193183701188,267.3,3,1.5,2025-01-21 10:00:46.176030
206,VEDL,5.824831195925297,455.55,5,2.5,2025-01-21 14:40:13.148230
207,JIOFIN,2.761210440067912,259.95,5,2.5,2025-01-21 15:02:10.522107
208,OIL,6.921283549193549,476.95,3,1.5,2025-01-21 13:51:28.303228
209,POLICYBZR,27.051562292869267,1645.75,4,2.0,2025-01-21 14:48:48.372542
210,AUBANK,9.014889471986416,599.1467741935483,0,0.0,2025-01-21 09:12:43.296201
211,SRF,27.93909825891341,2592.2,1,0.5,2025-01-21 11:11:43.072039
212,SJVN,1.4257692580645158,98.2,2,1.0,2025-01-21 14:56:55.129814
213,TITAN,28.31800511129032,3364.5,5,2.5,2025-01-21 14:34:51.566497
214,BSE,92.44412577758916,5787.3,4,2.0,2025-01-21 15:05:51.099184
215,TATASTEEL,1.521547522716468,130.23,5,2.5,2025-01-21 14:35:21.302960
216,SBILIFE,14.21898371116299,1470.7,2,1.0,2025-01-21 14:33:24.184250
217,SBIN,6.837238398896436,759.45,5,2.5,2025-01-21 14:40:46.378313
218,NESTLEIND,16.223794695458405,2209.35,6,3.0,2025-01-21 14:34:07.351575
219,COROMANDEL,18.904942672071307,1839.7,3,1.5,2025-01-21 14:43:02.934464
220,PETRONET,3.5849291293718166,328.0,3,1.5,2025-01-21 10:07:51.008296
221,HDFCLIFE,5.41280029541596,623.5,2,1.0,2025-01-21 14:47:56.286302
222,NAVINFLUOR,45.11929813667231,3827.75,1,0.5,2025-01-21 09:23:33.909574
223,HEROMOTOCO,39.35487551757215,4056.35,1,0.5,2025-01-21 10:19:15.659667
