,symbol,long_move_val,full_move,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track,long_move_val_track
26,NMDC,1.0672736715789473,1.5246766736842103,64.14,63.85,5,12,2.5,2025-01-28 14:51:57.620428,2025-01-28 15:00:49.184371,0.3811691684210526
27,ASIANPAINT,23.68662990657895,33.83804272368422,2264.954838709677,2247.25,0,2,0.0,2025-01-28 11:14:57.761259,2025-01-28 14:51:33.974464,8.459510680921055
28,AMBUJACEM,7.554599864855688,10.792285521222412,546.35,543.35,1,13,0.5,2025-01-28 12:59:41.715245,2025-01-28 15:05:11.645206,2.698071380305603
29,SUPREMEIND,58.00710664023767,82.86729520033953,3613.55,3614.25,3,11,1.5,2025-01-28 12:54:22.392412,2025-01-28 14:48:33.649848,20.71682380008488
30,BANKINDIA,1.480441118709677,2.1149158838709674,110.44,109.61,4,16,2.0,2025-01-28 12:13:13.388168,2025-01-28 15:05:45.512965,0.5287289709677419
31,KPITTECH,25.276193878098475,36.10884839728354,1260.1,1267.2,1,6,0.5,2025-01-28 15:23:53.406464,2025-01-28 15:00:22.923706,9.027212099320884
32,CUB,2.470491754363328,3.529273934804753,166.57,166.89,3,11,1.5,2025-01-28 13:37:27.752606,2025-01-28 14:51:26.382147,0.8823184837011883
33,HDFCBANK,13.324112774617998,19.034446820882856,1674.3,1669.35,3,14,1.5,2025-01-28 11:14:59.068589,2025-01-28 14:50:46.679253,4.758611705220714
34,CUMMINSIND,40.47314766621392,57.818782380305606,2733.05,2738.6,1,11,0.5,2025-01-28 11:14:59.068589,2025-01-28 14:51:59.302283,14.454695595076402
35,BHARTIARTL,16.248417740662138,23.212025343803056,1628.85,1617.0,1,7,0.5,2025-01-28 14:30:41.628384,2025-01-28 15:05:33.854912,5.803006335950764
36,GODREJCP,11.595903932088287,16.565577045840413,1128.85,1124.4,2,7,1.0,2025-01-28 14:30:41.628384,2025-01-28 14:55:33.657516,4.141394261460103
37,BANDHANBNK,9999999.0,0.0,150.72580645161293,150.72580645161293,0,0,0.0,2025-01-28 11:14:57.761259,2025-01-28 11:14:57.761259,2499999.75
38,CIPLA,16.90443455539049,24.149192221986414,1420.3,1426.75,13,65,6.5,2025-01-28 15:25:54.683693,2025-01-28 15:27:54.618006,6.037298055496604
39,GODREJPROP,37.33095261748726,53.329932310696094,2192.85,2166.1,2,10,1.0,2025-01-28 12:54:14.684951,2025-01-28 14:54:48.154094,13.332483077674024
40,GLENMARK,20.76641490594227,29.66630700848896,1401.9,1409.9,2,13,1.0,2025-01-28 13:17:49.181843,2025-01-28 15:29:03.723756,7.41657675212224
41,GMRAIRPORT,1.1705361892190154,1.672194556027165,71.99,71.29,3,13,1.5,2025-01-28 13:03:00.942842,2025-01-28 14:52:04.714490,0.41804863900679123
42,GNFC,7.712837251273341,11.018338930390488,529.65,529.0,3,17,1.5,2025-01-28 12:14:22.447011,2025-01-28 15:29:37.801724,2.754584732597622
43,MARUTI,121.91336382640064,174.16194832342953,12048.68064516129,12039.95,0,12,0.0,2025-01-28 11:14:57.761259,2025-01-28 15:29:13.928816,43.54048708085738
44,MARICO,7.903808167529714,11.29115452504245,662.45,666.3,1,6,0.5,2025-01-28 14:00:29.908553,2025-01-28 15:24:15.305083,2.8227886312606123
45,ASTRAL,18.686722531069613,26.695317901528018,1484.4,1470.1,1,9,0.5,2025-01-28 11:29:07.137554,2025-01-28 15:28:54.569261,6.673829475382004
46,LTIM,64.04611721795416,91.49445316850594,5634.55,5658.3,3,8,1.5,2025-01-28 15:00:20.581981,2025-01-28 15:22:53.791681,22.873613292126485
47,INDIAMART,9999999.0,0.0,2085.809677419355,2085.809677419355,0,0,0.0,2025-01-28 11:14:57.761259,2025-01-28 11:14:57.761259,2499999.75
48,ICICIGI,21.852778567741936,31.2182550967742,1766.4,1774.0,1,8,0.5,2025-01-28 11:14:59.068589,2025-01-28 14:03:40.333483,7.80456377419355
49,MPHASIS,39.34552966723259,56.20789952461799,2911.25,2906.55,1,9,0.5,2025-01-28 13:49:37.891395,2025-01-28 15:25:54.683693,14.051974881154498
50,M&M,35.25179214367572,50.35970306239389,2885.55,2874.2,1,12,0.5,2025-01-28 12:04:54.963457,2025-01-28 15:13:56.556824,12.589925765598473
51,LAURUSLABS,8.988205977079797,12.84029425297114,513.65,510.9,3,20,1.5,2025-01-28 11:14:59.068589,2025-01-28 14:55:14.484735,3.210073563242785
52,WIPRO,3.41451601426146,4.877880020373515,304.3,304.2,2,13,1.0,2025-01-28 11:14:59.068589,2025-01-28 14:50:11.105222,1.2194700050933787
53,VOLTAS,22.02599970224958,31.465713860356548,1450.1,1437.55,1,7,0.5,2025-01-28 12:28:52.678851,2025-01-28 14:55:45.006414,7.866428465089137
54,LUPIN,27.3270752717742,39.03867895967743,2040.0,2021.0,4,17,2.0,2025-01-28 13:54:54.818152,2025-01-28 15:01:15.300430,9.759669739919358
55,CDSL,23.96345864452461,34.23351234932088,1273.95,1268.05,5,25,2.5,2025-01-28 12:07:20.262850,2025-01-28 15:04:11.584488,8.55837808733022
56,PVRINOX,17.057536539473688,24.367909342105268,1058.95,1051.7,1,7,0.5,2025-01-28 14:22:14.467799,2025-01-28 15:05:25.948649,6.091977335526317
57,BHEL,3.594978961451612,5.13568423064516,188.29,187.28,4,21,2.0,2025-01-28 15:00:34.481123,2025-01-28 15:23:20.046336,1.28392105766129
58,ADANIENSOL,15.258935999999997,21.79848,759.0,746.55,2,10,1.0,2025-01-28 12:52:14.886205,2025-01-28 15:25:50.044219,5.44962
59,PNB,1.3457193616298817,1.9224562308998308,98.9,99.91,2,12,1.0,2025-01-28 13:09:26.704975,2025-01-28 15:17:18.391499,0.4806140577249577
60,TRENT,96.55968078794568,137.94240112563668,5449.0,5459.8,2,12,1.0,2025-01-28 13:38:14.053808,2025-01-28 15:14:12.876910,34.48560028140917
61,MRF,1208.8109942275044,1726.8728488964348,112935.2,112649.55,1,2,0.5,2025-01-28 14:28:00.976657,2025-01-28 13:59:14.807555,431.7182122241087
62,COALINDIA,4.609251589134126,6.584645127334466,372.1112903225806,371.6,0,8,0.0,2025-01-28 11:14:57.761259,2025-01-28 14:51:31.603315,1.6461612818336164
63,ALKEM,52.344583075212206,74.77797582173173,4892.1935483870975,4909.75,0,9,0.0,2025-01-28 11:14:57.761259,2025-01-28 15:11:16.653950,18.694493955432932
64,HUDCO,4.117964372444821,5.882806246349745,209.14,208.42,4,13,2.0,2025-01-28 13:00:00.515016,2025-01-28 14:54:55.937239,1.4707015615874361
65,BPCL,3.544707076188455,5.063867251697793,252.8,253.85,3,9,1.5,2025-01-28 15:05:25.948649,2025-01-28 14:51:31.603315,1.2659668129244483
66,TATAMOTORS,10.486970097792872,14.981385853989815,737.6,728.65,2,11,1.0,2025-01-28 13:07:59.828881,2025-01-28 15:01:51.130844,3.745346463497454
67,HINDCOPPER,3.785022672325976,5.407175246179966,228.48,228.15,5,17,2.5,2025-01-28 14:54:48.154094,2025-01-28 15:00:25.208817,1.3517938115449915
68,POLYCAB,87.60956400148555,125.15652000212222,5705.35,5658.35,4,19,2.0,2025-01-28 13:10:19.742987,2025-01-28 15:02:10.345941,31.289130000530555
69,RECLTD,7.756673585398982,11.080962264855687,422.7,421.0,5,20,2.5,2025-01-28 13:57:08.048475,2025-01-28 14:55:16.687516,2.770240566213922
70,MOTHERSON,2.0871561646859087,2.9816516638370123,138.29,138.75,4,15,2.0,2025-01-28 15:00:25.208817,2025-01-28 14:55:31.364907,0.7454129159592531
71,IPCALAB,20.299710052631585,28.99958578947369,1387.9,1386.25,3,25,1.5,2025-01-28 14:53:03.587183,2025-01-28 15:27:42.052995,7.249896447368423
72,TATACHEM,13.375867103480472,19.10838157640068,946.9709677419354,940.15,0,7,0.0,2025-01-28 11:14:57.761259,2025-01-28 15:04:49.730445,4.77709539410017
73,PAGEIND,504.27501880000017,720.3928840000003,44705.05,44781.2,1,7,0.5,2025-01-28 11:48:38.728386,2025-01-28 14:51:08.031829,180.09822100000008
74,NTPC,3.6782945238539897,5.254706462648557,318.55,318.1,5,21,2.5,2025-01-28 14:39:22.191493,2025-01-28 15:13:59.309851,1.3136766156621393
75,JSWSTEEL,9.812594755942271,14.017992508488962,920.85,915.05,2,12,1.0,2025-01-28 14:35:42.695848,2025-01-28 15:00:14.852878,3.5044981271222406
76,HAL,64.73100492359931,92.47286417657044,3649.0,3608.0,5,20,2.5,2025-01-28 13:14:33.179332,2025-01-28 14:50:15.647873,23.11821604414261
77,PAYTM,16.122302366341252,23.031860523344648,766.25,768.2,3,9,1.5,2025-01-28 15:24:56.314572,2025-01-28 15:04:13.956151,5.757965130836162
78,TCS,33.642776202546685,48.06110886078098,4047.25,4049.2,1,14,0.5,2025-01-28 11:23:02.089902,2025-01-28 15:02:15.360082,12.015277215195246
79,ESCORTS,43.64333860942276,62.34762658488965,3479.4,3497.5,2,12,1.0,2025-01-28 12:07:52.826758,2025-01-28 14:50:31.782387,15.586906646222413
80,ICICIPRULI,6.8687902856536525,9.81255755093379,598.75,599.35,1,5,0.5,2025-01-28 12:33:31.357578,2025-01-28 15:01:00.697313,2.4531393877334473
81,HINDUNILVR,18.864621775976225,26.94945967996604,2388.2,2387.1,1,5,0.5,2025-01-28 14:53:24.722801,2025-01-28 15:28:29.953069,6.73736491999151
82,ANGELONE,42.51565403497453,60.736648621392185,2217.85,2187.2,2,12,1.0,2025-01-28 13:14:37.015884,2025-01-28 15:00:34.481123,15.184162155348046
83,HFCL,1.9310123463497455,2.7585890662139225,94.2,94.32,2,11,1.0,2025-01-28 12:14:30.811995,2025-01-28 15:04:51.985224,0.6896472665534806
84,HCLTECH,17.27220454414261,24.67457792020373,1706.2,1699.2,1,12,0.5,2025-01-28 12:52:16.797347,2025-01-28 14:51:14.884523,6.168644480050933
85,TVSMOTOR,27.308000821731746,39.01142974533106,2328.3,2339.05,7,44,3.5,2025-01-28 15:00:14.852878,2025-01-28 15:17:22.908200,9.752857436332764
86,NHPC,1.1389070828947367,1.6270101184210526,74.02,73.35,1,8,0.5,2025-01-28 12:03:52.402485,2025-01-28 15:00:05.729057,0.40675252960526315
87,POONAWALLA,5.177590923556877,7.396558462224109,307.3,307.9,3,11,1.5,2025-01-28 15:12:53.838576,2025-01-28 15:01:24.723976,1.8491396155560273
88,ADANIPORTS,16.21226954872666,23.160385069609514,1086.9290322580644,1079.1,0,13,0.0,2025-01-28 11:14:57.761259,2025-01-28 15:00:20.581981,5.790096267402379
89,ZOMATO,3.702875169439729,5.289821670628185,211.2,207.8,1,6,0.5,2025-01-28 12:28:04.547004,2025-01-28 15:04:54.281226,1.3224554176570462
90,JUBLFOOD,8.594408492359932,12.277726417657046,669.4,667.5,3,13,1.5,2025-01-28 14:01:58.260455,2025-01-28 15:13:59.309851,3.0694316044142615
91,IDEA,0.2650333261460101,0.3786190373514431,8.963870967741935,9.06,0,1,0.0,2025-01-28 11:14:57.761259,2025-01-28 12:05:07.706763,0.09465475933786077
92,DELHIVERY,5.0408565896434645,7.201223699490664,311.2,312.5,3,9,1.5,2025-01-28 15:19:34.072842,2025-01-28 15:17:30.960332,1.800305924872666
93,IOC,1.6410587712224112,2.344369673174873,122.94,123.02,1,7,0.5,2025-01-28 11:17:52.873208,2025-01-28 14:47:39.118729,0.5860924182937183
94,ATGL,11.234081076188454,16.048687251697793,614.9,615.15,2,12,1.0,2025-01-28 11:14:59.068589,2025-01-28 15:02:26.911365,4.012171812924448
95,BIOCON,6.20845147720713,8.869216396010186,359.65,360.9,4,16,2.0,2025-01-28 12:15:50.283197,2025-01-28 14:49:11.883805,2.2173040990025465
96,LT,37.33613433242784,53.3373347606112,3434.1,3419.6,1,8,0.5,2025-01-28 11:14:59.068589,2025-01-28 14:51:12.589020,13.3343336901528
97,BOSCHLTD,340.0622886690153,485.80326952716473,29806.95,29842.35,2,6,1.0,2025-01-28 15:29:13.928816,2025-01-28 15:00:34.481123,121.45081738179118
98,NCC,4.242504023769102,6.060720033955859,229.0,226.3,4,16,2.0,2025-01-28 13:05:13.931121,2025-01-28 14:54:53.536818,1.5151800084889648
99,PIIND,46.54590254940576,66.49414649915109,3343.6,3354.0,1,8,0.5,2025-01-28 15:28:12.940415,2025-01-28 15:02:10.345941,16.62353662478777
100,LTTS,63.58159200509338,90.83084572156196,5126.7,5140.15,3,14,1.5,2025-01-28 15:13:29.432559,2025-01-28 15:00:07.424491,22.70771143039049
101,ABBOTINDIA,278.5657941066214,397.9511344380306,25817.75,25600.1,5,22,2.5,2025-01-28 13:54:43.203087,2025-01-28 15:28:54.569261,99.48778360950764
102,PERSISTENT,82.17621136082344,117.3945876583192,5932.15,5900.25,4,20,2.0,2025-01-28 13:28:54.507076,2025-01-28 14:57:01.487085,29.3486469145798
103,UNIONBANK,1.5613929717402375,2.23056138820034,111.3,110.9,3,15,1.5,2025-01-28 11:57:53.384138,2025-01-28 14:53:41.338694,0.557640347050085
104,ASHOKLEY,2.760693444193548,3.9438477774193545,206.47,204.99,4,19,2.0,2025-01-28 13:06:49.826012,2025-01-28 15:18:21.798275,0.9859619443548386
105,IGL,5.862788732767401,8.375412475382001,383.35,383.4,3,16,1.5,2025-01-28 12:32:33.377655,2025-01-28 15:23:55.143131,2.0938531188455003
106,JSL,9.529557369779283,13.613653385398978,621.55,614.85,2,9,1.0,2025-01-28 12:02:31.377194,2025-01-28 14:51:43.215985,3.4034133463497445
107,METROPOLIS,22.596345517741927,32.280493596774186,1713.25,1702.95,6,18,3.0,2025-01-28 13:51:09.335952,2025-01-28 15:04:03.806811,8.070123399193546
108,BATAINDIA,14.052191825297117,20.07455975042445,1242.6,1240.65,2,15,1.0,2025-01-28 11:14:59.068589,2025-01-28 15:08:31.542430,5.018639937606112
109,TATACOMM,18.362204598387088,26.2317208548387,1560.0,1562.55,1,8,0.5,2025-01-28 15:04:35.690294,2025-01-28 14:55:31.364907,6.557930213709675
110,M&MFIN,3.9360939047113743,5.622991292444821,271.0,269.3,5,21,2.5,2025-01-28 15:28:45.054239,2025-01-28 15:29:11.223652,1.4057478231112053
111,PIDILITIND,25.86606535483871,36.95152193548388,2860.75,2859.75,1,5,0.5,2025-01-28 14:53:08.222621,2025-01-28 15:04:56.605992,9.23788048387097
112,BEL,4.057182022241086,5.795974317487267,258.6,260.5,5,21,2.5,2025-01-28 14:54:17.256210,2025-01-28 15:23:38.920565,1.4489935793718167
113,LALPATHLAB,9999999.0,0.0,2758.582258064516,2758.582258064516,0,0,0.0,2025-01-28 11:14:57.761259,2025-01-28 11:14:57.761259,2499999.75
114,SYNGENE,8.737113960865871,12.48159137266553,748.35,741.35,2,16,1.0,2025-01-28 11:14:59.068589,2025-01-28 15:19:00.621730,3.1203978431663826
115,ITC,4.521895638794567,6.459850912563668,437.46774193548384,435.75,0,11,0.0,2025-01-28 11:14:57.761259,2025-01-28 14:55:26.805620,1.614962728140917
116,KALYANKJIL,12.288533362903229,17.555047661290324,448.0,441.75,1,13,0.5,2025-01-28 14:01:27.932986,2025-01-28 15:19:34.072842,4.388761915322581
117,BHARATFORG,16.14564096532258,23.06520137903226,1218.95,1207.5,1,9,0.5,2025-01-28 12:58:21.978018,2025-01-28 15:02:12.948242,5.766300344758065
118,COLPAL,31.74199866621393,45.34571238030562,2683.4,2668.1,1,12,0.5,2025-01-28 11:14:59.068589,2025-01-28 15:29:11.223652,11.336428095076405
119,ICICIBANK,11.046490797453307,15.780701139219014,1252.35,1248.15,1,9,0.5,2025-01-28 11:14:59.068589,2025-01-28 14:47:07.260091,3.9451752848047534
120,CROMPTON,4.938989143421052,7.05569877631579,344.0,344.4,3,14,1.5,2025-01-28 15:28:03.786476,2025-01-28 15:28:49.949188,1.7639246940789475
121,UBL,9999999.0,0.0,2028.9467741935484,2028.9467741935484,0,0,0.0,2025-01-28 11:14:57.761259,2025-01-28 11:14:57.761259,2499999.75
122,NAUKRI,106.95670273140912,152.79528961629873,7160.75,7164.0,1,9,0.5,2025-01-28 12:03:39.487190,2025-01-28 15:00:05.729057,38.19882240407468
123,BERGEPAINT,5.291460074490661,7.559228677843801,473.7,473.7,2,8,1.0,2025-01-28 15:00:34.481123,2025-01-28 15:00:34.481123,1.8898071694609502
124,APLAPOLLO,18.728960687945666,26.75565812563666,1495.15,1486.25,6,24,3.0,2025-01-28 14:29:33.965674,2025-01-28 15:18:42.977572,6.688914531409165
125,SUNTV,6.108892631578947,8.726989473684212,629.3,628.2,4,13,2.0,2025-01-28 15:00:22.923706,2025-01-28 15:01:33.979712,2.181747368421053
126,CANBK,1.4161648163157887,2.023092594736841,92.23,91.75,2,15,1.0,2025-01-28 11:42:58.016754,2025-01-28 15:01:26.804131,0.5057731486842103
127,HINDPETRO,5.536543777079796,7.909348252971138,347.3483870967741,349.3,0,11,0.0,2025-01-28 11:14:57.761259,2025-01-28 14:48:59.653843,1.9773370632427845
128,SIEMENS,96.58051975348047,137.97217107640068,5723.95,5661.8,3,12,1.5,2025-01-28 14:34:58.143653,2025-01-28 15:00:14.852878,34.49304276910017
129,ADANIGREEN,21.8884878679966,31.26926838285229,984.5306451612904,993.35,0,7,0.0,2025-01-28 11:14:57.761259,2025-01-28 14:49:09.550431,7.817317095713072
130,CYIENT,25.29181657109508,36.13116653013583,1303.3,1325.05,1,7,0.5,2025-01-28 11:19:03.037249,2025-01-28 14:58:22.673922,9.032791632533957
131,BAJAJFINSV,18.911571771307297,27.01653110186757,1777.85,1762.45,3,12,1.5,2025-01-28 14:25:19.840648,2025-01-28 14:51:17.172132,6.754132775466893
132,VBL,8.562035128268251,12.231478754668933,537.3,538.35,1,8,0.5,2025-01-28 14:25:59.740145,2025-01-28 14:26:34.338460,3.057869688667233
133,DALBHARAT,20.58283052606112,29.404043608658743,1815.85,1822.35,4,13,2.0,2025-01-28 15:01:24.723976,2025-01-28 14:56:00.225671,7.351010902164686
134,HINDALCO,7.991405498726655,11.416293569609508,576.55,576.6,4,11,2.0,2025-01-28 15:01:44.035209,2025-01-28 15:01:05.371228,2.854073392402377
135,CANFINHOME,9999999.0,0.0,675.25,675.25,0,0,0.0,2025-01-28 11:14:57.761259,2025-01-28 11:14:57.761259,2499999.75
136,CHOLAFIN,17.47355367317487,24.96221953310696,1239.85,1238.55,3,18,1.5,2025-01-28 11:56:05.365430,2025-01-28 15:04:51.985224,6.24055488327674
137,COFORGE,116.81425505093377,166.8775072156197,8550.5,8496.0,2,16,1.0,2025-01-28 13:04:55.281485,2025-01-28 15:03:54.583579,41.71937680390492
138,INDIGO,53.67386924516129,76.67695606451613,4257.0,4284.7,1,4,0.5,2025-01-28 13:07:26.181225,2025-01-28 13:46:14.014543,19.169239016129033
139,DIXON,241.37930474974533,344.8275782139219,14679.4,14590.7,5,24,2.5,2025-01-28 14:48:50.455226,2025-01-28 14:52:04.714490,86.20689455348048
140,IRB,0.9404216491680814,1.343459498811545,50.4,50.23,4,13,2.0,2025-01-28 13:14:07.833233,2025-01-28 15:04:42.827621,0.33586487470288623
141,NYKAA,2.632537541765703,3.760767916808148,168.96,168.51,5,17,2.5,2025-01-28 12:53:18.767106,2025-01-28 15:10:04.948633,0.940191979202037
142,LTF,9999999.0,0.0,138.4396774193548,138.4396774193548,0,0,0.0,2025-01-28 11:14:57.761259,2025-01-28 11:14:57.761259,2499999.75
143,DIVISLAB,70.68468910441425,100.97812729202036,5395.1,5375.75,3,15,1.5,2025-01-28 15:14:49.908665,2025-01-28 15:15:23.565007,25.24453182300509
144,ACC,26.137484695415957,37.33926385059422,2003.4,2000.85,2,12,1.0,2025-01-28 15:04:32.433667,2025-01-28 15:05:35.437058,9.334815962648555
145,IEX,2.439092217317487,3.484417453310696,167.58,167.4,2,11,1.0,2025-01-28 12:58:58.163306,2025-01-28 15:01:46.364201,0.871104363327674
146,ABB,89.69823394499151,128.1403342071307,6060.85,6032.25,3,16,1.5,2025-01-28 12:49:01.798565,2025-01-28 15:28:20.862780,32.03508355178268
147,KEI,62.56399198641762,89.37713140916803,3928.85,3938.65,2,13,1.0,2025-01-28 15:00:10.332580,2025-01-28 15:27:51.431278,22.344282852292007
148,ULTRACEMCO,109.15793747419352,155.93991067741933,11242.4,11293.85,5,16,2.5,2025-01-28 15:05:40.943101,2025-01-28 15:14:03.873135,38.98497766935483
149,TIINDIA,9999999.0,0.0,3223.001612903226,3223.001612903226,0,0,0.0,2025-01-28 11:14:57.761259,2025-01-28 11:14:57.761259,2499999.75
150,TORNTPHARM,9999999.0,0.0,3327.6000000000004,3327.6000000000004,0,0,0.0,2025-01-28 11:14:57.761259,2025-01-28 11:14:57.761259,2499999.75
151,GRASIM,23.780141488752133,33.97163069821733,2421.85,2420.9,2,15,1.0,2025-01-28 13:55:56.417088,2025-01-28 15:19:41.029706,8.492907674554333
152,ADANIENT,38.17095026791172,54.5299289541596,2309.7,2286.05,1,3,0.5,2025-01-28 13:06:17.536618,2025-01-28 14:51:19.516790,13.6324822385399
153,AARTIIND,7.101268711799661,10.14466958828523,410.55,411.55,2,8,1.0,2025-01-28 11:14:59.068589,2025-01-28 14:51:17.172132,2.5361673970713077
154,OFSS,139.76062462894734,199.6580351842105,9336.9,9244.05,4,22,2.0,2025-01-28 14:43:30.678330,2025-01-28 14:55:05.278936,49.91450879605262
155,INDHOTEL,8.704529197962648,12.435041711375211,751.25,752.9,4,12,2.0,2025-01-28 15:04:42.827621,2025-01-28 15:01:00.697313,3.108760427843803
156,IRCTC,11.313035278607808,16.161478969439727,752.45,751.2,2,8,1.0,2025-01-28 12:55:38.725788,2025-01-28 15:00:12.577432,4.040369742359932
157,PEL,19.472362784380305,27.817661120543296,957.9,956.85,2,11,1.0,2025-01-28 12:28:06.698210,2025-01-28 14:54:53.536818,6.954415280135824
158,INFY,16.817197876910015,24.02456839558573,1832.4,1833.95,2,16,1.0,2025-01-28 14:47:12.419047,2025-01-28 15:10:14.156174,6.006142098896433
159,CONCOR,10.151706944057723,14.502438491511036,747.4,741.4,1,7,0.5,2025-01-28 11:49:57.865769,2025-01-28 14:51:33.974464,3.625609622877759
160,EICHERMOT,58.70827732190152,83.86896760271647,5120.0,5111.65,1,7,0.5,2025-01-28 15:00:17.392224,2025-01-28 15:01:41.787958,20.967241900679117
161,SUNPHARMA,17.862733016638373,25.518190023769108,1717.95,1706.6,6,25,3.0,2025-01-28 14:04:26.917186,2025-01-28 15:01:15.300430,6.379547505942277
162,HDFCAMC,45.65327740717319,65.21896772453313,3688.1,3681.6,1,11,0.5,2025-01-28 15:00:10.332580,2025-01-28 15:00:14.852878,16.304741931133282
163,INDUSTOWER,5.007109293718166,7.1530132767402375,356.35,354.2,3,9,1.5,2025-01-28 14:32:53.073127,2025-01-28 14:51:26.382147,1.7882533191850594
164,ABCAPITAL,2.441615728904923,3.4880224698641764,171.2,169.5,2,13,1.0,2025-01-28 14:13:45.888453,2025-01-28 15:00:12.577432,0.8720056174660441
165,DEEPAKNTR,28.78994849066213,41.12849784380305,2190.85,2198.5,3,8,1.5,2025-01-28 14:55:02.945991,2025-01-28 15:04:47.424974,10.282124460950763
166,TATACONSUM,11.817897762988116,16.882711089983022,965.0354838709678,956.2,0,10,0.0,2025-01-28 11:14:57.761259,2025-01-28 14:55:09.345488,4.220677772495756
