,symbol,long_move_val,full_move,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track,long_move_val_track
164,INDUSTOWER,4.600289839134127,6.571842627334467,366.2,364.25,2,28,1.0,2025-02-07 09:30:28.789946,2025-02-07 14:52:26.221271,1.6429606568336168
165,ABCAPITAL,1.9593405061120548,2.799057865874364,169.77,169.73,2,22,1.0,2025-02-07 12:07:25.704537,2025-02-07 14:53:04.127076,0.699764466468591
166,PHOENIXLTD,31.07942215059422,44.399174500848886,1656.35,1641.85,1,15,0.5,2025-02-07 11:11:52.356690,2025-02-07 15:21:34.111807,11.099793625212222
167,DEEPAKNTR,32.01330046859082,45.73328638370118,2346.25,2356.45,1,15,0.5,2025-02-07 09:49:19.623462,2025-02-07 14:30:16.380589,11.433321595925294
168,TATACONSUM,8.744107998089982,12.49158285441426,1015.9,1021.5,3,15,1.5,2025-02-07 14:13:23.779351,2025-02-07 15:00:27.968644,3.122895713603565
169,KOTAKBANK,14.581575570246178,20.83082224320883,1955.85,1964.15,2,19,1.0,2025-02-07 15:27:31.675836,2025-02-07 15:28:46.338823,5.207705560802207
170,DRREDDY,9.467474307088288,13.52496329584041,1235.9,1239.0,2,25,1.0,2025-02-07 10:50:26.674599,2025-02-07 15:15:35.036008,3.3812408239601024
171,RELIANCE,7.972150287351441,11.388786124787774,1271.15,1272.9,4,23,2.0,2025-02-07 14:09:19.284937,2025-02-07 15:11:05.497832,2.8471965311969436
172,BAJAJ-AUTO,76.97563860000001,109.96519800000002,8968.6,9020.0,3,28,1.5,2025-02-07 13:14:01.804232,2025-02-07 14:33:08.880244,27.491299500000004
173,NIFTY,112.45551375751276,160.65073393930393,23567.9,23641.9,1,19,0.5,2025-02-07 13:53:31.746798,2025-02-07 15:15:29.459892,40.16268348482598
174,MANAPPURAM,3.4486191175721563,4.926598739388795,209.5,208.75,3,32,1.5,2025-02-07 15:21:15.377009,2025-02-07 15:23:38.920086,1.2316496848471987
175,BAJFINANCE,77.82629474872665,111.18042106960952,8516.75,8470.0,2,32,1.0,2025-02-07 11:11:47.221635,2025-02-07 14:32:27.320299,27.79510526740238
176,NATIONALUM,3.0215503251612907,4.31650046451613,199.3,198.2,1,16,0.5,2025-02-07 10:45:35.854938,2025-02-07 14:09:03.177582,1.0791251161290325
177,DMART,40.679777362309,58.11396766044143,3723.7,3746.75,1,18,0.5,2025-02-07 10:19:12.825962,2025-02-07 13:03:51.276044,14.528491915110358
178,PRESTIGE,18.522035751697796,26.460051073853997,1342.0,1345.15,3,26,1.5,2025-02-07 14:09:03.177582,2025-02-07 15:19:46.132413,6.615012768463499
179,LICI,9.644828049066213,13.778325784380304,810.0,810.0,2,18,1.0,2025-02-07 15:29:03.797753,2025-02-07 15:29:03.797753,3.444581446095076
180,CGPOWER,9.020285613327673,12.88612230475382,616.95,617.0,2,20,1.0,2025-02-07 12:12:11.730375,2025-02-07 15:22:49.875263,3.221530576188455
181,EXIDEIND,4.464329649363328,6.377613784804755,375.05,377.5,3,17,1.5,2025-02-07 14:19:30.849490,2025-02-07 15:00:16.524536,1.5944034462011887
182,CHAMBLFERT,6.383796185908319,9.119708837011885,557.8,557.8,6,46,3.0,2025-02-07 14:52:04.125286,2025-02-07 14:52:04.125286,2.279927209252971
183,TECHM,14.888847762478775,21.269782517826822,1690.5,1693.45,1,9,0.5,2025-02-07 12:33:54.351215,2025-02-07 14:53:42.283335,5.317445629456706
184,RAMCOCEM,9.87256061426146,14.103658020373514,898.2,896.2,8,64,4.0,2025-02-07 11:21:18.661815,2025-02-07 15:01:15.702100,3.5259145050933784
185,UPL,6.770421667020373,9.672030952886248,645.5,644.0,2,17,1.0,2025-02-07 10:40:29.654848,2025-02-07 14:39:01.065268,2.418007738221562
186,NBCC,2.0772155704584043,2.967450814940578,92.21,92.33,3,9,1.5,2025-02-07 14:09:30.768243,2025-02-07 14:08:22.550936,0.7418627037351445
187,JSWENERGY,6.9544163505942285,9.934880500848898,489.25,486.55,3,19,1.5,2025-02-07 12:12:25.598354,2025-02-07 14:11:59.446314,2.4837201252122245
188,TORNTPOWER,22.020425876485568,31.45775125212224,1381.4,1394.0,3,17,1.5,2025-02-07 11:27:47.736300,2025-02-07 14:39:35.599803,7.86443781303056
189,YESBANK,0.2461785015789474,0.3516835736842106,19.14,19.18,1,10,0.5,2025-02-07 14:19:39.870473,2025-02-07 14:09:46.409285,0.08792089342105265
190,LODHA,16.74774177928693,23.925345398981328,1238.8,1235.2,6,34,3.0,2025-02-07 14:39:58.629424,2025-02-07 14:37:26.087037,5.981336349745332
191,RBLBANK,2.440747749762309,3.4867824996604417,168.55,169.23,4,28,2.0,2025-02-07 13:15:12.514107,2025-02-07 14:47:50.372021,0.8716956249151104
192,IDFCFIRSTB,0.628733235967742,0.8981903370967743,64.68,64.49,1,30,0.5,2025-02-07 13:03:53.328957,2025-02-07 14:50:16.835442,0.22454758427419358
193,BALKRISIND,30.406428190407464,43.43775455772495,2711.35,2736.05,2,17,1.0,2025-02-07 13:07:19.167472,2025-02-07 15:26:41.221615,10.859438639431238
194,SHREECEM,261.4476599701189,373.4966571001698,28068.05,27960.0,1,20,0.5,2025-02-07 09:16:04.548056,2025-02-07 15:26:17.187808,93.37416427504245
195,FEDERALBNK,1.8642712360441425,2.663244622920204,187.7,188.87,4,36,2.0,2025-02-07 13:55:42.255145,2025-02-07 15:15:38.059673,0.665811155730051
196,JINDALSTEL,9.339096397580644,13.341566282258066,849.85,847.1,4,30,2.0,2025-02-07 13:15:26.892177,2025-02-07 15:29:03.797753,3.3353915705645165
197,SBICARD,7.479716988709675,10.685309983870964,814.9,817.5,4,35,2.0,2025-02-07 13:31:59.619843,2025-02-07 15:16:09.949164,2.671327495967741
198,MUTHOOTFIN,30.96849731078098,44.24071044397283,2268.75,2254.5,1,15,0.5,2025-02-07 10:59:36.872678,2025-02-07 13:51:27.155355,11.060177610993208
199,HAVELLS,14.707851236842105,21.01121605263158,1622.0,1623.35,3,20,1.5,2025-02-07 15:09:47.342451,2025-02-07 15:12:41.704457,5.252804013157895
200,MCX,77.1224714770798,110.17495925297116,6042.0,6043.9,2,17,1.0,2025-02-07 13:52:39.470857,2025-02-07 15:09:45.370088,27.54373981324279
201,TATAELXSI,66.35166093387097,94.78808704838713,6403.0,6422.2,2,17,1.0,2025-02-07 11:00:45.849168,2025-02-07 14:52:48.322033,23.69702176209678
202,SONACOMS,7.505091023387094,10.721558604838709,525.95,531.45,1,12,0.5,2025-02-07 09:19:59.644861,2025-02-07 15:10:53.683115,2.680389651209677
203,MGL,16.888288075806454,24.12612582258065,1361.9,1363.9,1,16,0.5,2025-02-07 11:24:35.923741,2025-02-07 15:09:50.477220,6.031531455645163
204,DABUR,4.098024955517826,5.854321365025466,529.1,528.9,2,16,1.0,2025-02-07 11:28:02.186467,2025-02-07 13:52:31.784139,1.4635803412563666
205,MAXHEALTH,13.688258315789476,19.55465473684211,1141.95,1144.25,3,19,1.5,2025-02-07 15:02:11.709864,2025-02-07 15:03:30.641404,4.8886636842105275
206,INDUSINDBK,10.461627185186758,14.94518169312394,1079.4,1081.0,3,27,1.5,2025-02-07 11:18:31.607821,2025-02-07 15:08:42.358892,3.736295423280985
207,BANKNIFTY,301.13845924533103,430.1977989219015,50300.0,50354.4,3,16,1.5,2025-02-07 12:14:55.463447,2025-02-07 15:10:14.733452,107.54944973047537
208,CAMS,51.76347010186758,73.94781443123941,3660.1,3669.2,4,35,2.0,2025-02-07 12:26:10.649850,2025-02-07 15:06:57.402923,18.486953607809852
209,ONGC,2.228630343590832,3.1837576337011884,249.9,249.7,3,25,1.5,2025-02-07 12:20:19.831232,2025-02-07 15:17:09.462343,0.7959394084252971
210,VEDL,5.049286530390492,7.213266471986417,455.05,456.85,2,22,1.0,2025-02-07 11:05:26.095760,2025-02-07 15:10:09.797181,1.8033166179966043
211,OIL,6.876757070331067,9.823938671901525,413.7,418.05,3,23,1.5,2025-02-07 14:19:59.202096,2025-02-07 15:28:36.012714,2.455984667975381
212,JIOFIN,2.8725077933786074,4.103582561969439,250.96,250.34,2,25,1.0,2025-02-07 10:57:23.081871,2025-02-07 15:07:13.636118,1.0258956404923598
213,POLICYBZR,25.856753738539894,36.93821962648556,1727.95,1721.7,5,34,2.5,2025-02-07 14:48:12.234917,2025-02-07 15:18:39.403052,9.23455490662139
214,AUBANK,6.763669834252972,9.662385477504246,593.5,592.6,5,26,2.5,2025-02-07 15:10:14.733452,2025-02-07 14:52:19.929389,2.4155963693760616
215,SRF,31.60847853412564,45.1549693344652,2875.0,2880.85,1,8,0.5,2025-02-07 10:18:39.597464,2025-02-07 10:38:08.596853,11.2887423336163
216,SJVN,1.6972743602292022,2.424677657470289,91.83,91.83,3,11,1.5,2025-02-07 14:13:12.306197,2025-02-07 14:13:12.306197,0.6061694143675722
217,TITAN,30.21657028187605,43.16652897410865,3425.0,3434.15,2,17,1.0,2025-02-07 14:45:02.013069,2025-02-07 14:18:26.442368,10.791632243527163
218,BSE,97.37753180984716,139.1107597283531,5680.0,5730.75,7,36,3.5,2025-02-07 11:00:57.544045,2025-02-07 15:06:59.813041,34.77768993208827
219,TATASTEEL,1.3067376275721565,1.8667680393887949,138.19,138.41,6,34,3.0,2025-02-07 12:42:06.656688,2025-02-07 15:25:21.534655,0.4666920098471987
220,SBIN,8.000992373387096,11.42998910483871,739.5,740.4,4,27,2.0,2025-02-07 13:52:56.909455,2025-02-07 15:10:09.797181,2.8574972762096773
221,SBILIFE,11.539829339898132,16.48547048556876,1471.5822580645165,1475.9,0,21,0.0,2025-02-07 09:10:10.294467,2025-02-07 15:16:23.134279,4.12136762139219
222,NESTLEIND,16.586972595967737,23.695675137096767,2229.85,2227.65,2,22,1.0,2025-02-07 11:12:58.978065,2025-02-07 14:24:38.915971,5.923918784274192
223,COROMANDEL,20.970676951273344,29.95810993039049,1863.05,1864.25,4,31,2.0,2025-02-07 10:57:41.058872,2025-02-07 14:53:53.161840,7.489527482597622
224,PETRONET,3.078512864261459,4.397875520373513,315.55,316.6,5,29,2.5,2025-02-07 14:05:11.800803,2025-02-07 15:06:32.643909,1.0994688800933783
225,HDFCLIFE,5.28460726820883,7.549438954584042,634.2,638.3,2,22,1.0,2025-02-07 10:45:18.247440,2025-02-07 15:14:41.216326,1.8873597386460106
226,NAVINFLUOR,48.21785250424446,68.88264643463495,4210.0,4248.3,3,21,1.5,2025-02-07 09:41:12.188773,2025-02-07 15:09:21.079967,17.220661608658737
227,HEROMOTOCO,50.36008610339557,71.94298014770796,4255.1,4292.2,5,24,2.5,2025-02-07 14:15:48.963452,2025-02-07 15:19:28.260853,17.98574503692699
