,symbol,long_move_val,fut_benchmark,long_moves,days_theta,idv_updated_time
0,BANKBARODA,2.322168269,229.27,10,5.0,2025-01-06 13:15:47.790477
1,GUJGASLTD,4.596326971,510.5,5,2.5,2025-01-06 14:59:37.061446
2,PFC,5.241482351,445.45,4,2.0,2025-01-06 14:44:18.926597
3,UNITDSPR,13.82502277,1647.0,3,1.5,2025-01-06 14:33:25.711325
4,DLF,7.742689179,808.75,5,2.5,2025-01-06 14:24:54.781855
5,GAIL,2.015319162,185.68,3,1.5,2025-01-06 11:58:19.389050
6,TATAPOWER,3.750856841,379.4,5,2.5,2025-01-06 14:33:55.984088
7,ATUL,73.03235485,6842.5,3,1.5,2025-01-06 12:31:58.248853
8,AUROPHARMA,12.02597761,1315.35,1,0.5,2025-01-06 09:43:36.921702
9,BSOFT,6.28208347,547.5,3,1.5,2025-01-06 14:44:31.493217
10,SAIL,1.315809014,110.51,5,2.5,2025-01-06 13:42:31.055160
11,MFSL,11.24846964,1087.0,5,2.5,2025-01-06 13:43:11.319107
12,INDIANB,6.476890317,512.5,6,3.0,2025-01-06 14:09:42.269653
13,OBEROIRLTY,25.5647339,2218.7,4,2.0,2025-01-06 11:45:10.996639
14,LICHSGFIN,5.525212217,595.8,5,2.5,2025-01-06 13:29:14.404950
15,APOLLOTYRE,4.796106909,497.5,3,1.5,2025-01-06 14:25:28.615197
16,IRFC,2.193426621,143.93,4,2.0,2025-01-06 14:40:05.354066
17,SHRIRAMFIN,34.85454586,2998.0,4,2.0,2025-01-06 11:11:06.028836
18,BRITANNIA,33.28091307,4812.85,3,1.5,2025-01-06 11:15:41.386847
19,POWERGRID,2.23283851,307.9,4,2.0,2025-01-06 13:34:31.121897
20,AXISBANK,8.633397085,1071.35,4,2.0,2025-01-06 11:49:13.696645
21,ZYDUSLIFE,8.043238943,964.35,2,1.0,2025-01-06 09:49:39.664846
22,GRANULES,6.16710905,614.2,7,3.5,2025-01-06 13:34:10.546388
23,APOLLOHOSP,52.6060263,7489.95,5,2.5,2025-01-06 15:01:17.079223
24,ABFRL,2.956915635,268.3,6,3.0,2025-01-06 15:00:21.573145
25,JKCEMENT,45.33261021,4691.0,1,0.5,2025-01-06 11:05:11.079532
26,NMDC,0.746569903,65.76,3,1.5,2025-01-06 11:21:17.353829
27,ASIANPAINT,18.20942851,2270.5,4,2.0,2025-01-06 11:59:35.590621
28,AMBUJACEM,4.978041554,529.65,6,3.0,2025-01-06 15:12:52.904965
29,SUPREMEIND,59.45098203,4569.05,5,2.5,2025-01-06 11:45:03.038495
30,BANKINDIA,1.321070722,99.83,7,3.5,2025-01-06 13:32:04.418114
31,KPITTECH,19.49527174,1452.403226,0,0.0,13:14.5
32,CUB,1.524980991,169.5,4,2.0,2025-01-06 13:23:36.722680
33,HDFCBANK,13.02598038,1720.05,3,1.5,2025-01-06 12:33:35.175788
34,CUMMINSIND,33.09843504,3165.45,2,1.0,2025-01-06 14:36:43.815623
35,BHARTIARTL,11.48651965,1594.15,5,2.5,2025-01-06 12:07:48.026530
36,GODREJCP,9.933584249,1143.35,6,3.0,2025-01-06 14:42:06.983318
37,BANDHANBNK,1.925399344,152.35,5,2.5,2025-01-06 14:34:54.784477
38,CIPLA,12.4195838,1498.35,5,2.5,2025-01-06 15:00:23.973428
