,symbol,long_move_val,long_move_val_track,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track
0,BANKBARODA,2.874130801018676,1.0264752860780986,219.87,219.36,2,23,1.0,2025-01-27 14:40:47.773694,2025-01-27 14:44:08.428696
1,GUJGASLTD,5.391161263157898,1.9254147368421064,485.1,483.85,2,15,1.0,2025-01-27 11:44:58.111605,2025-01-27 14:07:51.853136
2,PFC,6.789488030220712,2.424817153650254,387.0,388.15,3,10,1.5,2025-01-27 14:10:27.490697,2025-01-27 14:05:02.556094
3,UNITDSPR,14.093515846349742,5.03339851655348,1400.55,1389.45,7,31,3.5,2025-01-27 13:50:23.150836,2025-01-27 14:51:08.761198
4,DLF,10.131762489983023,3.618486603565366,710.7,702.2,5,33,2.5,2025-01-27 10:53:17.977940,2025-01-27 14:47:43.335011
5,GAIL,2.26414970401528,0.8086248942911713,169.32,168.17,3,18,1.5,2025-01-27 14:01:06.867486,2025-01-27 14:34:50.813915
6,TATAPOWER,4.791568268123938,1.711274381472835,353.3,352.4,3,20,1.5,2025-01-27 11:40:12.168128,2025-01-27 14:50:59.057971
7,ATUL,73.26044542954162,26.16444479626487,6404.65,6360.55,4,24,2.0,2025-01-27 11:53:06.788823,2025-01-27 13:21:01.070568
8,AUROPHARMA,15.675064463709672,5.59823730846774,1168.4,1166.75,5,21,2.5,2025-01-27 12:45:04.838162,2025-01-27 14:31:30.671494
9,BSOFT,7.81994103056027,2.792836082342954,522.05,520.95,3,24,1.5,2025-01-27 13:21:20.403868,2025-01-27 14:04:54.685714
10,SAIL,1.7725618378013588,0.633057799214771,103.88,103.36,3,22,1.5,2025-01-27 14:35:04.485017,2025-01-27 14:48:46.005152
11,MFSL,9999999.0,2499999.75,1045.2951612903223,1045.2951612903223,0,0,0.0,2025-01-27 09:12:24.128859,2025-01-27 09:12:24.128859
12,INDIANB,8.005628367911717,2.859152988539899,491.7,488.05,3,18,1.5,2025-01-27 14:15:07.766385,2025-01-27 14:48:31.935078
13,OBEROIRLTY,24.127334980475386,8.61690535016978,1680.6,1678.75,4,27,2.0,2025-01-27 14:38:34.307915,2025-01-27 14:43:54.543933
14,LICHSGFIN,7.06449261926995,2.523033078310697,561.3,560.25,2,16,1.0,2025-01-27 14:47:43.335011,2025-01-27 14:48:34.115860
15,APOLLOTYRE,5.7301581188455,2.046485042444821,418.45,419.3,2,16,1.0,2025-01-27 12:29:45.811174,2025-01-27 13:15:41.138192
16,IRFC,2.357927046595925,0.8421168023556874,136.68,136.8,1,16,0.5,2025-01-27 09:16:13.825002,2025-01-27 13:33:41.655487
17,SHRIRAMFIN,8.480241528862477,3.028657688879456,509.8,509.8,2,28,1.0,2025-01-27 14:44:13.019669,2025-01-27 14:44:13.019669
18,BRITANNIA,55.09851753820035,19.678041977928697,5160.0,5121.45,1,13,0.5,2025-01-27 09:23:53.289611,2025-01-27 14:41:54.222408
19,POWERGRID,3.210755085738539,1.1466982449066212,287.55,287.25,4,26,2.0,2025-01-27 12:34:05.386961,2025-01-27 14:51:01.561456
20,AXISBANK,9.312211911162988,3.325789968272496,939.25,946.65,2,11,1.0,2025-01-27 09:16:13.825002,2025-01-27 13:35:21.065422
21,ZYDUSLIFE,11.393827166129029,4.069223987903225,922.95,924.85,3,17,1.5,2025-01-27 14:50:47.207198,2025-01-27 14:33:56.602549
22,GRANULES,7.361843770033957,2.6292299178692704,537.0,538.95,6,41,3.0,2025-01-27 14:09:23.203080,2025-01-27 14:50:30.958297
23,APOLLOHOSP,71.01539430322582,25.36264082258065,6709.1,6700.7,1,9,0.5,2025-01-27 09:16:13.825002,2025-01-27 13:01:54.023189
