,symbol,long_move_val,full_move,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track,long_move_val_track
12,INDIANB,7.098742712181664,10.141061017402375,523.15,525.9,3,11,1.5,2025-02-10 13:01:35.626111,2025-02-10 14:03:24.886114,2.535265254350594
13,OBEROIRLTY,22.48811729987266,32.125881856960945,1784.0,1785.0,1,11,0.5,2025-02-10 09:31:42.133106,2025-02-10 14:35:40.394212,8.031470464240236
14,LICHSGFIN,6.0495023714346345,8.642146244906622,567.15,565.0,2,18,1.0,2025-02-10 10:09:31.315581,2025-02-10 14:58:11.345289,2.1605365612266554
15,APOLLOTYRE,4.429190782258065,6.327415403225807,419.7,422.0,4,30,2.0,2025-02-10 14:19:55.764723,2025-02-10 14:39:56.281847,1.5818538508064517
16,IRFC,1.8483684020373508,2.640526288624787,127.64,126.7,1,8,0.5,2025-02-10 09:44:10.709053,2025-02-10 12:02:10.612149,0.6601315721561968
17,POWERGRID,2.6525339117147704,3.789334159592529,271.5,270.55,3,17,1.5,2025-02-10 10:18:58.291153,2025-02-10 15:26:12.683000,0.9473335398981323
18,BRITANNIA,39.10432361523769,55.86331945033956,4939.7,4936.1,7,36,3.5,2025-02-10 13:33:38.760607,2025-02-10 14:43:40.965555,13.96582986258489
19,AXISBANK,7.018730968421052,10.02675852631579,1018.2,1016.8,3,11,1.5,2025-02-10 13:51:55.398136,2025-02-10 13:29:50.089395,2.5066896315789475
20,SHRIRAMFIN,7.190979072325976,10.272827246179968,561.0,561.7,2,16,1.0,2025-02-10 14:51:38.088115,2025-02-10 14:51:43.536381,2.568206811544992
21,ZYDUSLIFE,9.137684586162989,13.053835123089982,966.05,967.7,4,17,2.0,2025-02-10 12:13:49.987458,2025-02-10 14:33:41.474956,3.2634587807724955
22,GRANULES,7.794760795458404,11.135372564940578,567.75,568.1,2,11,1.0,2025-02-10 10:48:46.897293,2025-02-10 14:33:50.451398,2.7838431412351445
23,APOLLOHOSP,77.46354925806452,110.66221322580644,6807.85,6803.55,2,6,1.0,2025-02-10 15:26:31.012213,2025-02-10 15:25:00.197062,27.66555330645161
24,ABFRL,3.70379445483871,5.291134935483872,265.0,265.0,3,17,1.5,2025-02-10 12:01:39.825607,2025-02-10 14:41:15.053520,1.322783733870968
25,JKCEMENT,52.37183542381155,74.81690774830221,4836.0,4805.0,1,6,0.5,2025-02-10 10:15:27.808891,2025-02-10 14:03:47.393745,18.704226937075553
26,NMDC,0.8225397972580646,1.1750568532258066,64.63,64.25,3,10,1.5,2025-02-10 10:45:55.876595,2025-02-10 12:01:54.154251,0.29376421330645164
27,ASIANPAINT,16.812239741256363,24.01748534465195,2274.95,2274.95,2,14,1.0,2025-02-10 14:38:22.736500,2025-02-10 14:38:22.736500,6.004371336162987
28,AMBUJACEM,5.267052481324278,7.524360687606112,509.35,508.6,1,17,0.5,2025-02-10 11:42:18.516792,2025-02-10 14:33:18.702845,1.881090171901528
29,SUPREMEIND,58.35111035229201,83.35872907470288,3964.3,3917.1,1,7,0.5,2025-02-10 09:39:54.411978,2025-02-10 12:13:36.000467,20.83968226867572
30,BANKINDIA,1.4124078000848896,2.0177254286927,103.65,104.4,2,8,1.0,2025-02-10 14:23:40.324462,2025-02-10 14:40:53.488195,0.504431357173175
31,KPITTECH,18.08453039117148,25.83504341595925,1430.95,1435.0,1,13,0.5,2025-02-10 10:07:14.691424,2025-02-10 13:30:04.005691,6.458760853989813
32,CUB,1.9252347555178264,2.7503353650254665,172.5,172.1,3,15,1.5,2025-02-10 14:57:46.504540,2025-02-10 14:41:58.629427,0.6875838412563666
33,HDFCBANK,9.551771149278435,13.645387356112051,1723.5,1723.15,1,14,0.5,2025-02-10 09:20:33.095921,2025-02-10 15:01:11.924609,3.411346839028013
34,CUMMINSIND,34.16133816646859,48.8019116663837,2892.1,2881.3,5,24,2.5,2025-02-10 11:55:04.695554,2025-02-10 14:09:05.943528,12.200477916595926
35,BHARTIARTL,10.936886332342954,15.624123331918508,1688.0,1695.2,2,15,1.0,2025-02-10 10:11:17.101048,2025-02-10 14:48:55.542203,3.906030832979627
36,GODREJCP,9.230311089049236,13.186158698641766,1090.4,1099.6,2,21,1.0,2025-02-10 12:39:29.102548,2025-02-10 15:29:42.919945,3.2965396746604414
37,BANDHANBNK,1.843664964473684,2.633807092105263,149.19,149.62,2,11,1.0,2025-02-10 12:02:48.801153,2025-02-10 14:40:53.488195,0.6584517730263157
38,CIPLA,11.262946215280136,16.089923164685906,1462.8,1460.7,5,18,2.5,2025-02-10 14:56:44.766160,2025-02-10 14:38:42.152464,4.022480791171477
39,GMRAIRPORT,0.8128064054074704,1.1611520077249575,73.79,73.59,3,15,1.5,2025-02-10 13:52:26.335048,2025-02-10 15:07:37.666015,0.2902880019312394
40,GODREJPROP,28.718283560271647,41.02611937181664,2118.65,2131.8,3,19,1.5,2025-02-10 14:04:15.123648,2025-02-10 14:40:48.157907,10.25652984295416
41,GLENMARK,21.017093187988117,30.02441883998302,1524.15,1517.0,1,10,0.5,2025-02-10 09:40:30.291401,2025-02-10 15:06:00.326400,7.506104709995755
42,ASTRAL,14.610596546689305,20.87228078098472,1462.2,1453.3,1,12,0.5,2025-02-10 10:13:22.879939,2025-02-10 15:25:52.180497,5.21807019524618
43,GNFC,7.846646366893042,11.209494809847204,579.4,577.5,2,13,1.0,2025-02-10 15:24:09.302092,2025-02-10 15:21:38.137335,2.802373702461801
44,MARICO,5.590955279202037,7.987078970288624,644.9,646.35,3,24,1.5,2025-02-10 12:43:47.222993,2025-02-10 14:52:16.588586,1.996769742572156
45,MARUTI,78.7721331101443,112.53161872877756,13017.95,12948.0,1,15,0.5,2025-02-10 09:28:42.419989,2025-02-10 15:02:57.669485,28.13290468219439
46,LTIM,62.16683788166384,88.80976840237692,5846.05,5823.55,2,8,1.0,2025-02-10 12:25:18.845860,2025-02-10 13:05:23.115772,22.20244210059423
47,INDIAMART,23.92523544193548,34.17890777419355,2193.0,2188.0,1,16,0.5,2025-02-10 09:55:16.350407,2025-02-10 14:52:07.351286,8.544726943548387
48,ICICIGI,16.458001401103566,23.511430573005093,1835.0,1829.2,2,18,1.0,2025-02-10 14:30:26.803277,2025-02-10 15:13:36.593623,5.877857643251273
49,MPHASIS,31.42571233242784,44.893874760611205,2810.5,2797.5,2,13,1.0,2025-02-10 11:53:05.211804,2025-02-10 14:56:23.748601,11.223468690152801
50,M&M,32.16091945904074,45.94417065577249,3153.25,3153.25,5,30,2.5,2025-02-10 14:46:21.652639,2025-02-10 14:46:21.652639,11.486042663943122
51,LAURUSLABS,7.992608829032257,11.418012612903224,622.85,628.0,2,13,1.0,2025-02-10 09:39:24.580474,2025-02-10 14:39:53.485599,2.854503153225806
52,WIPRO,2.960238048217317,4.228911497453311,318.15,318.2,0,10,0.0,2025-02-10 09:20:31.788014,2025-02-10 13:25:05.908643,1.0572278743633277
53,LUPIN,28.8728093327674,41.246870475382,2178.0,2173.0,1,13,0.5,2025-02-10 09:24:20.774450,2025-02-10 14:49:24.468706,10.3117176188455
54,VOLTAS,16.443246296901528,23.49035185271647,1367.3,1369.55,1,19,0.5,2025-02-10 09:34:28.063683,2025-02-10 14:44:06.900576,5.872587963179117
55,CDSL,17.309080070246186,24.72725724320884,1294.6,1289.3,2,10,1.0,2025-02-10 10:20:10.375671,2025-02-10 11:53:20.301081,6.18181431080221
56,PVRINOX,13.272058115449914,18.960083022071306,1086.3,1077.15,6,32,3.0,2025-02-10 12:02:19.588562,2025-02-10 15:22:13.080240,4.740020755517826
57,BHEL,2.8382906833616297,4.0547009762309,203.69,203.22,2,18,1.0,2025-02-10 09:43:18.835064,2025-02-10 15:07:11.792164,1.013675244057725
58,ADANIENSOL,11.83700919180815,16.9100131311545,750.55,742.4,2,9,1.0,2025-02-10 11:02:54.937469,2025-02-10 15:24:26.751919,4.227503282788625
59,PNB,1.1760565346264853,1.680080763752122,98.35,98.59,1,8,0.5,2025-02-10 12:03:19.820101,2025-02-10 14:40:25.244025,0.4200201909380305
60,TRENT,76.96137063667231,109.94481519524616,5210.6,5214.05,3,15,1.5,2025-02-10 13:03:53.688154,2025-02-10 14:32:34.670153,27.48620379881154
61,MRF,1000.7785214591252,1429.6836020844648,111208.2,111502.1,2,13,1.0,2025-02-10 14:19:01.393844,2025-02-10 11:51:48.616779,357.4209005211162
62,COALINDIA,3.234226968463498,4.62032424066214,369.85,371.7,3,15,1.5,2025-02-10 12:01:28.545553,2025-02-10 14:24:39.176531,1.155081060165535
63,ALKEM,61.7766399443124,88.25234277758915,4786.0,4754.55,5,40,2.5,2025-02-10 09:49:42.169880,2025-02-10 14:26:41.936293,22.063085694397287
64,HUDCO,3.2295572621052635,4.613653231578948,200.81,200.6,2,17,1.0,2025-02-10 11:18:30.552012,2025-02-10 15:16:20.923318,1.153413307894737
65,BPCL,2.540880947113752,3.6298299244482175,261.25,259.8,5,19,2.5,2025-02-10 14:41:01.708912,2025-02-10 15:07:35.374181,0.9074574811120544
66,TATAMOTORS,7.297732092190153,10.425331560271648,694.4,696.9,2,15,1.0,2025-02-10 14:08:14.981484,2025-02-10 14:33:24.705130,2.606332890067912
67,HINDCOPPER,4.118476679032258,5.883538112903227,240.47,237.75,1,8,0.5,2025-02-10 09:35:32.651796,2025-02-10 12:14:15.845663,1.4708845282258067
68,SOLARINDS,147.87641806451612,211.25202580645163,9124.909677419351,9219.85,0,9,0.0,2025-02-10 09:20:31.788014,2025-02-10 12:57:05.983450,52.81300645161291
69,POLYCAB,67.76007787232597,96.80011124617997,5667.9,5674.8,3,20,1.5,2025-02-10 12:02:59.967905,2025-02-10 15:24:56.864884,24.20002781154499
70,RECLTD,6.060307499235993,8.657582141765705,420.3,420.45,3,20,1.5,2025-02-10 10:45:47.522652,2025-02-10 14:42:04.364059,2.164395535441426
71,IPCALAB,21.9941229147708,31.42017559252972,1444.25,1451.15,3,13,1.5,2025-02-10 12:02:01.771856,2025-02-10 12:32:04.265737,7.85504389813243
72,MOTHERSON,2.04873186344652,2.9267598049235994,136.59,135.83,1,10,0.5,2025-02-10 09:39:29.989821,2025-02-10 13:34:32.772301,0.7316899512308999
73,TATACHEM,9.653503714473684,13.790719592105264,912.6,914.4,2,11,1.0,2025-02-10 11:58:28.682847,2025-02-10 15:12:33.422523,3.447679898026316
74,PAGEIND,424.7955735483872,606.8508193548388,42417.0,42300.15,4,31,2.0,2025-02-10 12:52:26.779179,2025-02-10 15:13:08.391769,151.7127048387097
75,NTPC,2.6026982629456707,3.718140375636673,311.6,311.55,2,18,1.0,2025-02-10 09:39:16.075962,2025-02-10 14:30:29.457675,0.9295350939091682
76,JSWSTEEL,8.675799858870967,12.393999798387096,958.1,960.5,3,23,1.5,2025-02-10 09:20:33.095921,2025-02-10 15:07:32.055382,3.098499949596774
77,HAL,57.49831586281832,82.1404512325976,3751.3,3767.6,3,14,1.5,2025-02-10 14:16:27.263434,2025-02-10 14:33:53.165750,20.5351128081494
78,PAYTM,13.100067853989817,18.71438264855688,771.25,777.5,3,10,1.5,2025-02-10 12:06:58.696161,2025-02-10 13:22:17.462973,4.67859566213922
79,TCS,28.52498155250425,40.74997364643465,4036.687096774194,4048.85,0,11,0.0,2025-02-10 09:20:31.788014,2025-02-10 14:38:31.493425,10.187493411608662
80,ESCORTS,43.69302606112056,62.41860865874365,3316.45,3302.05,1,22,0.5,2025-02-10 09:22:32.276043,2025-02-10 14:36:19.375065,15.604652164685913
81,ICICIPRULI,5.587292252292023,7.981846074702889,590.35,587.5,2,15,1.0,2025-02-10 11:38:38.520349,2025-02-10 15:27:51.141646,1.9954615186757223
82,ANGELONE,34.639709714770795,49.48529959252971,2281.2,2273.3,3,20,1.5,2025-02-10 14:43:15.184271,2025-02-10 15:17:17.428150,12.371324898132427
83,HFCL,1.3852837848387098,1.9789768354838717,98.1,98.15,2,15,1.0,2025-02-10 12:16:15.357004,2025-02-10 15:20:32.073005,0.4947442088709679
84,HINDUNILVR,15.3393874536927,21.91341064813243,2367.0,2368.05,4,18,2.0,2025-02-10 12:46:06.213195,2025-02-10 14:08:03.749627,5.478352662033108
85,NHPC,1.181316697105263,1.6875952815789474,74.16,74.95,2,10,1.0,2025-02-10 12:02:16.898639,2025-02-10 14:52:59.578583,0.42189882039473686
86,TVSMOTOR,25.49367167325976,36.41953096179966,2561.0,2557.4,2,16,1.0,2025-02-10 11:32:56.791796,2025-02-10 15:20:32.073005,9.104882740449915
87,POONAWALLA,4.246271133488964,6.066101619269949,307.1,306.7,2,15,1.0,2025-02-10 11:04:43.775985,2025-02-10 15:15:42.583503,1.5165254048174872
88,HCLTECH,12.230235053438031,17.471764362054333,1740.3,1737.7,1,20,0.5,2025-02-10 14:48:12.945479,2025-02-10 15:02:46.281219,4.367941090513583
89,ADANIPORTS,11.460938603650252,16.372769433786075,1149.1,1145.6,4,23,2.0,2025-02-10 14:55:26.882217,2025-02-10 15:09:02.916945,4.093192358446519
90,ZOMATO,3.1797482990831925,4.542497570118846,227.45,227.95,2,15,1.0,2025-02-10 10:07:04.861470,2025-02-10 15:09:02.916945,1.1356243925297116
91,JUBLFOOD,10.250424222410864,14.643463174872664,679.15,681.5,1,6,0.5,2025-02-10 11:27:03.983759,2025-02-10 15:23:07.691377,3.660865793718166
92,IDEA,0.2468613801612903,0.352659114516129,9.23,9.19,1,3,0.5,2025-02-10 12:01:28.545553,2025-02-10 12:13:57.657974,0.08816477862903226
93,DELHIVERY,5.451603635483872,7.788005193548389,294.7,294.5,6,47,3.0,2025-02-10 12:19:38.229559,2025-02-10 13:24:14.617290,1.9470012983870972
94,IOC,1.2428271258064514,1.775467322580645,124.17,123.52,1,18,0.5,2025-02-10 09:20:33.095921,2025-02-10 15:07:16.898792,0.44386683064516125
95,ATGL,9.648120808361629,13.783029726230897,601.0,596.5,2,9,1.0,2025-02-10 12:03:11.076252,2025-02-10 15:12:51.335624,3.445757431557724
96,BIOCON,4.974840269439728,7.106914670628183,378.0,378.25,2,13,1.0,2025-02-10 11:26:56.334736,2025-02-10 14:36:37.073691,1.7767286676570457
97,LT,26.67396426549236,38.10566323641766,3343.75,3339.1,2,15,1.0,2025-02-10 15:09:38.914553,2025-02-10 15:28:15.590762,9.526415809104416
98,BOSCHLTD,272.0194539096774,388.5992198709677,27890.0,27802.7,1,15,0.5,2025-02-10 13:20:30.635197,2025-02-10 15:10:48.085356,97.14980496774193
99,NCC,3.640999855517828,5.2014283650254685,206.5,206.2,2,21,1.0,2025-02-10 11:20:02.787394,2025-02-10 15:08:32.003214,1.3003570912563671
100,PIIND,38.26683775556028,54.66691107937182,3501.05,3529.15,3,23,1.5,2025-02-10 11:51:46.597390,2025-02-10 14:32:15.054722,13.666727769842955
101,LTTS,58.27673189685908,83.25247413837012,5500.0,5538.1,2,16,1.0,2025-02-10 11:56:02.083742,2025-02-10 14:37:05.570931,20.81311853459253
102,ABBOTINDIA,266.8960407990662,381.2800582843804,29586.9,29667.05,1,20,0.5,2025-02-10 09:42:27.010742,2025-02-10 15:17:22.644704,95.3200145710951
103,PERSISTENT,75.89320938862478,108.41887055517827,6020.0,5994.8,3,22,1.5,2025-02-10 12:33:12.977684,2025-02-10 14:35:40.394212,27.10471763879457
104,UNIONBANK,1.4349327478268252,2.0499039254668934,113.41,114.15,3,9,1.5,2025-02-10 12:18:52.779229,2025-02-10 12:40:20.357403,0.5124759813667233
105,ASHOKLEY,2.588696072801358,3.698137246859083,210.18,209.81,1,7,0.5,2025-02-10 09:42:27.010742,2025-02-10 14:50:11.049114,0.9245343117147707
106,IGL,2.8709667732682504,4.1013811046689295,194.65,192.32,1,11,0.5,2025-02-10 09:28:50.914263,2025-02-10 13:16:02.981465,1.0253452761672324
107,METROPOLIS,17.846288091341254,25.49469727334465,1791.0,1801.35,3,20,1.5,2025-02-10 12:02:59.967905,2025-02-10 14:41:01.708912,6.373674318336162
108,JSL,7.719954087096772,11.028505838709677,634.6,633.85,3,13,1.5,2025-02-10 14:35:25.699360,2025-02-10 14:30:57.274419,2.757126459677419
109,BATAINDIA,15.919871102674024,22.742673003820038,1336.65,1338.85,2,21,1.0,2025-02-10 11:20:40.943125,2025-02-10 15:29:39.724380,5.685668250955009
110,TATACOMM,15.588415260229205,22.26916465747029,1580.3,1573.1,2,17,1.0,2025-02-10 10:48:01.988899,2025-02-10 15:22:13.080240,5.567291164367573
111,M&MFIN,3.234783739728352,4.621119628183361,294.3,295.5,1,14,0.5,2025-02-10 12:01:39.825607,2025-02-10 14:31:37.806295,1.1552799070458402
112,PIDILITIND,23.98318686247877,34.261695517826816,2877.114516129032,2883.95,0,7,0.0,2025-02-10 09:20:31.788014,2025-02-10 15:26:47.498543,8.565423879456704
113,BEL,3.257570484380306,4.653672120543295,275.2,274.05,3,17,1.5,2025-02-10 13:35:06.627814,2025-02-10 14:31:17.839847,1.1634180301358237
114,LALPATHLAB,29.932325042444823,42.76046434634975,2787.1,2790.2,1,9,0.5,2025-02-10 09:30:54.385492,2025-02-10 13:49:20.661872,10.690116086587437
115,SYNGENE,7.5409161558149425,10.77273736544992,738.25,736.0,3,10,1.5,2025-02-10 15:10:56.422500,2025-02-10 14:50:49.065188,2.69318434136248
116,ITC,3.17810882385399,4.540155462648557,422.2,423.25,1,20,0.5,2025-02-10 13:13:49.720367,2025-02-10 15:25:23.752141,1.1350388656621393
117,KALYANKJIL,11.03984777903226,15.771211112903227,513.25,521.9,2,14,1.0,2025-02-10 12:01:54.154251,2025-02-10 15:12:04.562555,3.942802778225807
118,BHARATFORG,17.59063564049236,25.129479486417654,1143.2919354838712,1137.0,0,7,0.0,2025-02-10 09:20:31.788014,2025-02-10 14:04:15.123648,6.282369871604414
119,ICICIBANK,8.35684473616299,11.938349623089987,1261.3064516129032,1267.4,0,10,0.0,2025-02-10 09:20:31.788014,2025-02-10 14:56:56.700447,2.984587405772497
120,COLPAL,24.49129148450764,34.98755926358235,2594.8,2594.8,3,19,1.5,2025-02-10 13:49:34.543285,2025-02-10 13:49:34.543285,8.746889815895587
121,CROMPTON,5.10235172156197,7.289073887945672,350.65,350.65,3,10,1.5,2025-02-10 13:43:06.042576,2025-02-10 15:05:28.592691,1.822268471986418
122,UBL,29.155144574957543,41.65020653565364,2052.93064516129,2060.9,0,7,0.0,2025-02-10 09:20:31.788014,2025-02-10 13:49:46.039230,10.41255163391341
123,NAUKRI,87.39077252886246,124.8439607555178,7780.0,7814.8,1,19,0.5,2025-02-10 11:53:16.540526,2025-02-10 15:01:27.408543,31.21099018887945
124,APLAPOLLO,15.499945164516127,22.142778806451613,1416.85,1409.5,3,10,1.5,2025-02-10 13:30:48.689315,2025-02-10 15:29:27.929812,5.535694701612903
125,BERGEPAINT,5.24406957385399,7.491527962648558,486.35,486.85,3,22,1.5,2025-02-10 14:23:14.294570,2025-02-10 15:05:17.334403,1.8728819906621395
126,SUNTV,9.057213795713077,12.938876851018678,598.5,605.4,4,32,2.0,2025-02-10 14:03:14.515059,2025-02-10 14:50:35.078894,3.2347192127546696
127,CANBK,1.045332905806451,1.493332722580645,93.15,93.38,3,10,1.5,2025-02-10 14:40:59.677134,2025-02-10 15:00:38.913293,0.37333318064516124
128,HINDPETRO,4.014028426994906,5.734326324278437,338.8,338.65,1,17,0.5,2025-02-10 09:20:33.095921,2025-02-10 15:08:23.476277,1.4335815810696093
129,SIEMENS,80.48479591413412,114.97827987733449,5365.0,5380.15,2,7,1.0,2025-02-10 14:04:26.982700,2025-02-10 12:02:34.393104,28.74456996933362
130,ADANIGREEN,16.17268259490662,23.10383227843803,952.0,941.55,2,7,1.0,2025-02-10 11:55:02.108573,2025-02-10 13:01:47.926838,5.775958069609508
131,BAJAJFINSV,14.391181820033951,20.55883117147708,1805.65,1804.15,2,16,1.0,2025-02-10 15:26:33.533168,2025-02-10 15:25:41.083808,5.13970779286927
132,CYIENT,18.50149733722411,26.43071048174873,1510.6,1509.0,1,16,0.5,2025-02-10 09:20:38.758247,2025-02-10 12:58:48.522967,6.607677620437182
133,VBL,8.404986148132428,12.007123068760611,548.1,547.9,7,51,3.5,2025-02-10 15:17:59.502020,2025-02-10 15:25:05.516244,3.001780767190153
134,DALBHARAT,18.76687653289473,26.80982361842105,1818.45,1828.05,2,8,1.0,2025-02-10 12:00:48.116777,2025-02-10 12:45:52.256027,6.702455904605262
135,HINDALCO,7.230495999999999,10.32928,599.0,598.6,3,10,1.5,2025-02-10 11:47:41.375692,2025-02-10 14:48:53.412473,2.58232
136,CANFINHOME,7.52253704286927,10.746481489813243,648.5,650.0,3,18,1.5,2025-02-10 14:15:46.144617,2025-02-10 15:26:56.338104,2.686620372453311
137,CHOLAFIN,15.26253565046689,21.803622357809846,1348.6,1349.45,4,19,2.0,2025-02-10 14:57:35.141827,2025-02-10 15:03:05.846933,5.450905589452462
138,COFORGE,88.9923563837012,127.13193769100172,8450.75,8440.8,1,18,0.5,2025-02-10 09:20:36.679912,2025-02-10 14:59:29.951619,31.78298442275043
139,INDIGO,43.93045627716469,62.757794681663846,4311.2,4328.35,1,12,0.5,2025-02-10 09:20:33.095921,2025-02-10 14:11:38.306267,15.689448670415961
140,DIXON,218.1700102342954,311.6714431918506,14860.0,14816.4,3,11,1.5,2025-02-10 15:04:11.449228,2025-02-10 15:03:50.841841,77.91786079796265
141,IRB,0.7091136931409169,1.0130195616298814,51.92,51.92,2,13,1.0,2025-02-10 14:04:55.726670,2025-02-10 14:04:55.726670,0.25325489040747035
142,NYKAA,2.830678892334465,4.043826989049236,169.73,170.14,3,18,1.5,2025-02-10 15:29:16.143639,2025-02-10 15:29:37.716521,1.010956747262309
143,LTF,1.778283247096774,2.5404046387096773,148.0,147.04,0,13,0.0,2025-02-10 09:20:31.788014,2025-02-10 14:12:32.768886,0.6351011596774193
144,DIVISLAB,56.25483828459251,80.36405469227502,5959.15,5946.55,4,23,2.0,2025-02-10 12:02:07.412035,2025-02-10 15:07:14.557650,20.091013673068755
145,ACC,19.60520963709677,28.00744233870968,1962.8,1965.0,2,13,1.0,2025-02-10 14:04:17.145140,2025-02-10 14:02:21.639655,7.00186058467742
146,IEX,2.2140364176570464,3.162909168081495,177.63,177.43,2,15,1.0,2025-02-10 12:01:09.874887,2025-02-10 15:28:53.732622,0.7907272920203737
147,ABB,83.94968467741934,119.92812096774192,5620.0,5597.0,1,9,0.5,2025-02-10 09:38:00.590454,2025-02-10 14:03:56.218936,29.98203024193548
148,KEI,53.67435248760611,76.67764641086588,3805.9,3808.95,2,13,1.0,2025-02-10 12:04:21.574548,2025-02-10 13:23:13.860675,19.16941160271647
149,ULTRACEMCO,98.37496853234296,140.5356693319185,11560.0,11549.85,1,13,0.5,2025-02-10 09:30:12.143803,2025-02-10 14:38:17.476933,35.13391733297963
150,TIINDIA,40.67164749100168,58.10235355857383,2880.4,2888.5,1,13,0.5,2025-02-10 12:34:10.124679,2025-02-10 14:36:26.528719,14.525588389643458
151,TORNTPHARM,30.08482365,42.978319500000005,3202.0,3194.45,2,14,1.0,2025-02-10 11:47:00.796587,2025-02-10 15:08:00.238489,10.744579875000001
152,GRASIM,24.336647144312398,34.76663877758914,2466.3,2464.0,1,13,0.5,2025-02-10 09:27:47.930308,2025-02-10 15:29:51.909966,8.691659694397284
153,ADANIENT,27.669755417826824,39.528222025466896,2286.0,2298.3,2,16,1.0,2025-02-10 12:02:12.701289,2025-02-10 15:07:26.218141,9.882055506366724
154,AARTIIND,5.232445206281834,7.474921723259763,453.5,456.5,3,17,1.5,2025-02-10 12:05:17.849934,2025-02-10 14:41:17.566417,1.8687304308149408
155,OFSS,123.21108702665532,176.01583860950765,9310.1,9273.2,1,13,0.5,2025-02-10 09:23:54.577922,2025-02-10 14:32:26.339281,44.00395965237691
156,INDHOTEL,7.666743429923597,10.952490614176568,776.7,778.7,4,20,2.0,2025-02-10 14:26:26.981927,2025-02-10 15:07:57.614098,2.738122653544142
157,IRCTC,9.454010224235992,13.505728891765704,773.3,775.5,2,12,1.0,2025-02-10 14:08:57.839911,2025-02-10 14:33:56.512468,3.376432222941426
158,PEL,13.432857325976231,19.189796179966045,1007.7,1011.25,2,22,1.0,2025-02-10 09:48:53.973195,2025-02-10 15:22:59.633987,4.797449044991511
159,INFY,12.09499083085739,17.278558329796272,1896.65,1891.35,1,13,0.5,2025-02-10 09:20:33.095921,2025-02-10 15:00:11.217634,4.319639582449068
160,CONCOR,7.355886863624787,10.508409805178268,711.45,715.1,2,8,1.0,2025-02-10 13:19:26.112090,2025-02-10 15:00:25.417851,2.627102451294567
161,SUNPHARMA,12.207443401952466,17.439204859932094,1735.75,1735.25,1,18,0.5,2025-02-10 09:20:33.095921,2025-02-10 15:06:20.829434,4.359801214983023
162,EICHERMOT,53.89239909456706,76.98914156366723,5322.05,5326.55,3,21,1.5,2025-02-10 14:01:24.318385,2025-02-10 15:27:33.132107,19.247285390916808
163,HDFCAMC,41.174376394397285,58.82053770628184,3884.25,3875.75,3,13,1.5,2025-02-10 15:00:06.115990,2025-02-10 15:07:02.785234,14.70513442657046
164,INDUSTOWER,4.58160896409168,6.545155662988115,350.0,353.5,3,21,1.5,2025-02-10 13:03:56.344324,2025-02-10 15:16:51.594596,1.6362889157470288
165,ABCAPITAL,1.8657324002376916,2.6653320003395597,167.93,167.43,3,18,1.5,2025-02-10 12:01:16.444613,2025-02-10 14:13:51.465425,0.6663330000848899
166,PHOENIXLTD,26.969064475042448,38.52723496434636,1619.65,1619.3,1,16,0.5,2025-02-10 09:30:21.664316,2025-02-10 15:18:20.106648,9.63180874108659
