,symbol,long_move_val,long_move_val_track,fut_benchmark,fut_benchmark_track,long_moves,long_moves_track,days_theta,idv_updated_time,idv_updated_time_track
0,BANKBARODA,3.1370579238455005,1.1203778299448215,211.61,211.8,6,33,3.0,2025-02-01 15:19:39.944424,2025-02-01 15:12:40.670860
1,GUJGASLTD,6.615454564431238,2.362662344439728,461.9,457.0,7,51,3.5,2025-02-01 14:52:14.383896,2025-02-01 15:23:30.210318
2,PFC,7.169604501315791,2.5605730361842114,402.75,401.95,7,55,3.5,2025-02-01 15:21:37.255845,2025-02-01 15:22:22.500879
3,UNITDSPR,14.077051641935483,5.027518443548387,1497.0,1499.75,10,84,5.0,2025-02-01 15:20:58.055891,2025-02-01 15:19:39.944424
4,DLF,10.434857628013583,3.726734867147709,766.8,764.95,9,56,4.5,2025-02-01 14:07:52.783458,2025-02-01 15:10:25.975778
5,GAIL,2.4433789186757218,0.8726353280984721,177.36,176.26,8,44,4.0,2025-02-01 12:55:51.902989,2025-02-01 15:15:25.181010
6,TATAPOWER,4.960647973853989,1.771659990662139,370.8,370.5,12,61,6.0,2025-02-01 13:56:32.130470,2025-02-01 14:37:17.563180
7,ATUL,69.88483529999998,24.958869749999995,6241.75,6222.0,4,32,2.0,2025-02-01 11:52:58.407650,2025-02-01 15:11:11.091085
8,AUROPHARMA,15.636514374787774,5.584469419567062,1155.95,1145.05,6,24,3.0,2025-02-01 13:59:33.895209,2025-02-01 15:17:08.694566
9,BSOFT,8.310327685483868,2.967974173387096,531.4,537.5,2,12,1.0,2025-02-01 11:51:45.229119,2025-02-01 13:50:36.307913
10,SAIL,1.813780917266553,0.647778899023769,105.92,106.09,4,20,2.0,2025-02-01 13:51:31.105777,2025-02-01 15:05:55.923842
11,MFSL,16.684777187521217,5.958848995543292,1125.55,1133.45,24,139,12.0,2025-02-01 13:39:08.523784,2025-02-01 15:28:51.444370
12,INDIANB,8.169543048769098,2.917693945988964,542.95,539.95,6,33,3.0,2025-02-01 13:32:12.675935,2025-02-01 15:19:51.421991
13,OBEROIRLTY,26.56627090199491,9.48795389356961,1824.65,1827.65,7,67,3.5,2025-02-01 14:10:10.640208,2025-02-01 15:16:52.855277
14,LICHSGFIN,7.686952191638368,2.745340068442275,587.85,587.1,6,44,3.0,2025-02-01 13:27:43.129107,2025-02-01 14:47:33.760783
15,APOLLOTYRE,6.469476626230901,2.310527366511036,427.9,423.8,3,16,1.5,2025-02-01 14:11:54.891206,2025-02-01 14:59:11.563367
16,IRFC,3.009113180933786,1.0746832789049237,132.85,132.58,11,61,5.5,2025-02-01 14:17:24.193248,2025-02-01 15:07:49.508406
17,POWERGRID,3.52407669252971,1.2585988187606107,288.1,285.55,5,41,2.5,2025-02-01 13:11:14.475361,2025-02-01 15:25:06.042638
18,BRITANNIA,57.10055052911714,20.39305376039898,5207.0,5190.1,8,45,4.0,2025-02-01 14:53:05.621553,2025-02-01 15:22:27.122732
19,AXISBANK,9.041510841298807,3.229111014749574,999.75,1000.85,3,41,1.5,2025-02-01 13:28:26.387232,2025-02-01 14:32:56.023078
20,SHRIRAMFIN,8.282123447707978,2.957901231324278,530.2,531.3,3,39,1.5,2025-02-01 13:38:14.770471,2025-02-01 15:26:58.290949
21,ZYDUSLIFE,12.389876215280136,4.424955791171477,983.45,983.45,4,15,2.0,2025-02-01 15:27:17.559924,2025-02-01 15:27:17.559924
22,GRANULES,8.806625542105262,3.145223407894737,566.55,568.15,8,41,4.0,2025-02-01 13:46:35.964441,2025-02-01 15:29:25.692052
23,APOLLOHOSP,72.77640024397284,25.99157151570459,6861.0,6850.0,4,19,2.0,2025-02-01 15:03:16.485527,2025-02-01 15:03:25.604252
