,symbol,pct_change,ivp,strike_price,opt_ltp,params.delta,ltp,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val,sort_val
157,NIFTY,-0.4892689833181564,60.64859674666876,23750.0,182.3,0.35272178990340014,23440.3,24250.0,53.6,0.1437412424709335,-75.10000000000001,-0.003203883909335632
31,BANKNIFTY,-0.5756641737963294,90.64239832499402,50400.0,474.55,0.3423439953584363,49482.1,51800.0,147.025,0.14158545946335221,-180.5,-0.003647783744020565
87,HDFCBANK,-0.5836747929133627,53.06843807577103,1720.0,18.025,0.3462258907708411,1686.25,1780.0,5.725,0.1394397720707823,-6.574999999999999,-0.0038991845811712374
11,AMBUJACEM,-1.5064420218037662,88.29203651260639,510.0,10.375,0.3878970545175385,496.9,540.0,4.15,0.18240586307513632,-2.0749999999999993,-0.004175890521231635
186,SBILIFE,0.6078714197403668,45.235659301780494,1500.0,20.35,0.3558222057542846,1464.75,1560.0,7.0,0.15554688238806608,-6.350000000000001,-0.004335210786823691
94,HINDUNILVR,-2.7317634455531974,70.46099168850671,2500.0,28.575,0.3558682253363284,2451.5,2600.0,8.95,0.13888119238564386,-10.675,-0.004354476850907608
155,NESTLEIND,-0.5136691884456671,90.60980652187276,2360.0,30.700000000000003,0.3688713653884941,2314.45,2460.0,10.2,0.1513180772363975,-10.300000000000004,-0.0044503013674955195
125,KOTAKBANK,-0.8394790522516867,83.8419096161628,1940.0,23.925,0.3491121817000277,1895.85,2020.0,7.725,0.14187898687491163,-8.475000000000001,-0.004470290371073662
61,DABUR,-0.8218672084218303,85.45302704318345,550.0,7.55,0.3564868467636554,537.0,575.0,2.55,0.14853210623055513,-2.45,-0.004562383612662943
109,INFY,0.533912856836231,58.47735216338167,1920.0,21.625,0.33421099957599165,1873.55,2000.0,6.475,0.12707201700707732,-8.675,-0.0046302473913159515
183,RELIANCE,-1.1435782168066564,48.96561336069851,1280.0,14.025,0.34562791026656037,1253.45,1330.0,4.05,0.12894754423219332,-5.925000000000001,-0.004726953608041805
141,MARUTI,1.7984300097736545,21.996140557703246,13400.0,151.975,0.3496099859822211,13123.65,14000.0,44.875,0.12701244450620144,-62.224999999999994,-0.004741440071931208
69,DRREDDY,0.11219613546644505,93.89985571336119,1240.0,15.8,0.3315841625843739,1204.6,1300.0,5.0,0.12980151514392993,-5.800000000000001,-0.004814876307487964
200,TATACONSUM,-2.862871264046254,91.30289365775668,1070.0,15.2,0.34973787070848833,1041.65,1120.0,5.05,0.14567454862657625,-5.1,-0.004896078337253395
88,HDFCLIFE,-0.6441351888667992,60.555073375570956,640.0,9.2,0.3600888063901956,624.7,670.0,3.05,0.14898749748992496,-3.0999999999999996,-0.004962381943332799
96,ICICIBANK,-0.36876957849240655,64.0527786037372,1280.0,15.975000000000001,0.368462143256449,1256.3,1330.0,4.75,0.14402831428415355,-6.475000000000001,-0.005154023720448939
23,AXISBANK,-0.6395523133806336,64.06322240825766,1020.0,12.25,0.3370649312252405,994.3,1070.0,3.55,0.12137127456089941,-5.15,-0.005179523282711456
36,BHARTIARTL,1.7362178108290822,99.98699486979045,1700.0,25.25,0.3550610091744538,1655.35,1780.0,8.325,0.14860488667635804,-8.600000000000001,-0.005195275923520707
159,NTPC,-2.2225700422601347,90.45021490272052,320.0,5.775,0.3822703290223972,312.35,335.0,2.075,0.17593260031961813,-1.625,-0.005202497198655354
25,BAJAJFINSV,2.517168965321528,90.85030710756048,1860.0,26.125,0.3406596969400968,1806.25,1960.0,8.125,0.1309343197180537,-9.875,-0.005467128027681661
171,PIDILITIND,0.4988163679404803,95.92039294789775,3060.0,41.05,0.3360301682868395,2971.75,3200.0,12.225,0.13123570433576925,-16.599999999999998,-0.005585934213847059
39,BOSCHLTD,-0.6882847548224188,59.73008072247045,29500.0,408.8,0.3355199783325286,28612.45,31000.0,122.775,0.1287258317894872,-163.25,-0.0057055582447501
205,TCS,0.10403789427301993,67.06415625111578,4200.0,39.7,0.3076399832542505,4089.3,4400.0,8.125,0.08468515915167191,-23.450000000000003,-0.005734477783483727
181,RBLBANK,-1.3315022689276332,65.47026953708979,170.0,4.4,0.4040958658711504,165.25,180.0,1.725,0.20175080005077212,-0.9500000000000002,-0.005748865355521937
185,SBICARD,-0.02414875633904854,94.91021369661962,855.0,13.4,0.34400110898943764,828.0,900.0,4.3,0.1406396545742642,-4.800000000000001,-0.005797101449275363
188,SHREECEM,3.015876597248859,95.06943033241053,28000.0,524.2,0.3936646492454596,27394.6,29500.0,182.125,0.17122182644738423,-159.95000000000005,-0.005838741941842555
115,ITC,-1.713412637782386,99.71921682007647,465.0,5.9,0.3215156305693232,450.3,490.0,1.625,0.1127686351578808,-2.6500000000000004,-0.005884965578503221
194,SUNPHARMA,-0.18091491255779224,97.99510669183518,1780.0,22.575,0.34866974845053395,1738.0,1860.0,6.15,0.126141797892493,-10.274999999999999,-0.005911967779056386
213,ULTRACEMCO,-0.9194732239857972,98.94963177342795,11500.0,170.14999999999998,0.3606107448954784,11217.6,12100.0,51.9,0.13865406483244838,-66.34999999999998,-0.005914812437598058
132,LT,-4.977879304860769,99.99948389695867,3400.0,45.625,0.32205551425603723,3286.15,3600.0,13.024999999999999,0.11424474819537067,-19.575000000000003,-0.0059568187696848905
33,BEL,-2.9681978798586575,98.50633146961542,285.0,6.2,0.3654817654535977,274.6,305.0,2.275,0.1620816572792579,-1.6500000000000004,-0.006008739985433358
85,HCLTECH,0.13834515644776735,63.01073495022369,1740.0,23.549999999999997,0.35976911242919246,1701.0,1820.0,6.65,0.13387417633972226,-10.249999999999996,-0.006025867136978246
215,UNITDSPR,-1.597603594608088,97.68427556610985,1520.0,24.4,0.3589760886271246,1478.25,1600.0,7.699999999999999,0.14482533727161687,-9.0,-0.0060882800608828
