,symbol,pct_change,strike_price_near,opt_ltp_near,strike_price_far,opt_ltp_far,bcrs_val
37,DIXON,3.11829179400416,15000.0,329.8,14500.0,189.89999999999998,49.99999999999994
97,OFSS,3.1375350293972195,11000.0,272.25,10600.0,158.375,44.5
88,MCX,4.241982846118683,6500.0,72.625,6300.0,43.65,14.674999999999997
113,SIEMENS,-1.2381681178603683,6900.0,48.0,6800.0,30.8,13.600000000000001
46,GODREJPROP,1.690900039482945,2850.0,35.2,2800.0,23.700000000000003,12.200000000000003
1,ADANIENT,1.4358466544065638,2780.0,36.775,2700.0,24.15,11.524999999999999
94,NAVINFLUOR,1.9285758687138683,3200.0,56.25,3100.0,32.099999999999994,7.949999999999989
29,COFORGE,10.522374362174663,7300.0,81.4,7100.0,44.275,7.1499999999999915
124,TRENT,0.15449157621362455,7300.0,75.15,7100.0,41.099999999999994,7.049999999999983
102,PIDILITIND,-0.16148889563979982,3020.0,24.075,2960.0,14.625,5.175000000000001
50,HAL,-1.268508748536113,4100.0,36.05,4000.0,20.424999999999997,4.799999999999997
39,DRREDDY,0.09381989582238769,6400.0,12.8,6300.0,8.425,4.050000000000001
66,INDIGO,0.18682703575139845,4400.0,41.650000000000006,4300.0,22.075,2.499999999999993
125,TVSMOTOR,3.1992807237717047,2680.0,37.25,2600.0,19.725,2.200000000000003
107,RECLTD,-0.5014749262536873,490.0,6.825,480.0,4.5,2.175
30,CONCOR,-1.9480134999111849,800.0,8.774999999999999,780.0,5.45,2.1250000000000018
58,HINDCOPPER,-0.3895663956639567,285.0,4.825,280.0,3.4749999999999996,2.124999999999999
9,AUBANK,1.040362953692115,630.0,12.425,610.0,7.175,1.924999999999999
40,EICHERMOT,-1.200167855644146,4550.0,20.075,4450.0,10.925,1.7750000000000021
86,MARICO,0.5536594615092909,640.0,5.375,630.0,3.575,1.7750000000000004
21,BHEL,-3.1270079246091242,220.0,4.45,215.0,3.0999999999999996,1.7499999999999991
2,ADANIPORTS,-1.4634146341463417,1300.0,14.2,1260.0,7.775,1.3500000000000014
100,PETRONET,-0.028914269191846174,335.0,4.95,325.0,3.0999999999999996,1.2499999999999991
82,LTTS,3.918152428518884,5200.0,29.175,5050.0,15.2,1.2249999999999979
26,CHOLAFIN,0.04239234111703819,1360.0,14.675,1320.0,7.949999999999999,1.2249999999999979
3,AMBUJACEM,-0.25895169211536745,540.0,4.95,530.0,2.95,0.9500000000000002
85,M&MFIN,-3.771570894858566,260.0,2.3499999999999996,255.0,1.65,0.9500000000000002
35,DEEPAKNTR,3.493737640079103,2660.0,20.275,2600.0,10.525,0.7750000000000021
92,NATIONALUM,2.5789259744365656,220.0,2.8,215.0,1.775,0.75
75,JUBLFOOD,-0.36680795565699387,590.0,3.5999999999999996,580.0,2.1500000000000004,0.7000000000000011
64,IGL,-0.16101207590569294,420.0,4.8,410.0,2.75,0.7000000000000002
51,HAVELLS,-0.9833755987602141,1700.0,10.25,1660.0,5.475,0.6999999999999993
119,TATAPOWER,0.9059633027522936,425.0,4.15,415.0,2.4000000000000004,0.6500000000000004
28,COALINDIA,0.3938265034592868,455.0,4.4,445.0,2.525,0.6499999999999995
