,symbol,pct_change,strike_price_near,opt_ltp_near,strike_price_far,opt_ltp_far,bcrs_val
114,PAGEIND,0.4791827027174092,43000.0,784.125,42000.0,505.6,227.07500000000005
148,TRENT,-3.4934341224817653,6500.0,186.8,6300.0,124.4,62.0
100,MCX,-2.1963973538494717,6200.0,177.65,6000.0,108.94999999999999,40.24999999999997
44,DIVISLAB,-1.3051387753058399,5750.0,130.975,5600.0,85.5,40.025000000000006
116,PERSISTENT,-0.793733590666458,5500.0,94.625,5400.0,67.25,39.875
106,NAUKRI,-1.3883857751352162,7700.0,218.05,7400.0,123.85,29.649999999999977
38,COFORGE,-0.3402591301808579,7600.0,133.7,7400.0,81.275,28.850000000000023
120,PIIND,0.30729750711636333,4500.0,80.80000000000001,4400.0,52.425,24.049999999999983
59,HAL,0.9211571185479297,4300.0,75.825,4200.0,49.05,22.27499999999999
103,MPHASIS,-2.182978942490861,2750.0,50.025,2700.0,35.575,21.125000000000007
25,BHARATFORG,-0.7939200651421593,1420.0,37.599999999999994,1380.0,25.1,12.600000000000009
134,SIEMENS,-0.8161711845054341,6800.0,110.975,6600.0,61.675,12.375
94,LUPIN,-2.1984074167565457,2060.0,45.95,2000.0,29.125,12.299999999999997
30,BRITANNIA,-0.18390401961642877,5550.0,91.675,5400.0,51.925,12.174999999999997
48,ESCORTS,-3.4607410557652445,3500.0,62.825,3400.0,37.175,11.524999999999991
1,ABB,-2.0931332980766557,6800.0,112.1,6600.0,60.425,8.75
77,INDIGO,-1.4211981115921821,3900.0,51.525000000000006,3800.0,30.05,8.574999999999996
13,ASTRAL,-0.9669687870189262,1740.0,28.65,1700.0,18.6,8.550000000000004
115,PEL,-1.8902217375499817,1040.0,20.8,1020.0,14.675,8.55
57,GRASIM,-3.5079144264390716,2480.0,34.525,2420.0,21.15,7.774999999999999
35,CHOLAFIN,-1.5933667036032249,1240.0,16.4,1220.0,11.6,6.800000000000001
15,AUROPHARMA,-2.645087694282048,1320.0,27.35,1280.0,16.725,6.100000000000001
92,LTIM,-2.6176877091902155,5650.0,67.94999999999999,5500.0,36.975,6.000000000000014
0,AARTIIND,-1.070541005543873,500.0,11.975000000000001,490.0,8.925,5.875
93,LTTS,-2.351016190148123,4950.0,77.6,4800.0,41.724999999999994,5.849999999999994
47,EICHERMOT,-1.9444865766722281,4700.0,74.025,4550.0,39.925,5.824999999999989
6,ADANIENT,-2.6308913348793155,2900.0,48.325,2800.0,26.9,5.474999999999994
142,TATAMOTORS,-1.8234562784915045,800.0,17.075,780.0,11.25,5.425000000000001
86,JUBLFOOD,-1.6033895488909198,570.0,10.85,560.0,7.975,5.1
154,VOLTAS,-0.11767407152287471,1680.0,23.975,1640.0,14.45,4.924999999999997
104,MUTHOOTFIN,-5.021943079389273,1760.0,41.225,1700.0,23.05,4.875
153,VEDL,-4.768907563025211,440.0,11.3,430.0,8.075,4.849999999999998
101,MGL,0.455477904106255,1400.0,26.275,1360.0,15.15,4.025000000000002
135,SRF,0.831565549427238,2300.0,26.15,2240.0,15.05,3.950000000000003
108,NESTLEIND,-1.0216161704739772,2180.0,16.475,2140.0,10.175,3.875
52,GLENMARK,-6.006768189509307,1620.0,40.05,1560.0,21.875,3.700000000000003
133,SHRIRAMFIN,-2.4545096494682945,3000.0,55.9,2900.0,29.75,3.6000000000000014
105,NATIONALUM,-2.917024145115823,230.0,6.9,225.0,5.2,3.5
89,LAURUSLABS,-0.921197556823871,480.0,8.75,470.0,6.050000000000001,3.3500000000000014
55,GODREJPROP,-2.0630669546436287,2750.0,53.875,2650.0,28.6,3.325000000000003
17,BAJAJ-AUTO,-1.4416378040527091,9600.0,121.1,9300.0,62.2,3.3000000000000114
112,OBEROIRLTY,1.0553569226975712,1980.0,33.75,1920.0,18.225,2.700000000000003
66,HINDALCO,-8.737182188509623,630.0,14.475000000000001,610.0,8.55,2.625
41,CROMPTON,-2.725470763131814,380.0,8.225,370.0,5.325,2.4250000000000007
138,SYNGENE,-0.3568683430328319,870.0,10.2,850.0,6.300000000000001,2.400000000000002
36,CIPLA,-1.363735885646367,1520.0,14.7,1480.0,8.55,2.400000000000002
76,INDHOTEL,-0.2612671456564337,670.0,14.6,650.0,8.475000000000001,2.350000000000003
60,HAVELLS,-1.5438513152425628,1600.0,16.75,1560.0,9.524999999999999,2.299999999999997
67,HINDCOPPER,-2.6473526473526476,285.0,9.125,275.0,5.699999999999999,2.2749999999999986
124,PVRINOX,-0.7815065344453932,1460.0,20.5,1420.0,11.375,2.25
68,HINDPETRO,-0.13968253968253969,380.0,7.45,370.0,4.775,2.1000000000000005
132,SBIN,-0.08726003490401396,830.0,10.75,810.0,6.4,2.0500000000000007
137,SUNTV,0.4103875134553283,720.0,12.475000000000001,700.0,7.25,2.0249999999999986
29,BPCL,-0.674615625980546,305.0,4.1,300.0,2.95,1.8000000000000007
102,MOTHERSON,-2.577702344330116,180.0,5.6,175.0,3.7,1.8000000000000007
4,ABFRL,-1.1120331950207472,290.0,7.825,280.0,4.775,1.7250000000000005
7,ADANIPORTS,-1.1986923356338541,1320.0,18.725,1280.0,10.2,1.6749999999999972
78,INDUSINDBK,-1.5089986155976005,1040.0,17.575,1000.0,9.600000000000001,1.6250000000000036
75,IGL,1.0408139398900713,420.0,7.125,410.0,4.3,1.4749999999999996
110,NMDC,-1.229474379074181,230.0,4.2,225.0,2.825,1.4500000000000002
139,TATACHEM,-2.4726581074655254,1100.0,23.125,1060.0,12.275,1.4250000000000007
146,TECHM,-2.5251633409853436,1600.0,17.125,1560.0,9.225000000000001,1.3250000000000028
21,BANKBARODA,0.41674559575677217,255.0,3.275,250.0,2.225,1.1750000000000003
113,ONGC,-0.9730538922155689,255.0,3.325,250.0,2.25,1.1749999999999998
79,INDUSTOWER,-0.9447674418604652,330.0,6.05,320.0,3.5999999999999996,1.1499999999999995
11,ASHOKLEY,-0.26229508196721313,205.0,3.45,200.0,2.275,1.0999999999999996
123,POWERGRID,-1.7610661589719183,300.0,3.325,295.0,2.2,1.0750000000000002
85,JSWSTEEL,-1.5946679832140214,970.0,15.2,940.0,8.125,1.0500000000000007
90,LICHSGFIN,0.7309596793209149,620.0,9.55,600.0,5.25,0.9499999999999993
20,BANDHANBNK,-0.7489823609226595,175.0,2.8499999999999996,170.0,1.875,0.9000000000000004
129,SAIL,-0.3697154798263945,120.0,3.75,115.0,2.325,0.9000000000000004
74,IEX,-1.9602336553583466,170.0,3.5999999999999996,165.0,2.175,0.75
151,UNITDSPR,-1.688888888888889,1400.0,17.5,1360.0,9.075,0.6499999999999986
43,DABUR,-1.2698118453980909,515.0,4.075,505.0,2.3499999999999996,0.6249999999999991
97,MANAPPURAM,-2.0685692396092707,150.0,3.8,145.0,2.175,0.5499999999999998
121,PNB,-0.4180602006688963,104.0,2.025,101.0,1.275,0.5249999999999999
50,FEDERALBNK,0.7191098586074535,200.0,2.525,195.0,1.525,0.5249999999999999
126,RBLBANK,-0.4184580108913729,170.0,3.825,165.0,2.1500000000000004,0.47500000000000053
31,BSOFT,-1.4715947980835045,560.0,11.375,540.0,5.925,0.47499999999999964
111,NTPC,-1.1800486618004866,395.0,4.8,385.0,2.625,0.4500000000000002
155,WIPRO,-0.8733239237826392,545.0,7.1,530.0,3.775,0.4500000000000002
