,symbol,pct_change,strike_price_near,opt_ltp_near,strike_price_far,opt_ltp_far,bcrs_val
82,MRF,1.0944802551101978,123500.0,934.125,125000.0,528.075,122.02500000000009
13,BAJFINANCE,0.8982218098294825,6700.0,66.05,6800.0,34.599999999999994,3.1499999999999915
46,HCLTECH,1.2638574891727725,1880.0,12.75,1900.0,7.525,2.3000000000000007
44,HAL,1.2079600528711998,4200.0,55.725,4300.0,28.925,2.125
45,HAVELLS,2.154680805153972,1680.0,13.15,1700.0,7.575,2.0
110,TCS,2.2842071213516135,4150.0,28.950000000000003,4200.0,15.274999999999999,1.5999999999999943
106,TATACHEM,2.161907009676658,1100.0,11.775,1120.0,6.550000000000001,1.325000000000001
22,BSOFT,2.219989037091175,570.0,6.15,580.0,3.55,0.9499999999999993
67,JUBLFOOD,2.160696680907,630.0,6.15,640.0,3.45,0.75
104,SUNPHARMA,1.7693558973773578,1800.0,12.375,1820.0,6.5,0.625
60,INDUSINDBK,2.0107238605898123,1040.0,10.375,1060.0,5.4,0.4250000000000007
68,LALPATHLAB,2.8861535352855,3100.0,27.075000000000003,3150.0,13.75,0.42499999999999716
99,SBICARD,0.5012531328320802,690.0,5.5,700.0,2.95,0.40000000000000036
25,CIPLA,1.0792959041231145,1500.0,12.4,1520.0,6.375,0.34999999999999964
69,LAURUSLABS,1.7264550811537267,500.0,5.75,510.0,3.0250000000000004,0.3000000000000007
43,GUJGASLTD,0.22101889711570338,460.0,5.3,470.0,2.8,0.2999999999999998
75,M&MFIN,1.7519953280124587,265.0,2.95,270.0,1.6,0.25
6,APOLLOHOSP,0.39671378876471025,6850.0,52.075,6950.0,26.125,0.17499999999999716
50,HEROMOTOCO,2.1165644171779143,4900.0,43.375,5000.0,21.75,0.125
76,MANAPPURAM,2.367055771725033,160.0,2.275,165.0,1.1,-0.07499999999999973
96,PNB,2.4213555621712812,105.0,1.275,108.0,0.575,-0.125
57,IGL,-1.0427848489495477,330.0,4.3,340.0,2.075,-0.14999999999999947
7,ASHOKLEY,2.618476857827771,225.0,2.45,230.0,1.125,-0.20000000000000018
39,GMRINFRA,4.664274730907227,83.0,1.125,86.0,0.42500000000000004,-0.2749999999999999
81,MOTHERSON,1.9286577992744864,170.0,2.675,175.0,1.1749999999999998,-0.3250000000000002
1,ABCAPITAL,1.4659121530584749,190.0,2.7,195.0,1.1749999999999998,-0.35000000000000053
30,CUB,0.41486502278836035,175.0,1.775,180.0,0.7,-0.375
23,CANBK,2.0674203075669624,101.0,1.475,105.0,0.525,-0.42500000000000004
98,SAIL,0.6106735109301709,115.0,1.975,120.0,0.775,-0.42500000000000004
61,INDUSTOWER,3.2507739938080498,340.0,3.675,350.0,1.5750000000000002,-0.5249999999999995
66,JSWSTEEL,0.6832755177126038,970.0,8.925,990.0,4.15,-0.625
29,CROMPTON,2.024396574098106,400.0,4.0,410.0,1.65,-0.7000000000000002
26,COALINDIA,1.351840675920338,425.0,3.75,435.0,1.525,-0.7000000000000002
8,ASIANPAINT,0.5809731299927379,2520.0,18.875,2560.0,9.05,-0.7749999999999986
89,NTPC,0.96743425534814,375.0,4.475,385.0,1.8250000000000002,-0.8249999999999993
114,VOLTAS,1.2861064693244213,1720.0,20.975,1760.0,10.075,-0.8250000000000028
73,LUPIN,0.9681065408619589,2080.0,20.55,2120.0,9.85,-0.8500000000000014
16,BERGEPAINT,0.8533666354459359,490.0,4.45,500.0,1.725,-1.0
32,DABUR,1.1388179854702534,520.0,3.7,530.0,1.35,-1.0
40,GODREJCP,0.7872016251904521,1200.0,11.775,1220.0,5.375,-1.0250000000000004
20,BPCL,1.585386868860934,300.0,3.5,310.0,1.225,-1.0499999999999998
105,SYNGENE,1.9526627218934913,870.0,10.075,890.0,4.5,-1.0749999999999993
65,JINDALSTEL,-0.783495857054281,890.0,11.175,910.0,5.025,-1.125
18,BHEL,4.074024165656021,235.0,3.9000000000000004,245.0,1.3250000000000002,-1.25
14,BANKBARODA,0.41356492969396197,245.0,3.425,255.0,1.025,-1.375
116,ZYDUSLIFE,0.872139119403774,960.0,10.725000000000001,980.0,4.65,-1.4250000000000007
115,WIPRO,2.278481012658228,570.0,6.2,585.0,2.325,-1.5499999999999998
10,AUBANK,2.6304404257160163,600.0,6.0,620.0,2.225,-1.5499999999999998
51,HINDALCO,-0.5822416302765648,660.0,6.475,680.0,2.45,-1.5749999999999993
88,NMDC,-0.23294360077050577,225.0,4.025,235.0,1.225,-1.5750000000000002
109,TATAPOWER,2.2556390977443606,420.0,5.3,435.0,1.8250000000000002,-1.6499999999999995
54,ICICIBANK,0.051803148037457655,1270.0,8.850000000000001,1290.0,3.5999999999999996,-1.6500000000000021
49,HDFCLIFE,-2.6903883705793015,680.0,7.3,700.0,2.8,-1.7000000000000002
97,RECLTD,3.795954966623493,530.0,7.45,550.0,2.875,-1.7000000000000002
108,TATACONSUM,0.5842311196869808,950.0,7.425,970.0,2.8499999999999996,-1.7250000000000005
36,DLF,1.5761476324949102,780.0,10.225000000000001,800.0,4.25,-1.7250000000000014
52,HINDPETRO,0.6794401413235494,375.0,5.95,390.0,2.05,-1.8500000000000005
11,AXISBANK,0.057575623366845304,1140.0,10.725000000000001,1160.0,4.425000000000001,-1.875
113,UPL,2.8440880268556508,560.0,6.475,580.0,2.3,-1.875
70,LICHSGFIN,1.5460122699386503,630.0,6.550000000000001,650.0,2.3,-1.950000000000001
28,CONCOR,2.280088917116545,810.0,10.65,830.0,4.325,-2.0
64,IRCTC,1.956112852664577,820.0,8.75,840.0,3.2750000000000004,-2.1999999999999993
94,PFC,3.7795793163891327,480.0,7.75,500.0,2.675,-2.4000000000000004
12,BAJAJ-AUTO,1.4523898128298802,9800.0,100.225,10000.0,48.900000000000006,-2.424999999999983
112,UBL,1.1702327076024959,1900.0,21.075000000000003,1940.0,9.275,-2.525000000000002
58,INDHOTEL,2.4082491011464624,760.0,9.475000000000001,780.0,3.4749999999999996,-2.525000000000002
101,SBIN,-0.43544924869671875,820.0,7.824999999999999,840.0,2.625,-2.5749999999999993
56,ICICIPRULI,-2.9295042932390505,680.0,8.45,700.0,2.9000000000000004,-2.6499999999999986
2,ACC,1.1710724558279686,2240.0,20.2,2280.0,8.775,-2.6499999999999986
90,OBEROIRLTY,2.26058256496228,1980.0,26.625,2040.0,11.925,-2.7749999999999986
5,AMBUJACEM,1.0266194240029072,560.0,6.65,580.0,1.9249999999999998,-2.8000000000000007
42,GRASIM,0.6119781351501228,2560.0,22.174999999999997,2600.0,9.675,-2.8249999999999957
53,HINDUNILVR,0.5264353103903879,2460.0,15.375,2500.0,6.1,-3.1750000000000007
4,ADANIPORTS,3.0192953675494105,1340.0,13.95,1380.0,5.25,-3.4499999999999993
55,ICICIGI,-1.8746943433135903,1820.0,22.95,1860.0,9.75,-3.4499999999999993
24,CANFINHOME,2.411236361444331,860.0,10.649999999999999,890.0,3.575,-3.4999999999999982
107,TATACOMM,2.1100705283847847,1780.0,22.4,1820.0,9.4,-3.599999999999998
86,NESTLEIND,1.2941840767927724,2260.0,17.475,2300.0,6.925,-3.6250000000000018
33,DALBHARAT,3.99822695035461,1780.0,19.55,1820.0,7.95,-3.6500000000000004
77,MARUTI,0.3434217209743468,11300.0,91.1,11500.0,43.675,-3.75
80,MGL,-0.49982307147912247,1140.0,18.700000000000003,1180.0,7.475,-3.7500000000000036
21,BRITANNIA,0.5294129624727657,5000.0,40.275,5100.0,18.200000000000003,-3.874999999999993
63,IPCALAB,2.0024911372999905,1620.0,15.125,1660.0,5.625,-3.875
111,TRENT,2.6632397231113707,6600.0,98.55000000000001,6800.0,47.2,-4.150000000000006
92,PEL,3.22181506686337,1100.0,15.1,1140.0,5.45,-4.199999999999999
15,BATAINDIA,1.0718446601941747,1310.0,12.675,1340.0,4.1,-4.475000000000001
79,MFSL,-2.9653836843379326,1220.0,16.875,1260.0,6.15,-4.574999999999999
48,HDFCBANK,2.24633431085044,1750.0,14.55,1780.0,4.95,-4.65
62,INFY,1.9732671902990218,1860.0,15.475000000000001,1900.0,5.275,-4.925000000000001
17,BHARATFORG,3.216430183195013,1360.0,17.675,1400.0,6.35,-4.975000000000001
3,ADANIENT,1.959813216357719,2920.0,37.85,3000.0,16.35,-5.149999999999999
100,SBILIFE,-2.5982337130423656,1540.0,15.125,1580.0,4.5,-6.125
