,symbol,pct_change,ivp,strike_price,opt_ltp,params.delta,ltp,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val,sort_val
107,INFY,2.7837021854139548,35.133012355506985,1840.0,17.075,-0.39268412028369104,1855.4,1800.0,6.9,-0.1893382409549087,-3.2749999999999986,-0.001765118033847148
199,TECHM,2.0702481858649917,29.962223235686093,1660.0,18.5,-0.40464976244741013,1673.85,1620.0,7.725,-0.20174046022005,-3.0500000000000007,-0.0018221465483764978
151,NIFTY,0.42115377956300426,66.29638083404846,23000.0,117.55,-0.342758718661067,23200.5,22600.0,37.125,-0.13259562084689114,-43.3,-0.0018663390875196654
82,HAVELLS,-1.201716738197425,31.171165278972552,1540.0,15.975,-0.39485265615425424,1553.85,1500.0,6.45,-0.18510503282929092,-3.0749999999999993,-0.0019789554976349065
131,LTIM,1.7575073771914598,13.823193267064473,5800.0,59.475,-0.3806092237983799,5862.25,5650.0,23.725,-0.17881883186569303,-12.024999999999999,-0.00205126018167086
30,BANKNIFTY,0.2652612366895152,96.88812822418618,48400.0,327.075,-0.3527406571140076,48892.6,47400.0,111.05,-0.14610260155284505,-104.975,-0.0021470529282549915
198,TCS,2.5564671576137994,49.13178083584281,4100.0,30.700000000000003,-0.3444898962730074,4150.05,4000.0,10.850000000000001,-0.1431241772432983,-9.0,-0.0021686485704991505
187,SUNPHARMA,1.6665723501782586,65.68527098327606,1780.0,14.0,-0.3724092221675912,1796.55,1740.0,5.05,-0.160480833169521,-3.9000000000000004,-0.002170827419220172
180,SBIN,-0.6240147136100893,82.48085030474716,750.0,8.399999999999999,-0.4023589385869195,756.45,730.0,3.3499999999999996,-0.189827109207933,-1.6999999999999993,-0.0022473395465661965
113,ITC,-0.09116809116809116,91.56501938570713,435.0,4.275,-0.40238236735350374,438.35,425.0,1.625,-0.18719299987464733,-1.0250000000000004,-0.0023383141325424898
35,BHARTIARTL,0.12890948712439768,18.7974815875207,1620.0,14.600000000000001,-0.4046794453125724,1631.15,1580.0,5.324999999999999,-0.17339457418811488,-3.950000000000003,-0.002421604389541123
205,UBL,-0.12312297812756506,73.08910618503816,2040.0,22.075000000000003,-0.36268490308430745,2068.55,1980.0,8.2,-0.161985413280459,-5.675000000000004,-0.002743467646418991
16,ASIANPAINT,0.11494761041602193,30.271591252578244,2240.0,18.65,-0.3631496007388937,2264.5,2180.0,6.15,-0.1434942037740129,-6.349999999999998,-0.0028041510267167134
86,HDFCLIFE,-0.881057268722467,28.048249645701883,610.0,5.05,-0.33821112573406564,618.75,590.0,1.65,-0.12508211820339132,-1.75,-0.0028282828282828283
40,BRITANNIA,0.8022864142084313,81.86899955020024,4850.0,35.825,-0.305175383483977,4937.8,4650.0,10.925,-0.09754891702397017,-13.975000000000001,-0.0028302077848434528
132,LTTS,0.2675659856740712,16.644914837714804,5300.0,47.25,-0.3222109907412115,5396.25,5100.0,15.850000000000001,-0.11947593632259523,-15.549999999999997,-0.002881630762103312
22,AXISBANK,-0.8024691358024691,62.904887726848514,950.0,7.5,-0.3301043998842811,964.2,920.0,2.3,-0.11840492005909042,-2.9000000000000004,-0.003007674756274632
193,TATACONSUM,-0.33529351078097597,88.79574778824977,950.0,8.275,-0.32713192276893976,966.05,920.0,2.675,-0.125817484882788,-2.9250000000000007,-0.003027793592464159
176,RELIANCE,0.22722820763956905,11.673863229351964,1270.0,9.8,-0.39156826224469343,1279.15,1240.0,2.925,-0.14638175309697643,-3.950000000000001,-0.0030879881171090185
183,SIEMENS,-1.1887586794570015,67.61259799518898,5800.0,83.125,-0.4108357061885983,5855.9,5600.0,32.475,-0.18912877942817108,-18.174999999999997,-0.003103707372052118
95,ICICIGI,-2.8678533043227517,21.59036037893562,1820.0,13.625,-0.3073410329394557,1852.65,1760.0,3.925,-0.10476075930928941,-5.775,-0.0031171565055461096
66,DMART,-0.6567413385278975,0.936945219899629,3500.0,27.5,-0.3011019776834676,3569.9,3350.0,8.075,-0.09538951019643815,-11.350000000000001,-0.003179360766408023
68,EICHERMOT,0.6611271313311966,29.10764361565824,4950.0,43.975,-0.36054542338021645,5009.25,4800.0,13.85,-0.13584408447731644,-16.275000000000002,-0.003248989369666118
149,NESTLEIND,0.09540900933645306,69.77603051705803,2180.0,17.0,-0.3604158780650476,2203.15,2120.0,4.9,-0.12779848291593388,-7.199999999999999,-0.003268048022150103
83,HCLTECH,1.5463344087217712,27.141008213145767,1800.0,12.875,-0.324115071748335,1825.6,1740.0,3.45,-0.10157258862242036,-5.975,-0.0032728965819456618
13,APOLLOHOSP,-0.2117465112413549,55.67452878535122,6800.0,49.8,-0.32108095419195426,6904.0,6600.0,13.600000000000001,-0.10864857360004465,-22.599999999999994,-0.0032734646581691765
59,DABUR,0.038328861632809505,80.16442920825907,515.0,4.35,-0.34495317381993895,522.0,500.0,1.3,-0.1275489123206397,-1.7499999999999996,-0.003352490421455938
96,ICICIPRULI,-5.934997644842204,51.23396307695888,590.0,6.3,-0.3530781114370791,599.1,570.0,2.125,-0.1424876038299967,-2.05,-0.003421799365715239
103,INDIANB,-0.9644766997708175,9.393433823708609,510.0,7.85,-0.37386327836530264,518.55,490.0,3.0250000000000004,-0.17146823045182225,-1.799999999999999,-0.0034712178189181355
21,AUROPHARMA,0.24390243902439024,80.86429013881691,1180.0,15.7,-0.40241582401168463,1191.9,1140.0,5.775,-0.1773276432213331,-4.149999999999999,-0.003481835724473528
1,ABB,-0.14206912972737012,86.34881501700114,6200.0,83.275,-0.37190724024816224,6290.8,6000.0,30.5,-0.1707670386078307,-22.275000000000006,-0.0035408851020537935
213,WIPRO,3.5146443514644354,33.56249110236653,305.0,3.1500000000000004,-0.35936940323466926,309.25,295.0,1.025,-0.14161258586176662,-1.1000000000000005,-0.0035569927243330655
84,HDFCAMC,-1.8676395765856322,59.997414295045324,3900.0,44.95,-0.37256870760752525,3953.9,3750.0,15.4,-0.14573641821300243,-14.150000000000002,-0.0035787450365461953
79,GRASIM,0.9063889884277313,40.953210683683324,2360.0,18.55,-0.33449317778767806,2393.55,2280.0,4.949999999999999,-0.1067410049899723,-8.650000000000002,-0.003613878966388837
124,LALPATHLAB,1.5915024498408499,49.82154827049038,2800.0,30.825,-0.36097158033376675,2840.6,2700.0,10.25,-0.1422503075242837,-10.325,-0.003634795465746673
75,GNFC,-1.3304566702624956,63.83574396498018,540.0,6.5,-0.3578218880067625,548.8,520.0,2.25,-0.14721517336009693,-2.0,-0.003644314868804665
85,HDFCBANK,1.1110099262362263,99.93927516607489,1640.0,15.075,-0.3397518676698238,1665.45,1580.0,4.475,-0.11831407594095145,-6.125,-0.003677684709838182
171,POWERGRID,-1.40403039312851,91.1517070669759,295.0,3.1500000000000004,-0.37668176147451027,298.45,285.0,1.025,-0.14615589396980833,-1.1000000000000005,-0.0036857094990785746
179,SBILIFE,-0.1839299703668381,41.486929646063025,1440.0,11.0,-0.3115005328905529,1465.25,1380.0,2.7750000000000004,-0.08886072332273554,-5.449999999999999,-0.003719501791503156
48,CHOLAFIN,1.2491940683430047,85.66105241457471,1240.0,17.175,-0.3857810369704229,1256.3,1200.0,6.25,-0.17693874517041885,-4.675000000000001,-0.003721244925575102
194,TATAELXSI,0.4345632395306066,0.18302859530205065,6100.0,58.9,-0.369740718052737,6170.8,5900.0,17.875,-0.1354128324892756,-23.15,-0.003751539508653659
129,LT,-0.7330034817665384,74.43089028263013,3500.0,37.575,-0.4229992102985207,3521.05,3400.0,12.1,-0.16950639150079816,-13.375000000000004,-0.0037985828091052394
201,TITAN,0.026785315694706924,44.72360865976215,3300.0,22.15,-0.29274532069545467,3360.95,3150.0,4.6,-0.06863363091794894,-12.95,-0.003853077254942799
12,APLAPOLLO,-1.5308050900844148,4.204567853576757,1540.0,18.25,-0.36379520929446807,1563.1,1480.0,6.074999999999999,-0.14203828505517369,-6.100000000000001,-0.0039025014394472534
159,PAGEIND,0.7461877871268651,30.60633270521177,45500.0,488.775,-0.379017691040757,46019.7,44000.0,154.2,-0.14640467302656535,-180.375,-0.003919517076382506
89,HINDALCO,-0.36531904529956166,22.290088569937826,600.0,4.4,-0.2812602418204425,613.65,560.0,0.975,-0.06004743574940663,-2.45,-0.003992503870284364
63,DIVISLAB,0.33154851145855646,54.81347994439363,5750.0,47.125,-0.3142722228518352,5855.6,5550.0,11.8,-0.099171735968963,-23.525,-0.004017521688639934
45,CDSL,-1.456962315424156,19.33871760355374,1480.0,24.950000000000003,-0.3798555493416961,1504.9,1420.0,9.45,-0.17542471980804009,-6.050000000000004,-0.004020200677785902
55,CROMPTON,-1.41643059490085,27.24374271959012,340.0,2.9000000000000004,-0.292209556035099,348.0,325.0,0.75,-0.08840459495762154,-1.4000000000000004,-0.004022988505747127
133,LUPIN,1.6727962984932967,80.36253444723013,2100.0,18.125,-0.3085454122098936,2142.5,2020.0,4.75,-0.09887397230101702,-8.625,-0.004025670945157526
139,MCX,4.07585004359198,8.025473792451331,5600.0,62.900000000000006,-0.3189165964365479,5730.0,5300.0,19.875,-0.10819996863766157,-23.150000000000006,-0.004040139616055848
54,COROMANDEL,-3.578200335879517,91.25505947592949,1740.0,17.575,-0.3106680599495155,1779.85,1660.0,5.175,-0.10458876183893584,-7.225,-0.004059330842486726
158,ONGC,-0.7735055572243917,13.372245776047395,260.0,2.125,-0.32436810401253435,264.26,250.0,0.525,-0.09604417605698568,-1.075,-0.004067963369408916
14,APOLLOTYRE,-1.8384401114206128,55.31813730457622,430.0,3.55,-0.28532261554868876,440.5,410.0,0.875,-0.08152911013336206,-1.7999999999999998,-0.004086265607264472
77,GODREJPROP,-5.188340996330198,89.92381563552487,2200.0,29.424999999999997,-0.34052163637824506,2247.7,2100.0,10.1,-0.13569992062513658,-9.224999999999998,-0.004104195399741958
137,MARUTI,0.8784705268297612,97.96760948513119,11800.0,115.5,-0.3463655614481803,11982.95,11400.0,33.150000000000006,-0.1244931074991451,-49.19999999999999,-0.00410583370538974
101,INDHOTEL,1.3307984790874525,36.24969868317284,760.0,6.9,-0.33074370560829824,772.85,730.0,1.85,-0.10550865056642866,-3.2,-0.00414051885876949
53,CONCOR,-0.08599589865714097,40.28094502197213,740.0,6.4,-0.30725135761452105,755.2,700.0,1.6,-0.08182498782933434,-3.2,-0.00423728813559322
122,KOTAKBANK,1.09551523450873,69.65985720588704,1900.0,16.2,-0.37064718204880287,1919.45,1840.0,4.025,-0.11699779627137796,-8.149999999999999,-0.004246007971033368
10,AMBUJACEM,0.5814498733939792,97.7509197251252,530.0,8.399999999999999,-0.4020428965987446,536.25,510.0,3.05,-0.1802252008351638,-2.299999999999999,-0.004289044289044287
33,BERGEPAINT,0.5577773100399916,27.762082290950787,470.0,4.0,-0.32739475825885167,477.75,450.0,0.975,-0.09310851074485238,-2.05,-0.0042909471480900045
31,BATAINDIA,-0.6807749163619388,68.60372308140643,1260.0,11.75,-0.3563218013253402,1276.55,1220.0,3.1,-0.12209301757624302,-5.55,-0.004347655790999177
127,LICI,-0.8771406408496928,2.754650937487645,820.0,7.875,-0.3601044834898759,830.6,790.0,2.125,-0.1185173309672618,-3.625,-0.00436431495304599
126,LICHSGFIN,-0.7047279214986619,13.01970816739743,550.0,5.85,-0.3749198296104177,556.55,530.0,1.7,-0.132783186622783,-2.4499999999999997,-0.004402120204833348
206,ULTRACEMCO,0.1976727884480583,99.99999999999442,10500.0,132.875,-0.33937333422732174,10720.65,10000.0,42.8,-0.1256209698970393,-47.275000000000006,-0.00440971396323917
4,ACC,-0.8252174559512305,99.81078995355466,1960.0,24.6,-0.336292249073608,2001.0,1880.0,7.875,-0.13201317425934822,-8.850000000000001,-0.004422788605697152
24,BAJAJFINSV,1.3128467280490286,81.91791865785456,1720.0,16.950000000000003,-0.355280295000064,1744.05,1660.0,4.6,-0.1216355348992324,-7.7500000000000036,-0.004443679940368684
76,GODREJCP,-0.1423763914056433,99.99247230391299,1140.0,17.35,-0.38126072321274307,1157.25,1100.0,6.1,-0.1727602095730626,-5.150000000000002,-0.004450205227910998
174,RAMCOCEM,-0.18360204257272364,51.77818189483819,860.0,9.375,-0.3798586281444698,869.85,830.0,2.75,-0.13850639950085286,-3.875,-0.004454791055929183
163,PETRONET,-0.7836508912108174,99.08141542959125,315.0,3.0999999999999996,-0.299778519705691,322.85,300.0,0.825,-0.09377941311935267,-1.4499999999999997,-0.004491249806411645
136,MARICO,-0.1275701635899745,54.975582798580504,660.0,7.7,-0.4080545981159611,665.45,640.0,2.3499999999999996,-0.16235261234535847,-3.000000000000001,-0.004508227515215269
216,ZYDUSLIFE,-0.8701370971821724,38.97780343605828,960.0,7.375,-0.2959732362288455,979.75,920.0,1.475,-0.07460368751782342,-4.425,-0.004516458280173514
111,IRCTC,-1.6887586031098651,87.35904491537659,760.0,8.2,-0.3567859204361832,771.35,730.0,2.3499999999999996,-0.12372908675605387,-3.5,-0.0045374991897322876
144,MUTHOOTFIN,1.7068551367331855,72.02531454197131,2160.0,20.975,-0.32382014193549247,2201.75,2080.0,5.475,-0.10807244728627652,-10.025000000000002,-0.00455319632110821
6,ADANIENT,-0.22594142259414227,74.04405500775609,2340.0,34.45,-0.35978939985616976,2384.6,2220.0,11.774999999999999,-0.1386535563475173,-10.900000000000006,-0.004570997232240211
