,symbol,pct_change,strike_price_near,opt_ltp_near,strike_price_far,opt_ltp_far,bcrs_val
39,DIXON,-9.027000165645187,14100.0,259.20000000000005,14600.0,143.75,28.299999999999955
15,BALKRISIND,-1.1026525108387668,3000.0,33.875,3050.0,23.625,13.375
122,TVSMOTOR,-3.408406600024088,2500.0,13.3,2520.0,10.475000000000001,7.650000000000002
108,SHRIRAMFIN,-3.7231349809011003,3250.0,46.650000000000006,3350.0,25.275,3.8999999999999915
83,MCX,-2.1843491346877353,6700.0,63.325,6900.0,33.225,3.125
69,JKCEMENT,-0.6820554184854811,4300.0,46.4,4400.0,24.625,2.8500000000000014
102,RECLTD,-2.2120080436656133,530.0,7.275,540.0,5.05,2.8249999999999993
112,TATACHEM,-2.667446358688318,1120.0,7.95,1140.0,5.075,2.2
79,M&M,-4.58550366381213,2800.0,15.85,2850.0,8.975000000000001,2.100000000000003
77,LTIM,-1.2984504262377694,6100.0,15.774999999999999,6200.0,8.825,1.875
41,DRREDDY,-1.1663132384126023,6750.0,10.325,6850.0,6.075,1.825000000000001
95,PERSISTENT,0.3712643173739413,5900.0,32.9,6000.0,17.225,1.5500000000000043
121,TRENT,-3.255513100072686,7500.0,59.225,7700.0,30.375,1.5249999999999986
23,BHEL,-4.778605874616397,225.0,3.575,230.0,2.3,1.0249999999999995
56,HINDPETRO,-4.937507734191313,395.0,5.65,405.0,3.3,0.9499999999999993
64,INFY,-0.7007765361616928,1900.0,3.5,1920.0,1.975,0.4500000000000002
28,CANFINHOME,1.1973575557390588,880.0,6.725,900.0,3.55,0.375
59,IGL,-3.6541370883277087,430.0,3.7249999999999996,440.0,2.05,0.375
6,APOLLOTYRE,-0.9836065573770493,500.0,3.125,510.0,1.725,0.3250000000000002
27,CANBK,-3.802358682391216,98.0,1.125,100.0,0.725,0.32499999999999996
98,PNB,-2.8291401434778214,100.0,1.125,102.0,0.725,0.32499999999999996
89,NATIONALUM,-3.257271483426756,225.0,2.45,230.0,1.375,0.2999999999999998
124,UNITDSPR,0.35799522673031026,1520.0,4.325,1540.0,2.3,0.27499999999999947
80,M&MFIN,-1.4632339322096684,275.0,1.35,280.0,0.8,0.25
111,SYNGENE,-1.5671852899575671,900.0,5.0,920.0,2.5999999999999996,0.1999999999999993
