,symbol,pct_change,strike_price_near,opt_ltp_near,strike_price_far,opt_ltp_far,bcrs_val
150,TRENT,-0.4605662465636045,6800.0,322.45,6600.0,244.425,166.40000000000003
29,BOSCHLTD,2.2347082647552816,35000.0,533.225,34000.0,309.0,84.77499999999998
48,DIXON,7.582998943304488,15000.0,346.425,14500.0,208.9,71.375
106,MCX,-1.5226948942232572,6200.0,181.425,6000.0,121.85,62.27499999999998
113,NAUKRI,2.708991949939706,7600.0,176.9,7400.0,118.075,59.25
122,PERSISTENT,4.990796981409903,5500.0,103.275,5400.0,75.175,47.07499999999999
47,DIVISLAB,1.7257039055404175,5750.0,120.875,5600.0,80.57499999999999,40.27499999999998
39,COFORGE,3.3005779965860635,7600.0,147.425,7400.0,93.175,38.92499999999998
114,NAVINFLUOR,3.235551080244629,3350.0,39.15,3300.0,28.299999999999997,17.449999999999996
137,SIEMENS,1.4685750736437722,6900.0,127.95,6700.0,72.475,16.999999999999986
1,ABB,-0.9207974664118197,6900.0,128.925,6700.0,72.80000000000001,16.67500000000001
43,CUMMINSIND,3.1159854911033045,3500.0,75.125,3400.0,45.224999999999994,15.324999999999989
101,LUPIN,-0.933470272737647,2100.0,48.35,2040.0,31.55,14.75
55,GLENMARK,1.4483554529717253,1700.0,35.55,1660.0,24.25,12.950000000000003
107,MFSL,-1.4465032875074717,1200.0,23.55,1180.0,17.875,12.2
13,ASTRAL,1.1332639689547537,1740.0,32.1,1700.0,21.45,10.799999999999997
7,ALKEM,1.6175037958241545,5700.0,145.225,5500.0,77.875,10.525000000000006
25,BHARATFORG,0.6357887540591352,1420.0,32.75,1380.0,21.35,9.950000000000003
81,INDIGO,2.0654740111353798,3900.0,50.55,3800.0,29.525,8.5
50,EICHERMOT,0.899040955180164,4800.0,74.05,4650.0,41.275,8.5
111,MUTHOOTFIN,-0.023452768729641693,1860.0,42.099999999999994,1800.0,25.2,8.300000000000004
157,ZYDUSLIFE,0.6352087114337568,960.0,17.675,940.0,12.5,7.324999999999999
82,INDUSINDBK,-1.4909672993368397,1040.0,16.025,1020.0,11.575,7.125
9,APOLLOHOSP,0.14425686291313167,6800.0,100.80000000000001,6600.0,53.650000000000006,6.5
15,AUROPHARMA,0.48295352913819634,1360.0,27.025,1320.0,16.65,6.274999999999999
58,GODREJPROP,2.4140234896968846,2850.0,62.45,2750.0,34.3,6.1499999999999915
145,TATAMOTORS,-0.10124471443034962,810.0,17.025,790.0,11.45,5.875
110,MPHASIS,1.6170909787931065,2850.0,65.30000000000001,2750.0,35.45,5.599999999999994
155,VOLTAS,0.8146100458769557,1660.0,25.425,1620.0,15.425,5.425000000000001
0,AARTIIND,1.0903426791277258,500.0,11.100000000000001,490.0,8.15,5.199999999999999
131,RECLTD,1.099006116207951,510.0,11.024999999999999,500.0,8.100000000000001,5.175000000000004
10,APOLLOTYRE,0.6850736973219846,470.0,11.575,460.0,8.375,5.175000000000001
129,PVRINOX,0.8608131373328035,1480.0,25.625,1440.0,15.05,4.475000000000001
37,CIPLA,-1.2108572495797796,1540.0,18.725,1500.0,11.6,4.474999999999998
136,SHRIRAMFIN,-0.3250614445413462,3050.0,56.349999999999994,2950.0,30.375,4.400000000000006
3,ABFRL,-0.8227743952608196,290.0,7.3,285.0,5.775,4.250000000000001
119,OBEROIRLTY,0.4724527547245275,1940.0,32.075,1880.0,17.9,3.7249999999999943
112,NATIONALUM,1.4609700161386223,230.0,6.7,225.0,5.15,3.6000000000000005
69,HINDALCO,1.7136736879685828,690.0,14.55,670.0,9.075,3.599999999999998
74,ICICIGI,1.1960167442344194,1880.0,20.975,1840.0,12.15,3.3249999999999993
154,VEDL,-0.5841741901221456,450.0,8.325,440.0,5.824999999999999,3.3249999999999993
102,M&M,0.60734317470149,2850.0,63.725,2750.0,33.400000000000006,3.07500000000001
34,CANFINHOME,-0.07466544138762851,840.0,13.899999999999999,820.0,8.475000000000001,3.0500000000000043
5,ADANIENT,3.821873400443611,2960.0,47.5,2860.0,25.275,3.049999999999997
19,BAJFINANCE,0.5231307251153119,6800.0,89.975,6600.0,46.5,3.0250000000000057
140,SUNTV,2.0689655172413794,720.0,13.8,700.0,8.399999999999999,2.9999999999999964
27,BHEL,5.230860383427145,240.0,5.425000000000001,235.0,4.05,2.674999999999999
41,CONCOR,1.2418651859812526,820.0,11.225,800.0,6.9,2.575000000000001
87,IRCTC,3.5326742223293945,830.0,9.75,810.0,6.125,2.5
28,BIOCON,1.1023622047244095,310.0,4.824999999999999,305.0,3.6500000000000004,2.4750000000000014
70,HINDCOPPER,-0.9816971713810317,290.0,8.9,280.0,5.575,2.25
42,CROMPTON,2.6817947395564725,385.0,7.825,375.0,5.0,2.175
92,JUBLFOOD,1.1719079335637805,580.0,13.3,560.0,7.725,2.1499999999999986
108,MGL,3.0209084354722417,1380.0,23.025,1340.0,12.5,1.9750000000000014
146,TATAPOWER,2.238805970149254,430.0,6.2,420.0,4.05,1.8999999999999995
117,NMDC,0.8969944309824427,230.0,4.8,225.0,3.3,1.7999999999999998
141,SYNGENE,3.5995177679545325,870.0,10.55,850.0,6.1,1.6499999999999986
91,JSWSTEEL,0.14458792441541607,970.0,14.4,940.0,7.9750000000000005,1.5500000000000007
78,IGL,1.4022051773729627,410.0,6.8,400.0,4.15,1.5000000000000009
75,ICICIPRULI,-1.5790906615845361,700.0,10.8,680.0,6.125,1.4499999999999993
84,INFY,3.4772966364334255,1760.0,12.524999999999999,1720.0,6.975,1.4250000000000007
11,ASHOKLEY,0.44681053332065795,205.0,4.0,200.0,2.675,1.3499999999999996
109,MOTHERSON,1.4852822036186877,180.0,4.2,175.0,2.775,1.3499999999999996
32,BSOFT,3.1347682414932576,560.0,11.625,540.0,6.475,1.3249999999999993
20,BANDHANBNK,0.7465554152714499,180.0,4.3,175.0,2.8,1.2999999999999998
46,DEEPAKNTR,2.915796670300634,2700.0,48.900000000000006,2600.0,25.1,1.2999999999999972
142,TATACHEM,0.9789223035541053,1120.0,23.7,1080.0,12.475,1.25
124,PFC,0.23910444516900337,450.0,13.774999999999999,430.0,7.5,1.2250000000000014
21,BANKBARODA,1.7936354869816782,255.0,3.625,250.0,2.425,1.2249999999999996
130,RAMCOCEM,0.4380974055530269,860.0,18.15,830.0,9.675,1.2000000000000028
36,CHOLAFIN,0.29147720648245307,1260.0,23.05,1220.0,12.1,1.1499999999999986
2,ABCAPITAL,1.5903495814869522,200.0,3.9000000000000004,195.0,2.475,1.0499999999999998
83,INDUSTOWER,-0.014549687181725592,330.0,4.975,320.0,3.0,1.0250000000000004
59,GRANULES,2.304563940352463,550.0,11.95,530.0,6.4,0.8500000000000014
79,INDHOTEL,1.6148236344694151,660.0,10.5,640.0,5.675,0.8499999999999996
17,BAJAJ-AUTO,1.307017765535367,9700.0,123.35,9400.0,62.075,0.8000000000000114
103,MANAPPURAM,-2.4050872001511054,150.0,3.675,145.0,2.225,0.7750000000000004
38,COALINDIA,-0.4919345612630134,420.0,4.825,410.0,2.8,0.7749999999999995
16,AXISBANK,0.29797377830750893,1140.0,10.625,1110.0,5.675000000000001,0.7250000000000014
156,WIPRO,3.0822860288046967,545.0,7.875,530.0,4.3,0.7249999999999996
121,PEL,1.1144648247039706,1060.0,22.825,1020.0,11.774999999999999,0.7249999999999979
30,BPCL,2.931174089068826,310.0,5.45,300.0,3.075,0.7000000000000002
77,IEX,1.5394336262852546,170.0,3.0999999999999996,165.0,1.875,0.6500000000000004
89,JINDALSTEL,1.0098862549165515,920.0,16.575,890.0,8.6,0.625
71,HINDPETRO,3.541114058355438,380.0,8.475000000000001,365.0,4.55,0.6249999999999982
