,symbol,pct_change,ivp,strike_price,opt_ltp,params.delta,ltp,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val,sort_val
31,BANKNIFTY,1.627204442366097,74.14897535500036,51100.0,458.7,0.35263109977297097,50310.7,52400.0,148.075,0.14998785715800342,-162.55,-0.003230923044203321
158,NIFTY,1.4712437747277944,41.17320490196148,24100.0,165.175,0.3422715760395593,23787.65,24600.0,43.625,0.12770211081526972,-77.92500000000001,-0.0032758595321521885
23,AXISBANK,2.3480315752425964,43.56491429389988,1040.0,11.649999999999999,0.3452326777400341,1017.8,1080.0,3.975,0.14359043024468338,-3.6999999999999984,-0.003635291805855766
94,HINDUNILVR,-0.2529476561543797,44.24974102887368,2500.0,23.125,0.3226040999138954,2444.9,2600.0,6.775,0.11540390641361226,-9.575,-0.0039163155957298865
141,MARUTI,0.33744282324623043,5.561883260487548,13400.0,147.4,0.3638590452017679,13172.45,13900.0,46.474999999999994,0.14297471514622875,-54.45000000000002,-0.004133627381390706
25,BAJAJFINSV,0.801264278584895,59.45558944833442,1860.0,25.85,0.361426313365551,1817.85,1940.0,9.149999999999999,0.15741321462202093,-7.550000000000004,-0.004153257969579451
217,ULTRACEMCO,2.644229698241487,95.34532622690236,11800.0,168.925,0.3601118907029636,11519.3,12300.0,59.825,0.1594323026082172,-49.275000000000006,-0.004277603673834348
96,ICICIBANK,1.2094688681121943,42.411511642343505,1300.0,12.95,0.3322776516629867,1271.95,1350.0,3.7,0.12096818124755838,-5.549999999999999,-0.004363379063642437
208,TCS,0.6822433334555992,30.04219712167137,4200.0,41.925,0.3410722401231668,4117.35,4350.0,11.8,0.12544443446685286,-18.324999999999996,-0.004450678227500697
212,TORNTPHARM,-2.00200828417221,73.920603423792,3200.0,57.0,0.38048970506091695,3123.0,3350.0,21.525,0.17914189380826254,-13.950000000000003,-0.004466858789625361
185,RELIANCE,2.7290137248643473,16.27442951243547,1310.0,13.350000000000001,0.3550851893845181,1287.4,1360.0,3.725,0.1262796986190281,-5.900000000000001,-0.0045828802237066965
125,KOTAKBANK,2.279803683571693,88.75451062606723,1980.0,25.9,0.361450505251437,1938.1,2060.0,8.45,0.15041326095675725,-9.0,-0.004643723234095248
26,BAJFINANCE,0.4423416274855809,63.22376331607019,8700.0,116.44999999999999,0.34831097901552893,8481.05,9100.0,38.474999999999994,0.14252413778647272,-39.5,-0.004657442179918761
87,HDFCBANK,2.044868565332069,30.151434996333688,1760.0,13.425,0.30353702232041996,1721.65,1840.0,2.675,0.07673640073031693,-8.075000000000001,-0.004690268056805971
121,JSWSTEEL,1.0816283034953114,51.789215468981595,970.0,15.375,0.3762983860170948,948.55,1010.0,5.425000000000001,0.17159440056667524,-4.524999999999999,-0.00477043909124453
101,IEX,2.7603586708081815,74.80450989760439,180.0,4.4,0.4044435653691337,175.34,190.0,1.775,0.20439767960011926,-0.8500000000000005,-0.004847724421124675
78,GODREJCP,-1.6086600250140166,75.37671722770921,1170.0,18.375,0.36484154338844355,1140.7,1230.0,6.4,0.15483376141635194,-5.574999999999999,-0.00488734987288507
109,INFY,1.5881913303437967,21.095981898552658,1940.0,19.875,0.34643094907809624,1902.95,2020.0,5.25,0.11708575489604368,-9.375,-0.004926561391523687
9,ADANIPORTS,3.414924825815915,71.51134620116026,1160.0,22.3,0.3767486398155868,1128.05,1220.0,8.35,0.17625174254277368,-5.600000000000001,-0.00496431895749302
61,DABUR,1.1270491803278688,49.458520598908365,555.0,6.825,0.35232118534973883,542.85,580.0,2.05,0.1327637414061949,-2.7250000000000005,-0.005019802892143319
156,NESTLEIND,-0.8099876881871396,83.85842104432176,2340.0,29.325,0.3677300697999234,2296.1,2440.0,8.8,0.14022785341432933,-11.724999999999998,-0.00510648490919385
