,symbol,pct_change,ivp,strike_price,opt_ltp,params.delta,ltp,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val,sort_val
112,IRFC,-1.7917847025495752,3.721353677411344,140.0,1.975,0.427822854431429,138.67,145.0,0.975,0.2225770211742424,-0.025000000000000133,-0.00018028412778539076
176,RAMCOCEM,-1.934703748488513,20.83212842175736,900.0,8.075,0.39917940571476823,892.1,920.0,3.45,0.19838430335413967,-1.174999999999999,-0.001317116915144041
36,BHARTIARTL,0.37516012932349174,0.00043990557911565835,1660.0,6.4,0.32230289447916544,1645.45,1700.0,1.95,0.10021623615399988,-2.5000000000000004,-0.0015193412136497617
179,RELIANCE,-1.6148136449778898,2.396897234946962,1260.0,5.5,0.3114308659520751,1245.95,1290.0,1.725,0.10609103158158122,-2.05,-0.001645330872025362
23,AXISBANK,-0.5911897038819715,37.80252062456142,960.0,6.574999999999999,0.3623146564717567,950.05,980.0,2.475,0.1617471056986105,-1.6249999999999991,-0.0017104362928266924
167,PIDILITIND,-2.174583590376311,1.803103716995446,2880.0,17.575000000000003,0.3648817771428178,2854.35,2940.0,6.300000000000001,0.15178970671320666,-4.975000000000001,-0.0017429537372781899
140,MCX,-2.2397239211398503,0.046041951137184095,5800.0,57.375,0.37416893388791167,5722.3,6000.0,23.625,0.16630985493535916,-10.125,-0.001769393425720427
102,INDHOTEL,0.767741935483871,0.9792979467941958,790.0,5.45,0.35413978347761804,780.95,810.0,2.025,0.14817101179083308,-1.4000000000000004,-0.0017926883923426598
153,NIFTY,-0.5899749394980163,60.18900377398436,23300.0,90.375,0.338360558597554,23126.45,23600.0,24.35,0.12337114839888613,-41.675,-0.0018020491688088744
70,ESCORTS,-3.470715835140998,0.04790111816543153,3500.0,28.05,0.3943627720339321,3471.0,3600.0,10.825,0.1637403387862883,-6.400000000000002,-0.0018438490348602714
86,HDFCBANK,-0.9702904863468415,23.621280937829585,1660.0,9.975,0.38305778697468595,1648.3,1690.0,3.425,0.1604856983340006,-3.125,-0.0018958927379724565
61,DALBHARAT,-1.4644008524124366,0.11223529544908865,1820.0,14.55,0.3862367893115083,1803.3,1860.0,5.5,0.1758173730312095,-3.5500000000000007,-0.0019686130982088396
31,BANKNIFTY,-0.6047724659109578,80.34280931042628,48800.0,244.8,0.35415623141016456,48401.5,49600.0,73.125,0.13633326112133515,-98.55000000000001,-0.0020360939227090074
14,APOLLOHOSP,-2.3446971883840426,23.242376336568427,6850.0,41.25,0.33460920543030975,6765.95,7000.0,13.7,0.13417488910896588,-13.850000000000001,-0.002047014831620098
93,HINDUNILVR,1.8075011296882062,1.0327272913871974,2380.0,13.6,0.39116927979488886,2365.65,2420.0,4.35,0.15802291542412975,-4.9,-0.00207131232430833
96,ICICIGI,-1.1388964392497962,0.2236583332273308,1840.0,10.4,0.33314496847934644,1818.55,1880.0,3.275,0.12711255009560907,-3.8500000000000005,-0.0021170712930631552
34,BERGEPAINT,-0.1863932898415657,0.1498797487956065,485.0,3.725,0.4109607485258301,481.95,495.0,1.35,0.18104089976778245,-1.025,-0.002126776636580558
32,BATAINDIA,-1.798698813624187,10.449488818957025,1300.0,7.4,0.3229118556000313,1283.0,1330.0,2.325,0.12196733826064696,-2.75,-0.0021434138737334374
147,NATIONALUM,-1.315087106323094,7.125742956565509,205.0,2.5999999999999996,0.4308103035596351,203.36,210.0,1.0750000000000002,0.22525284224338976,-0.4499999999999993,-0.002212824547600311
168,PIIND,-0.5690262856172237,0.03145861945437592,3550.0,24.1,0.35923956465219825,3512.25,3650.0,8.15,0.13542381350486113,-7.800000000000001,-0.0022207986333546872
87,HDFCLIFE,-0.09646302250803859,0.33779357441613594,630.0,3.05,0.3021681470594122,621.4,650.0,0.825,0.0884429530642111,-1.4,-0.002252977148374638
152,NHPC,-2.3427552839317545,4.060101301959862,78.0,0.725,0.34916692130668847,76.7,81.0,0.275,0.14302513528711472,-0.17499999999999993,-0.0022816166883963484
204,TITAN,0.11902662669723153,1.592983269587917,3450.0,17.825,0.31694546106820964,3406.65,3550.0,5.025,0.09960877031502598,-7.774999999999999,-0.0022823007940351954
13,APLAPOLLO,-1.493948562783661,1.089537366486964,1580.0,12.225,0.3687909627548279,1562.7,1620.0,4.325,0.15464915660382345,-3.5749999999999993,-0.002287707173481794
83,HAVELLS,-4.599712517967627,9.362323454173001,1540.0,12.425,0.39116453285890634,1526.5,1580.0,4.45,0.16287964236984728,-3.5250000000000004,-0.002309204061578775
151,NESTLEIND,0.3451486182701696,29.93765601693222,2240.0,10.725000000000001,0.3014400700214836,2209.55,2300.0,2.775,0.09164466950799403,-5.175000000000002,-0.0023421058586590034
202,TECHM,0.12536808653313508,2.1280512799152573,1740.0,8.575,0.30759623951007026,1717.1,1780.0,2.25,0.10048989810536803,-4.074999999999999,-0.002373187350765826
182,SBILIFE,-0.9767169928121884,4.671885329334222,1460.0,8.025,0.31317926875202245,1439.65,1500.0,2.3,0.10481174091504396,-3.4250000000000007,-0.0023790504636543607
190,SUNPHARMA,-0.43980659436719755,33.714803120634166,1840.0,8.75,0.3342148497325005,1822.3,1880.0,2.2,0.10413024361586136,-4.35,-0.0023870932338253856
64,DIVISLAB,-1.5908974773884754,39.28647354494114,5850.0,41.975,0.3508211433613422,5777.5,6000.0,14.05,0.14040490594392785,-13.875,-0.002401557767200346
