,symbol,pct_change,strike_price,opt_ltp,params.delta,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val
118,JKCEMENT,-1.075268817204301,4850.0,78.325,0.34431493651815614,5150.0,20.950000000000003,0.1212353270525758,-36.425
42,BSE,-5.048027604215238,5300.0,137.45,0.3771892678287272,5700.0,49.975,0.1714259736960982,-37.499999999999986
10,ALKEM,-0.13399607065576594,5700.0,81.0,0.3311947764853469,6100.0,21.725,0.10749971085603913,-37.55
135,LTTS,-0.7384756199034781,4900.0,107.35,0.3934071965485757,5200.0,34.5,0.16631188805833866,-38.349999999999994
190,SIEMENS,-1.9415056296866862,6700.0,119.85,0.35952165933765984,7100.0,40.2,0.1496870934311017,-39.44999999999999
175,POLYCAB,-3.399347236820269,7200.0,146.175,0.37542550510593115,7600.0,51.425,0.16948534596038892,-43.32500000000002
44,CAMS,-4.89659576558432,5100.0,94.19999999999999,0.3174457873489607,5500.0,24.725,0.11008470656500656,-44.749999999999986
26,BAJFINANCE,-0.49361598965628706,7600.0,100.125,0.33730445559431754,8000.0,27.675,0.11931830566422497,-44.775
196,SUPREMEIND,-1.9503699537017003,4800.0,80.07499999999999,0.2973909632614298,5200.0,17.075,0.08706893801293653,-45.92499999999999
141,MARUTI,-1.3426856219007317,12100.0,121.225,0.32221698371454194,12600.0,36.525,0.11945613445842206,-48.175
152,NAUKRI,-2.8088372118629605,9100.0,177.125,0.37079775925051967,9600.0,63.65,0.16803308524900473,-49.825
210,TRENT,-4.434038144315843,7300.0,135.625,0.3411945797489861,7800.0,41.95,0.13367115328240417,-51.724999999999994
1,ABB,-2.745227364332564,6900.0,98.125,0.31547193882634134,7400.0,23.2,0.09532216783399357,-51.725
168,PERSISTENT,-1.9042721457344771,6600.0,117.1,0.3221298779409117,7100.0,32.65,0.11495064085312184,-51.8
143,MCX,-5.889397789250514,6100.0,130.0,0.34141112844826776,6600.0,37.85,0.1280854583451835,-54.3
201,TATAELXSI,-2.450142020839769,6700.0,145.775,0.3720988087480515,7200.0,44.224999999999994,0.14457490436265166,-57.32500000000002
24,BAJAJ-AUTO,-1.500453082349802,9100.0,145.975,0.3620982392707217,9600.0,43.875,0.13964481144160823,-58.224999999999994
213,ULTRACEMCO,-2.062178445708097,11900.0,153.55,0.336719131654961,12500.0,42.75,0.12054874212125184,-68.05000000000001
54,COFORGE,-0.5937506453811363,10000.0,190.125,0.34928124643139363,10700.0,51.375,0.12567332362325567,-87.375
157,NIFTY,-1.4963224917401339,24100.0,208.55,0.35007220674408973,24700.0,59.175,0.13809206511669203,-90.20000000000002
162,OFSS,-3.256047002157767,12500.0,292.35,0.3603247262346492,13500.0,88.25,0.14162510678902937,-115.85000000000002
67,DIXON,-2.5576594686898817,18750.0,399.025,0.3589780619074481,20000.0,131.10000000000002,0.15179609754720805,-136.82499999999993
39,BOSCHLTD,-2.07306753906868,34500.0,553.375,0.3771778243898411,36000.0,200.75,0.17222812079301716,-151.875
188,SHREECEM,-1.7207096971550933,26500.0,377.15,0.3382192945631887,28000.0,107.95,0.12253497727313815,-161.24999999999997
2,ABBOTINDIA,1.4150474183350894,31000.0,441.42499999999995,0.3392317840116818,32500.0,137.3,0.1358417638565596,-166.82499999999993
31,BANKNIFTY,-2.083625963729438,51100.0,540.75,0.3560472897982868,52600.0,181.3,0.15569448930798208,-178.14999999999998
149,MRF,-2.8133937617642957,126500.0,1745.625,0.35531467670794376,132000.0,572.7249999999999,0.14824523037236592,-600.1750000000002
