,symbol,pct_change,ivp,strike_price,opt_ltp,params.delta,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val
218,YESBANK,-1.4121338912133894,10.996338346792902,20.0,0.42500000000000004,0.3220276215042348,22.0,0.125,0.11551722503555581,-0.17500000000000004
99,IDFCFIRSTB,0.4787743376954995,58.50492065394523,65.0,0.975,0.3399527050846244,69.0,0.275,0.12067359672064414,-0.42499999999999993
111,IRB,-2.112796047026751,0.09222268517489016,60.0,1.125,0.33599439445796025,65.0,0.32499999999999996,0.11934072901238994,-0.4750000000000001
154,NHPC,-0.379746835443038,0.3216280416020342,82.0,1.3250000000000002,0.3248184491827769,88.0,0.4,0.11816171390463727,-0.5250000000000001
45,CANBK,-0.9153783563873067,39.34331236726404,101.0,1.525,0.3293664623720788,107.0,0.475,0.12719674736950137,-0.575
171,PNB,-0.9093547450904519,45.80827538362781,106.0,1.725,0.34208901262180674,112.0,0.55,0.13805154975512698,-0.625
30,BANKINDIA,-0.12987012987012989,99.99999451203672,104.0,2.05,0.34978477078940146,111.0,0.675,0.14479506169138393,-0.6999999999999997
211,UNIONBANK,-1.4599185984781458,99.99999999998927,116.0,2.25,0.34539475171501915,125.0,0.725,0.134608876951928,-0.8
158,NYKAA,-1.5194571710259235,8.823125574837555e-06,175.0,3.675,0.37935165670448107,185.0,1.4,0.17861182738478082,-0.875
181,SAIL,-1.490672141390699,34.180835979159,115.0,1.9249999999999998,0.3284286935536413,125.0,0.42500000000000004,0.09361340094637216,-1.0749999999999997
109,IOC,0.2295786121602607,30.770327690176526,140.0,1.8250000000000002,0.31950893294040605,150.0,0.375,0.08508830676075892,-1.0750000000000002
75,GAIL,1.997863247863248,62.08311503779525,195.0,4.125,0.40739038560072693,205.0,1.525,0.19204594990472962,-1.0750000000000002
59,CUB,-0.7429942081553853,8.829796967611406,175.0,2.2,0.3238820149294596,185.0,0.55,0.10405291263017977,-1.1
132,LTF,2.8126384172449432,71.63094350254957,145.0,2.375,0.328004355147111,155.0,0.625,0.11246907010264438,-1.125
90,HFCL,-1.7604670254492385,1.4152910348056842,115.0,1.725,0.2732074423283231,130.0,0.275,0.05505475924219053,-1.175
100,IEX,-0.13765414396329223,36.736908225591364,180.0,3.225,0.35478881438424376,190.0,1.025,0.14731611420551993,-1.1750000000000003
3,ABCAPITAL,-0.19974477057093715,40.60133643480608,185.0,3.075,0.3616670383885318,195.0,0.95,0.14437036235507364,-1.1750000000000003
162,ONGC,3.254774173992119,20.607595981202547,280.0,3.675,0.3407202954695284,295.0,1.225,0.13301550183312372,-1.2249999999999996
113,IRFC,-1.8783233202126925,0.5527939135803733,150.0,2.875,0.31842269986289506,165.0,0.825,0.10901638003042023,-1.225
188,SJVN,-1.132404181184669,1.5556999650830774,105.0,2.7,0.4056242471775858,115.0,0.725,0.13959201729850315,-1.2500000000000002
145,MOTHERSON,-1.2135764812771759,26.704695128619804,160.0,2.05,0.28115497998770633,175.0,0.375,0.06513206398632292,-1.2999999999999998
37,BHEL,-1.6324357893802957,19.372781707894234,230.0,4.125,0.34666944732419896,245.0,1.3250000000000002,0.13853734812780064,-1.4749999999999996
40,BPCL,1.0911650827173531,17.382495302798024,295.0,4.725,0.36208741623387164,310.0,1.625,0.15447858057540242,-1.4749999999999996
167,PETRONET,0.0,50.67594623645666,340.0,4.8,0.3619038966048186,355.0,1.625,0.15333784007118245,-1.5499999999999998
16,ASHOKLEY,-1.0053828017260555,31.19413254845098,230.0,2.525,0.3033813073089793,245.0,0.475,0.07485633260193779,-1.575
201,TATASTEEL,-0.5073491009475491,64.77018227169732,135.0,2.925,0.4428315635431528,145.0,0.625,0.1322546805069479,-1.6749999999999998
