,symbol,pct_change,ivp,strike_price,opt_ltp,params.delta,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val
98,IDEA,-0.9864364981504316,12.229762213667977,8.0,0.32499999999999996,-0.46479345708288855,7.0,0.07500000000000001,-0.13174252371542505,-0.17499999999999993
219,YESBANK,-1.4121338912133894,10.996338346792902,18.0,0.42500000000000004,-0.3123969541232461,16.0,0.07500000000000001,-0.07140255966900644,-0.275
99,IDFCFIRSTB,0.4787743376954995,58.50492065394523,61.0,0.975,-0.31784930761573316,57.0,0.275,-0.10636572851107973,-0.42499999999999993
111,IRB,-2.112796047026751,0.09222268517489016,56.0,1.4,-0.3714053055811056,52.0,0.42500000000000004,-0.14200754588931785,-0.5499999999999998
171,PNB,-0.9093547450904519,45.80827538362781,100.0,2.175,-0.3673970069721515,94.0,0.75,-0.15355555493963613,-0.6749999999999998
154,NHPC,-0.379746835443038,0.3216280416020342,77.0,1.75,-0.3780322585669007,72.0,0.525,-0.14354391582692416,-0.7
156,NMDC,-0.12055455093429776,52.62350453851644,65.0,1.5750000000000002,-0.39047817801367724,60.0,0.42500000000000004,-0.1317675392626535,-0.7250000000000001
45,CANBK,-0.9153783563873067,39.34331236726404,95.0,1.8250000000000002,-0.35447887436351655,89.0,0.525,-0.1269153747928553,-0.7750000000000001
109,IOC,0.2295786121602607,30.770327690176526,130.0,1.5750000000000002,-0.26770568637826464,120.0,0.32499999999999996,-0.06508829302777397,-0.9250000000000003
30,BANKINDIA,-0.12987012987012989,99.99999451203672,97.0,2.325,-0.3544001247321651,90.0,0.675,-0.13128393662897686,-0.9750000000000001
182,SAIL,-1.490672141390699,34.180835979159,105.0,1.625,-0.26756193242294835,95.0,0.275,-0.05720274460008434,-1.075
3,ABCAPITAL,-0.19974477057093715,40.60133643480608,175.0,3.3,-0.3451149087801054,165.0,1.1,-0.13955997840712886,-1.0999999999999996
212,UNIONBANK,-1.4599185984781458,99.99999999998927,108.0,2.55,-0.3516516839421219,100.0,0.675,-0.12200204146321836,-1.1999999999999997
158,NYKAA,-1.5194571710259235,8.823125574837555e-06,165.0,3.575,-0.3514376215194699,155.0,1.15,-0.1426237184762995,-1.2750000000000004
59,CUB,-0.7429942081553853,8.829796967611406,165.0,2.3,-0.3186986758492891,155.0,0.5,-0.08944728768214794,-1.2999999999999998
100,IEX,-0.13765414396329223,36.736908225591364,170.0,3.8499999999999996,-0.3705356471876894,160.0,1.275,-0.1549848968318217,-1.2999999999999998
114,ITC,1.8382767565129132,54.54833512582705,445.0,5.9,-0.3744101677072821,430.0,2.275,-0.17244271437252523,-1.3500000000000005
202,TATASTEEL,-0.5073491009475491,64.77018227169732,130.0,2.225,-0.34455864090673105,120.0,0.42500000000000004,-0.08496792950578291,-1.375
16,ASHOKLEY,-1.0053828017260555,31.19413254845098,215.0,2.675,-0.28672068743284473,200.0,0.625,-0.07798748666000632,-1.4249999999999998
175,POWERGRID,0.45706823375775385,33.2121248543461,300.0,3.75,-0.31853666698959326,285.0,1.125,-0.1127388861011952,-1.5
157,NTPC,-0.9545454545454545,26.340317265256097,320.0,4.5,-0.3458151778840084,305.0,1.475,-0.13463407461470633,-1.5499999999999998
152,NCC,-2.560351133869788,0.009492402689670453,260.0,6.5,-0.37545730836664726,245.0,2.45,-0.1741247419789932,-1.5999999999999996
132,LTF,2.8126384172449432,70.74513589731257,135.0,2.775,-0.34001837516485356,125.0,0.575,-0.09775485676961293,-1.625
145,MOTHERSON,-1.2135764812771759,26.704695128619804,150.0,3.675,-0.41008624302876284,140.0,1.025,-0.1493157686567339,-1.625
90,HFCL,-1.7604670254492385,1.4152910348056842,105.0,3.0,-0.3800927121597427,95.0,0.675,-0.11326104177905028,-1.65
162,ONGC,3.254774173992119,20.607595981202547,265.0,3.9000000000000004,-0.3230665133524673,250.0,1.125,-0.11251293774946292,-1.6500000000000004
28,BANDHANBNK,-1.6392388788891745,62.18493070542789,150.0,3.75,-0.3908772063354464,140.0,1.025,-0.1439230813468958,-1.7000000000000002
33,BEL,-1.7202432667245873,41.520566592165196,275.0,5.324999999999999,-0.34542775411220616,260.0,1.8,-0.1446658092040073,-1.7249999999999992
113,IRFC,-1.8783233202126925,0.5527939135803733,135.0,2.975,-0.2958751944022211,120.0,0.625,-0.07574183570490656,-1.725
189,SJVN,-1.132404181184669,1.5556999650830774,100.0,2.95,-0.39479644310643713,90.0,0.6000000000000001,-0.1084969800274268,-1.75
137,M&MFIN,0.49180327868852464,74.52408148198535,270.0,6.5,-0.3830324684508126,255.0,2.375,-0.17444251519137555,-1.75
37,BHEL,-1.6324357893802957,19.372781707894234,215.0,4.475,-0.3416754719428745,200.0,1.3250000000000002,-0.12416160228033313,-1.8249999999999993
40,BPCL,1.0911650827173531,17.382495302798024,280.0,4.875,-0.34610251520337143,265.0,1.525,-0.13477307589432508,-1.8250000000000002
74,FEDERALBNK,-0.9328358208955225,95.58031212710998,190.0,3.325,-0.31986666812308684,175.0,0.725,-0.0874948214628688,-1.8750000000000002
220,ZOMATO,-1.0059171597633136,0.028277158414070268,245.0,6.35,-0.37873127247287797,230.0,2.2,-0.16659244625821046,-1.9499999999999993
73,EXIDEIND,-1.0454655968879165,43.95098911408154,400.0,9.149999999999999,-0.3956352154001659,380.0,3.55,-0.1880766943355079,-2.049999999999999
75,GAIL,1.997863247863248,62.08311503779525,185.0,3.425,-0.3302530806581643,170.0,0.675,-0.08502847506644773,-2.0749999999999997
62,DABUR,0.6158959820119269,26.538908810203427,505.0,6.2,-0.3455886888653299,485.0,2.05,-0.13751623749318498,-2.1000000000000005
107,INDUSTOWER,0.2576928907078975,37.85331876924604,320.0,5.95,-0.326705910406875,300.0,1.9249999999999998,-0.12667761488161544,-2.1000000000000005
201,TATAPOWER,-1.3921723141581297,35.02779617172978,365.0,5.9,-0.3304873843374182,345.0,1.9,-0.12765777216779284,-2.1000000000000005
149,NATIONALUM,-0.7456543843509418,31.221182083043086,200.0,4.9,-0.37310457767949856,185.0,1.375,-0.13265823387283382,-2.1500000000000004
29,BANKBARODA,0.23606163354650414,49.40869602282032,230.0,4.85,-0.4000065086326531,215.0,1.3250000000000002,-0.1374223510912821,-2.1999999999999993
34,BERGEPAINT,2.4624558303886923,76.72647814518069,455.0,8.1,-0.37102623828986714,435.0,2.95,-0.1671770447198705,-2.1999999999999993
53,COALINDIA,0.40661070304302205,22.639776527343585,375.0,5.95,-0.35844014495502985,355.0,1.775,-0.13016599202617796,-2.4000000000000004
94,HUDCO,-0.6974137573166176,2.4708369917374027,230.0,6.275,-0.33952406845999517,210.0,1.9249999999999998,-0.12701514641452072,-2.4250000000000007
167,PETRONET,0.0,50.67594623645666,325.0,5.225,-0.35332401763115096,305.0,1.375,-0.11331344750427741,-2.4749999999999996
65,DELHIVERY,-0.11938516639307566,86.3005580465861,325.0,6.325,-0.3416105400579983,305.0,1.9249999999999998,-0.12954159994663295,-2.4750000000000005
58,CROMPTON,0.25706940874035994,37.19656775398321,360.0,6.4,-0.33608136445660186,340.0,1.95,-0.12911085212396844,-2.5000000000000004
48,CESC,-1.7351135147315646,100.0,170.0,5.45,-0.3854512456039624,155.0,1.4249999999999998,-0.135656401885342,-2.6000000000000005
