,symbol,pct_change,ivp,strike_price,opt_ltp,params.delta,ltp,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val,sort_val
140,MCX,2.792750425062403,0.04183523402116549,5700.0,42.45,0.45097917566314805,5683.0,5800.0,20.3,0.2299397198676882,-1.8500000000000014,-0.0003255322892838292
78,GRASIM,1.6513685431904357,0.591486091980028,2460.0,7.300000000000001,0.3964794672346292,2453.0,2480.0,3.1500000000000004,0.18977369159652888,-1.0,-0.00040766408479412964
72,GLENMARK,3.780853188757312,1.313607093251081e-21,1460.0,7.324999999999999,0.4186173185383541,1454.8,1480.0,3.35,0.20307056585110503,-0.6249999999999991,-0.00042961231784437664
91,HINDUNILVR,-0.16930022573363432,0.015085714986245502,2400.0,2.925,0.2623435852204876,2388.15,2440.0,0.75,0.05534442305995644,-1.4249999999999998,-0.0005966961874254128
103,INDIGO,0.39169833382052033,0.0021897741341575026,4300.0,18.475,0.45154311708935957,4293.0,4350.0,7.800000000000001,0.2051810308759911,-2.875,-0.0006696948520847892
162,PAYTM,5.776361152670266,5.703746884577029,820.0,6.300000000000001,0.38912761918625133,813.05,840.0,2.7750000000000004,0.18146696452676767,-0.75,-0.0009224524936965747
184,SHREECEM,2.4814880873612686,6.362569740588823e-30,27000.0,95.45,0.29631168251461965,26718.0,28000.0,34.650000000000006,0.08495708549235764,-26.14999999999999,-0.0009787409237218352
68,ESCORTS,1.2756198939372223,7.23262825313598e-42,3550.0,21.725,0.41297978557901555,3533.0,3600.0,9.125,0.2056854557406552,-3.4750000000000014,-0.0009835833569204647
131,LTIM,4.018224443756359,2.9755209904997915,5900.0,25.700000000000003,0.40837764358306805,5878.85,6000.0,9.925,0.15969978557573047,-5.850000000000001,-0.0009950925776299787
83,HDFCAMC,2.621656811153909,8.783624809059636e-41,3800.0,14.05,0.3800475333268508,3783.25,3850.0,5.125,0.15391913245579922,-3.8000000000000007,-0.0010044274102953812
112,ITC,-0.4819830158365848,99.33886691109267,435.0,2.3499999999999996,0.42950449111859385,433.6,440.0,0.95,0.21329129123480403,-0.44999999999999973,-0.0010378228782287817
15,ASTRAL,0.13568981308728248,96.5235088741744,1480.0,11.05,0.45480714216945334,1475.95,1500.0,4.725,0.2416738654025266,-1.6000000000000014,-0.0010840475625868095
206,UBL,1.8650481619815216,1.457337199336297e-23,2080.0,11.125,0.4241559163590501,2072.75,2120.0,4.425000000000001,0.17151259994042128,-2.2749999999999986,-0.0010975756844771433
164,PERSISTENT,6.298498096118456,80.13158905112827,6300.0,46.5,0.42056523243028665,6267.2,6400.0,19.8,0.21490971848551524,-6.899999999999999,-0.0011009701302016847
19,AUROPHARMA,1.399736726634489,42.83009305046564,1160.0,6.725,0.42214623224057707,1155.45,1180.0,2.7249999999999996,0.1866872226306108,-1.2750000000000004,-0.0011034661820070106
22,BAJAJFINSV,1.196348585360322,99.99765283846817,1800.0,10.725,0.3672995738970729,1784.8,1840.0,4.3,0.15666552793433736,-2.125,-0.001190609592111161
97,IDFCFIRSTB,2.499571991097415,55.39483588208516,60.0,0.42500000000000004,0.4616602623622714,59.87,61.0,0.175,0.21797852502579243,-0.07500000000000007,-0.0012527142141306176
141,MFSL,2.8487982380541994,1.1173130043081788e-29,1080.0,6.050000000000001,0.3964209470138262,1074.05,1100.0,2.3499999999999996,0.1687666423007174,-1.3500000000000014,-0.0012569247241748535
207,ULTRACEMCO,2.1334680600242866,0.32587538621094314,11600.0,34.8,0.32391909219346876,11522.8,11800.0,10.05,0.100480053011485,-14.699999999999996,-0.0012757315930155863
50,COFORGE,2.6439420699399507,5.629225005547585,8800.0,22.549999999999997,0.27404164677986226,8717.55,9000.0,5.4,0.06722430477936832,-11.749999999999996,-0.0013478557622267722
27,BANKINDIA,1.1297376093294462,7.104025369421095,112.0,0.4,0.3127135282651242,111.0,115.0,0.125,0.091871629653508,-0.15000000000000002,-0.0013513513513513516
11,APOLLOHOSP,0.9691498489200581,0.16351984889629034,6800.0,17.675,0.33908162090426575,6766.7,6900.0,3.875,0.08737999699236361,-9.925,-0.0014667415431451078
99,IGL,1.1845873470450403,95.85010565784766,390.0,4.025,0.46004655913789066,388.65,400.0,1.725,0.2182312535089717,-0.5750000000000002,-0.0014794802521548957
84,HDFCBANK,0.41339644119585406,91.8018531898397,1690.0,4.45,0.28918344734113194,1676.0,1720.0,0.95,0.07250268450332524,-2.5500000000000003,-0.0015214797136038187
38,BRITANNIA,-0.4210568128779829,23.515396387693556,5050.0,13.55,0.30535377993690543,5013.75,5150.0,2.925,0.07228635700989448,-7.700000000000001,-0.001535776614310646
66,DRREDDY,0.9078896892715571,22.951656606335288,1190.0,4.300000000000001,0.36262232862057775,1183.7,1200.0,1.225,0.1517467597793838,-1.8500000000000005,-0.0015628960040550818
134,M&M,1.8381071851696982,82.98971081427278,2950.0,14.425,0.3400493798850138,2922.55,3000.0,4.9,0.1393694754255801,-4.625,-0.0015825221125387076
47,CHOLAFIN,4.454486765655261,98.50646955727508,1300.0,8.4,0.4234851405765971,1294.4,1320.0,3.175,0.1968529974397986,-2.0500000000000007,-0.0015837453646477136
51,COLPAL,2.1263840230811026,99.99445372523329,2750.0,15.875,0.36010721340066904,2725.6,2800.0,5.75,0.15558087384736616,-4.375,-0.0016051511593777516
106,INFY,2.6309325618842285,69.08605833461277,1900.0,4.575,0.25722385906487216,1880.25,1940.0,0.775,0.05172051143007724,-3.0250000000000004,-0.0016088286132163278
