,symbol,pct_change,strike_price_near,opt_ltp_near,strike_price_far,opt_ltp_far,bcrs_val
121,NIFTY,-0.961976473110212,24150.0,138.8,25150.0,123.25,107.69999999999999
20,BAJFINANCE,-2.1418244648965055,7000.0,60.849999999999994,7500.0,59.625,58.400000000000006
9,ANGELONE,-2.1017894045464014,3100.0,51.15,3500.0,49.075,47.00000000000001
51,DMART,-0.5395887765534477,3550.0,31.05,3900.0,37.025,43.0
155,TATAELXSI,0.45083608345645604,7400.0,70.725,7500.0,45.849999999999994,20.974999999999994
65,HCLTECH,-0.7384882710686359,1960.0,14.425,2100.0,16.125,17.825
109,M&M,-1.198919007452297,3050.0,32.875,3300.0,24.1,15.325000000000003
161,TITAN,-1.0453012754728046,3400.0,28.275,3700.0,21.05,13.825000000000003
97,KOTAKBANK,-0.9096268845279205,1780.0,12.825,1900.0,12.825,12.825
26,BHARTIARTL,0.1557972143458075,1620.0,13.225000000000001,1740.0,11.675,10.125
16,AUROPHARMA,1.7019061348710558,1280.0,13.575,1400.0,11.4,9.225000000000001
141,RECLTD,-0.7536987066157997,540.0,6.6,590.0,6.125,5.65
0,AARTIIND,-1.0789660896371829,420.0,5.225,460.0,5.300000000000001,5.375000000000002
101,LICHSGFIN,-1.299350324837581,600.0,6.075,650.0,5.525,4.9750000000000005
171,VEDL,-1.13438937148697,490.0,5.45,540.0,5.025,4.6000000000000005
172,WIPRO,-0.19193857965451055,315.0,3.175,345.0,3.225,3.2750000000000004
131,PETRONET,0.6115751789976134,340.0,2.5999999999999996,360.0,2.8499999999999996,3.0999999999999996
158,TATASTEEL,-0.9617380474641942,145.0,1.125,155.0,1.625,2.125
138,POWERGRID,0.21715526601520088,325.0,3.225,350.0,2.225,1.225
59,GNFC,-0.848924421000577,610.0,5.475,620.0,3.325,1.1750000000000007
96,KALYANKJIL,-1.0611486934606713,760.0,9.3,780.0,5.175,1.049999999999999
80,INDIAMART,0.1882641621187122,2400.0,24.25,2450.0,12.625,1.0
76,IDFCFIRSTB,-0.3409267007593368,65.0,0.575,70.0,0.675,0.7750000000000001
98,KPITTECH,-0.4720073423364364,1540.0,19.025,1580.0,9.899999999999999,0.7749999999999986
19,BAJAJFINSV,-2.199417981314137,1660.0,28.875,1720.0,14.675,0.4750000000000014
60,GODREJCP,-0.5765271105010296,1100.0,8.125,1120.0,4.3,0.47499999999999964
167,UNIONBANK,-0.6431653504844094,124.0,1.125,126.0,0.625,0.125
120,NHPC,0.5266307600239377,85.0,0.875,87.0,0.475,0.07499999999999996
