,symbol,pct_change,strike_price_near,opt_ltp_near,strike_price_far,opt_ltp_far,bcrs_val
163,TRENT,-0.5741356147917699,6900.0,118.9,6400.0,90.05000000000001,61.20000000000002
162,TIINDIA,-0.8833515955791839,3600.0,71.525,3500.0,40.05,8.574999999999989
60,HAL,0.30235774711312685,4600.0,59.05,4500.0,32.599999999999994,6.1499999999999915
38,COALINDIA,-1.850967279675185,405.0,5.15,385.0,4.65,4.15
159,TATAPOWER,-1.545683535607969,425.0,6.05,400.0,4.9,3.750000000000001
15,AUROPHARMA,-0.9135942829299983,1200.0,14.175,1180.0,8.625,3.0749999999999993
45,DABUR,-0.4019607843137255,505.0,6.075,480.0,4.525,2.9750000000000005
168,UNITDSPR,-0.21001509483494124,1500.0,14.55,1480.0,8.625,2.6999999999999993
138,POWERGRID,0.1066910531931108,325.0,3.95,310.0,3.2,2.45
169,UPL,-1.645123384253819,540.0,8.524999999999999,500.0,5.275,2.025000000000002
17,BAJAJ-AUTO,-0.9256920728694258,8900.0,117.025,8700.0,59.325,1.625
31,CANBK,-0.9725662904853657,106.0,1.375,100.0,1.475,1.5750000000000002
137,POONAWALLA,-1.4935598794190188,355.0,8.575,320.0,5.074999999999999,1.5749999999999993
118,NESTLEIND,-0.7737763407291782,2200.0,20.775,2160.0,11.1,1.4250000000000007
125,OIL,-0.2120665889089174,460.0,7.625,450.0,4.5,1.375
74,IGL,-1.6974917658981503,380.0,7.075,370.0,4.05,1.0249999999999995
93,KOTAKBANK,-0.8254356465912567,1760.0,34.575,1700.0,17.5,0.42499999999999716
71,ICICIGI,-0.19704685620697596,1920.0,21.875,1880.0,10.975000000000001,0.07500000000000284
153,SYNGENE,-2.9429561582045216,870.0,12.45,850.0,6.225,0.0
83,IRB,-1.7748478701825559,57.0,1.025,55.0,0.475,-0.07499999999999996
34,CESC,-2.8580272389599672,185.0,3.3,180.0,1.6,-0.09999999999999964
1,ABCAPITAL,-2.233447234190066,195.0,2.9000000000000004,190.0,1.375,-0.15000000000000036
72,IDEA,-1.9900497512437814,8.0,0.775,7.0,0.225,-0.325
174,YESBANK,-1.430549146285187,21.0,0.925,19.0,0.3,-0.32500000000000007
73,IEX,-1.028385539640065,185.0,2.5999999999999996,180.0,1.125,-0.34999999999999964
100,LTF,-1.7632577017765656,145.0,2.025,140.0,0.825,-0.375
27,BIOCON,-2.5071147852012468,355.0,5.625,345.0,2.625,-0.375
119,NHPC,-1.4576584914391486,84.0,1.475,81.0,0.55,-0.375
122,NTPC,-2.234028061571993,355.0,4.725,345.0,2.175,-0.375
53,EICHERMOT,-0.2457562968570155,4750.0,52.55,4650.0,26.075,-0.3999999999999986
167,UNIONBANK,-0.04639294827186268,127.0,2.3,122.0,0.95,-0.3999999999999999
3,ACC,-0.24556978827902035,2220.0,29.475,2160.0,14.525,-0.4250000000000007
9,AMBUJACEM,-0.8026929052304504,570.0,10.35,550.0,4.95,-0.4499999999999993
21,BANKINDIA,-0.7076708020269089,112.0,2.25,107.0,0.875,-0.5
20,BANDHANBNK,-1.8893850910340089,170.0,6.325,160.0,2.875,-0.5750000000000002
22,BATAINDIA,-1.9431165526017127,1410.0,15.600000000000001,1380.0,7.5,-0.6000000000000014
148,SJVN,-2.456695536309127,115.0,2.025,110.0,0.675,-0.6749999999999998
32,CANFINHOME,-0.9982348286566439,800.0,11.15,780.0,5.225,-0.7000000000000011
134,PNB,-1.0098228219957772,107.0,2.175,102.0,0.725,-0.7249999999999999
117,NCC,-1.2542759407069555,300.0,6.25,290.0,2.75,-0.75
143,SBICARD,-0.7355445072532861,720.0,7.225,705.0,3.225,-0.7749999999999995
65,HEROMOTOCO,-1.8139859389255621,4500.0,53.825,4400.0,26.525,-0.7750000000000057
55,FEDERALBNK,-1.0015765556895115,210.0,5.175,200.0,2.175,-0.8250000000000002
84,IRCTC,-2.158945034426421,830.0,11.274999999999999,810.0,5.2,-0.8749999999999982
29,BSE,1.0344146989162422,5500.0,115.325,5300.0,57.225,-0.875
88,JIOFIN,-1.4080418057773263,335.0,4.65,325.0,1.85,-0.9500000000000002
92,KALYANKJIL,-0.07181094137615877,750.0,15.225000000000001,720.0,7.125,-0.9750000000000014
2,ABFRL,-2.043114543114543,300.0,5.125,290.0,2.025,-1.0750000000000002
76,INDIANB,-0.4872627799623867,570.0,10.850000000000001,550.0,4.875,-1.1000000000000014
105,M&MFIN,-1.3067278827476603,275.0,4.0,265.0,1.4,-1.2000000000000002
176,ZYDUSLIFE,-1.3566872532145389,960.0,9.65,940.0,4.225,-1.200000000000001
18,BAJAJFINSV,-0.5179966848212171,1660.0,17.700000000000003,1620.0,8.25,-1.2000000000000028
62,HCLTECH,0.5220582534308531,1920.0,18.450000000000003,1880.0,8.625,-1.2000000000000028
69,HUDCO,-2.291642014751706,245.0,5.725,235.0,2.25,-1.2249999999999996
175,ZOMATO,-1.9457245263696878,280.0,10.975000000000001,260.0,4.875,-1.2250000000000014
57,GNFC,-1.7549457562220805,610.0,10.25,590.0,4.45,-1.3499999999999996
80,INFY,0.9731068648266101,1980.0,21.200000000000003,1940.0,9.925,-1.3500000000000014
126,ONGC,-0.27189745581666347,255.0,3.575,245.0,1.1,-1.375
151,SUNTV,-2.6811256736078772,720.0,8.875,700.0,3.7,-1.4749999999999996
61,HAVELLS,0.13086398679980657,1740.0,21.299999999999997,1700.0,9.875,-1.5499999999999972
67,HINDPETRO,0.3778644563627499,405.0,6.55,390.0,2.5,-1.5499999999999998
48,DELHIVERY,0.14652990542160652,370.0,7.35,355.0,2.875,-1.5999999999999996
96,LAURUSLABS,-1.2254475925604034,560.0,9.274999999999999,540.0,3.75,-1.7749999999999986
42,CROMPTON,-1.4921780986762938,405.0,6.1,390.0,2.1500000000000004,-1.799999999999999
14,ATGL,0.8257008048848182,710.0,17.325000000000003,680.0,7.675,-1.9750000000000032
85,IRFC,-2.331778814123917,160.0,4.05,150.0,1.025,-2.0
129,PEL,-0.7751327955931536,1240.0,19.675,1200.0,8.8,-2.0749999999999993
87,JINDALSTEL,-0.32610876981737913,980.0,15.0,950.0,6.45,-2.0999999999999996
