,symbol,pct_change,ivp,strike_price,opt_ltp,params.delta,ltp,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val,sort_val
156,NIFTY,-0.31604304789967913,55.351834484733395,23850.0,194.675,0.36047101280801613,23545.55,24350.0,59.325,0.15246441332993046,-76.025,-0.003228847913937029
23,AXISBANK,1.009642081881973,43.27998023889731,1020.0,14.3,0.37655738119172705,1000.45,1060.0,5.4,0.1733629260729039,-3.5,-0.003498425708431206
31,BANKNIFTY,-0.24557779471340901,90.57765256061575,50600.0,515.2,0.3562834519939774,49739.55,52000.0,168.25,0.15447781830657661,-178.70000000000005,-0.0035927144495677995
94,HINDUNILVR,1.2455408428562793,22.733431115820004,2560.0,28.625,0.3562797452288322,2511.75,2660.0,9.225,0.1412538620224777,-10.175,-0.00405096048571713
87,HDFCBANK,-0.8669165885660732,45.51334371507943,1720.0,20.425,0.3758722111647502,1692.4,1780.0,6.65,0.15683965800002414,-7.125,-0.004209997636492555
69,DRREDDY,-1.3078058379796653,62.454494950019345,1230.0,16.125,0.3605932668286194,1203.65,1280.0,5.525,0.15406470407915276,-5.074999999999999,-0.004216341959872055
204,TCS,-1.2616121540545773,60.17995588116629,4150.0,58.025,0.3883629553907868,4081.45,4300.0,20.175,0.174224850451786,-17.674999999999997,-0.004330568792953484
24,BAJAJ-AUTO,3.2167439247085268,26.54446790797665,9400.0,146.75,0.3720084223179224,9185.0,9800.0,53.224999999999994,0.17006737077451817,-40.30000000000001,-0.004387588459444748
141,MARUTI,4.584707366439926,15.506165954062665,13200.0,136.10000000000002,0.3284574354107001,12892.0,13800.0,38.625,0.11410810623844123,-58.85000000000002,-0.004564846416382254
208,TORNTPHARM,-1.7077105719765,63.105191985439966,3300.0,62.525,0.3951350586650801,3229.0,3450.0,23.875,0.19090427409182842,-14.774999999999999,-0.004575720037163208
96,ICICIBANK,0.302198894588254,43.14388759744847,1290.0,14.175,0.33930913899706905,1261.25,1340.0,4.15,0.12877176694066939,-5.875,-0.0046580773042616454
