,symbol,pct_change,ivp,strike_price,opt_ltp,params.delta,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val
100,IDFCFIRSTB,-0.5717916137229988,57.549342333478535,64.0,1.125,0.3869393952444295,67.0,0.42500000000000004,0.1805051921614036,-0.2749999999999999
220,YESBANK,-1.6445623342175066,17.852571243486455,19.0,0.525,0.42008950899558173,21.0,0.125,0.13128472868233657,-0.275
156,NHPC,-1.2696800406297613,2.1612478028135333,80.0,1.3250000000000002,0.3604571176247669,85.0,0.475,0.14887167772526738,-0.3750000000000002
112,IRB,-2.836756004176819,5.614763030392026,58.0,1.0750000000000002,0.3463612040832924,62.0,0.32499999999999996,0.13276331138848377,-0.42500000000000027
213,UNIONBANK,-2.7742862273298616,98.62437876946454,112.0,2.0,0.35335102073108887,119.0,0.725,0.15211212158062268,-0.55
173,PNB,-0.019536973722770343,40.5359718958611,106.0,1.525,0.32689122698351825,112.0,0.45,0.12221024770016164,-0.6249999999999999
45,CANBK,-1.2118722399096231,64.58777213297215,99.0,1.775,0.36727784304791083,105.0,0.575,0.14830062258926943,-0.625
30,BANKINDIA,-1.6691654172913544,97.15597102007851,102.0,1.725,0.3413868220576128,109.0,0.45,0.11583964269103812,-0.8250000000000001
160,NYKAA,0.20021198916499822,0.006459110455044903,175.0,3.55,0.3816708602975714,185.0,1.35,0.17710907055358788,-0.8499999999999996
190,SJVN,-2.712495103799452,7.3567702690297585,105.0,1.625,0.2924542324557269,120.0,0.32499999999999996,0.06518763513065425,-0.9750000000000001
147,MOTHERSON,-1.6626141815075248,18.599701741716647,155.0,2.325,0.33096949492060135,165.0,0.675,0.11875601966031711,-0.9750000000000001
3,ABCAPITAL,-2.793544796883695,43.65382702667735,180.0,2.825,0.35014407532100705,190.0,0.925,0.14157713856733742,-0.9750000000000001
203,TATASTEEL,-1.8754688672168043,84.28802811397335,135.0,1.875,0.33264047894499,145.0,0.42500000000000004,0.09407599846943111,-1.025
74,FEDERALBNK,-1.0585241730279897,95.73575068237041,200.0,3.25,0.35883929976243545,210.0,1.0750000000000002,0.1518107344486407,-1.0999999999999996
59,CUB,0.0,21.746346398062915,175.0,2.125,0.318597850239681,185.0,0.5,0.09773767741305678,-1.125
90,HFCL,-2.0595602560534374,2.241956025961487,110.0,2.2,0.3478877609349115,120.0,0.525,0.10810381728590546,-1.1500000000000001
16,ASHOKLEY,-3.3902110462505615,71.36619341192544,220.0,3.525,0.3775848701414485,230.0,1.1749999999999998,0.16235224493004172,-1.1750000000000003
115,ITC,0.07739938080495357,57.608317919173516,460.0,4.95,0.36586763675617634,475.0,1.875,0.16481925766949487,-1.2000000000000002
114,IRFC,-2.2877657327889622,4.570030476389792,145.0,2.7,0.33482949135333556,160.0,0.725,0.1050712906583222,-1.2500000000000002
4,ABFRL,3.1633792333457387,79.17859648814648,285.0,5.7,0.38114560585511936,300.0,2.125,0.17876308018067255,-1.4500000000000002
110,IOC,-1.9660014781966002,49.833459295082754,135.0,2.525,0.4093406447357088,145.0,0.525,0.1156497208502241,-1.4749999999999999
29,BANKBARODA,-0.74930421751231,76.8871751387104,240.0,3.325,0.3235757317148398,255.0,0.925,0.11181985371406859,-1.475
40,BPCL,-1.8454038997214484,27.867296818997772,290.0,4.55,0.3551680647425231,305.0,1.525,0.14831227007635847,-1.5
159,NTPC,-1.4836341388803915,34.62759901888075,330.0,3.925,0.34021993420670765,345.0,1.1749999999999998,0.12737225934469218,-1.5750000000000002
37,BHEL,-1.8926591861565498,30.907383807179777,225.0,4.35,0.3635298952426061,240.0,1.375,0.14471387616671824,-1.5999999999999996
33,BEL,0.0,54.04654480507061,290.0,5.45,0.3841990844235085,305.0,1.9249999999999998,0.17200597761057493,-1.6000000000000005
75,GAIL,-3.8173535110226737,92.83855406925703,190.0,3.3,0.3500767850248346,205.0,0.825,0.11089506365992889,-1.65
177,POWERGRID,-0.2923976608187135,49.233487166197996,315.0,3.1500000000000004,0.3159848541680913,330.0,0.725,0.09499256284430883,-1.7000000000000004
101,IEX,-0.46468934656646205,48.33113190746624,180.0,2.875,0.33367517573651556,195.0,0.575,0.08840531011859776,-1.725
95,HUDCO,-4.648540283172535,10.821917175745362,240.0,4.574999999999999,0.3251351999878343,260.0,1.375,0.12052207561970647,-1.8249999999999993
65,DELHIVERY,-0.2989983555090447,75.775460174032,345.0,5.675,0.3437709461650711,365.0,1.925,0.14306355743072238,-1.8249999999999997
164,ONGC,-2.611638343264916,24.855562536910497,270.0,3.875,0.3777210218564993,285.0,1.025,0.12699551387302746,-1.8250000000000002
