,symbol,pct_change,ivp,strike_price,opt_ltp,params.delta,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val
97,IDEA,-0.8706467661691543,14.037949574894743,8.0,0.375,-0.49072198190752037,7.0,0.07500000000000001,-0.13674766593149157,-0.22499999999999998
218,YESBANK,-1.6445623342175066,17.852571243486455,18.0,0.475,-0.3627623221713674,16.0,0.07500000000000001,-0.07759715588321792,-0.32499999999999996
98,IDFCFIRSTB,-0.5717916137229988,57.549342333478535,61.0,1.025,-0.34145795946725777,57.0,0.275,-0.11069518364036968,-0.47499999999999987
154,NHPC,-1.2696800406297613,2.1612478028135333,76.0,1.4,-0.3597009225449541,72.0,0.45,-0.1445017897316605,-0.4999999999999999
110,IRB,-2.836756004176819,5.614763030392026,54.0,1.15,-0.33632804833796937,50.0,0.32499999999999996,-0.11754267211427738,-0.5
44,CANBK,-1.2118722399096231,64.58777213297215,94.0,1.875,-0.3649201019689641,89.0,0.675,-0.1588221707175136,-0.5249999999999999
171,PNB,-0.019536973722770343,40.5359718958611,100.0,2.075,-0.36695229937685037,94.0,0.7,-0.1490508957606378,-0.6750000000000003
211,UNIONBANK,-2.7742862273298616,98.35683188577362,105.0,2.05,-0.33684768453958225,98.0,0.575,-0.11864434327352846,-0.8999999999999999
29,BANKINDIA,-1.6691654172913544,97.15597102007851,96.0,2.2,-0.3692626414284499,90.0,0.625,-0.13988054363966995,-0.9500000000000002
156,NMDC,-1.7194570135746607,82.6372231086856,65.0,2.025,-0.47175462782167155,60.0,0.525,-0.16463769844521936,-0.9749999999999999
16,ASHOKLEY,-3.3902110462505615,71.36619341192544,210.0,3.4000000000000004,-0.34468918620451294,200.0,1.1749999999999998,-0.14454241759933073,-1.0500000000000007
89,HFCL,-2.0595602560534374,1.7344328997680083,100.0,1.75,-0.2695220142148277,90.0,0.32499999999999996,-0.0628449634016367,-1.1
158,NYKAA,0.20021198916499822,0.006459110455044903,165.0,3.3,-0.3389326916246411,155.0,1.05,-0.13405009925025935,-1.1999999999999997
188,SJVN,-2.712495103799452,7.3567702690297585,95.0,1.775,-0.2957233285732377,85.0,0.275,-0.05957210944165536,-1.2249999999999999
99,IEX,-0.46468934656646205,48.33113190746624,170.0,3.925,-0.38437758942377775,160.0,1.3250000000000002,-0.16196430229712755,-1.2749999999999995
145,MOTHERSON,-1.6626141815075248,18.599701741716647,145.0,2.475,-0.3238420990907731,135.0,0.6000000000000001,-0.0990269191136195,-1.275
3,ABCAPITAL,-2.793544796883695,43.65382702667735,170.0,2.8499999999999996,-0.336756541906599,160.0,0.775,-0.11593249084354795,-1.2999999999999996
73,FEDERALBNK,-1.0585241730279897,95.73575068237041,190.0,3.6500000000000004,-0.3623667316864423,180.0,1.1749999999999998,-0.14785329773785716,-1.3000000000000007
58,CUB,0.0,21.746346398062915,165.0,2.4000000000000004,-0.3242915802592109,155.0,0.525,-0.09260255783943216,-1.3500000000000003
181,SAIL,-1.559100797679478,55.42104607733601,105.0,2.125,-0.33119311226104675,95.0,0.375,-0.07627543991358832,-1.375
74,GAIL,-3.901136304131539,92.66802728847529,180.0,3.9000000000000004,-0.38100123931436203,170.0,1.25,-0.15671086151938485,-1.4000000000000004
108,IOC,-1.9660014781966002,49.833459295082754,130.0,2.275,-0.3671676548854801,120.0,0.42500000000000004,-0.08816777144160637,-1.4249999999999998
