,symbol,pct_change,strike_price_near,opt_ltp_near,strike_price_far,opt_ltp_far,bcrs_val
13,COFORGE,3.0520538392637078,8500.0,62.2,8400.0,34.75,7.299999999999997
11,BRITANNIA,2.5551504665389606,4950.0,33.7,4900.0,17.925,2.1499999999999986
47,OBEROIRLTY,1.1458735676580405,1940.0,21.9,1900.0,11.9,1.9000000000000021
29,ICICIGI,-0.12786680088146476,1820.0,12.975,1800.0,7.125,1.2750000000000004
23,HAVELLS,2.7060233742882827,1700.0,11.375,1680.0,6.25,1.125
35,IRCTC,1.232045567112432,810.0,5.9,800.0,3.5,1.0999999999999996
52,SBIN,3.989688190522956,840.0,6.025,830.0,3.475,0.9249999999999998
3,ASTRAL,1.466508125247721,1780.0,11.899999999999999,1760.0,6.275,0.6500000000000021
32,INDHOTEL,-0.28195488721804507,790.0,6.225,780.0,3.425,0.625
8,BHARATFORG,1.0931865629151643,1320.0,11.425,1300.0,5.975,0.5249999999999986
50,RECLTD,3.9076376554174073,520.0,5.45,510.0,2.925,0.39999999999999947
58,TECHM,0.24033647105948328,1740.0,11.35,1720.0,5.699999999999999,0.049999999999998934
46,NTPC,2.0399780941949617,370.0,2.525,365.0,1.275,0.02499999999999991
4,AXISBANK,0.7175044844030276,1140.0,7.15,1120.0,3.575,0.0
21,GMRINFRA,1.7843583902809417,80.0,0.975,78.0,0.42500000000000004,-0.12499999999999989
12,CANBK,3.7381247418422143,100.0,1.225,97.0,0.525,-0.17500000000000004
49,PNB,5.036547511765295,104.0,1.125,101.0,0.475,-0.17500000000000004
30,IDFCFIRSTB,2.1018215787015415,65.0,0.6499999999999999,63.0,0.225,-0.1999999999999999
9,BIOCON,1.7069486404833838,335.0,2.9000000000000004,330.0,1.35,-0.20000000000000018
41,MOTHERSON,0.5925388475724047,165.0,1.9249999999999998,160.0,0.825,-0.2749999999999999
51,SBICARD,2.355192463384117,690.0,4.425,680.0,2.05,-0.3250000000000002
2,ASHOKLEY,3.4765555357461224,230.0,1.975,225.0,0.825,-0.3250000000000002
6,BANDHANBNK,1.0182460270747498,170.0,2.125,165.0,0.875,-0.375
20,FEDERALBNK,1.0970142134885053,210.0,1.6749999999999998,205.0,0.625,-0.4249999999999998
61,VEDL,-0.011234692731153803,440.0,3.95,430.0,1.65,-0.6500000000000004
31,IEX,1.7247728946722318,165.0,1.65,160.0,0.475,-0.7
53,SHRIRAMFIN,4.607436564279189,2950.0,29.575,2900.0,14.375,-0.8249999999999993
26,HINDPETRO,4.6053544180885,375.0,4.55,365.0,1.85,-0.8499999999999996
57,TATAPOWER,0.9065635198839598,415.0,3.9000000000000004,405.0,1.525,-0.8500000000000005
37,LAURUSLABS,1.8532969176746,520.0,5.45,510.0,2.225,-1.0
63,WIPRO,1.7482517482517481,580.0,5.15,570.0,2.075,-1.0
10,BPCL,3.9740896358543414,295.0,3.3,285.0,1.1,-1.0999999999999996
34,INDUSINDBK,0.686303977557359,1000.0,10.575,980.0,4.65,-1.2749999999999986
33,INDIGO,2.1429866441046714,4200.0,30.0,4150.0,14.35,-1.3000000000000007
25,HDFCBANK,2.138715048515818,1770.0,10.475,1750.0,4.5,-1.4749999999999996
28,ICICIBANK,2.5864095932283093,1300.0,7.225,1280.0,2.8499999999999996,-1.5250000000000004
60,UPL,1.3341579784414206,570.0,5.65,550.0,1.975,-1.7000000000000002
36,JSWSTEEL,-2.260147601476015,950.0,9.675,930.0,3.75,-2.1750000000000007
7,BATAINDIA,1.7119221783922487,1320.0,8.425,1300.0,3.125,-2.1750000000000007
