,symbol,pct_change,ivp,strike_price,opt_ltp,params.delta,ltp,strike_price_far,opt_ltp_far,params.delta_far,bcrs_val,sort_val
87,HDFCBANK,0.9563554164493131,21.353216341174402,1720.0,20.55,-0.37836929861339574,1741.8,1660.0,8.2,-0.1679956159991085,-4.150000000000002,-0.0023825927201745335
158,NIFTY,-0.05633708073019583,40.330907242994265,23500.0,194.2,-0.35663542304324825,23772.0,22900.0,65.80000000000001,-0.14608003838677042,-62.599999999999966,-0.002633350159851925
31,BANKNIFTY,0.4262101875066455,69.51835762572283,49800.0,505.04999999999995,-0.35341717299936115,50530.0,48300.0,178.925,-0.15029365301376496,-147.19999999999993,-0.002913120918266375
23,AXISBANK,-0.0491497100167109,36.05988957169608,1000.0,14.125,-0.36746422913329035,1016.8,960.0,5.475,-0.16352865524284188,-3.1750000000000007,-0.0031225413060582225
96,ICICIBANK,0.06685806426239825,36.22872566030993,1250.0,15.25,-0.3512516883700614,1272.2,1200.0,5.45,-0.14408176422619545,-4.35,-0.003419273699103914
160,NTPC,-0.031206116398814168,50.78893994212795,315.0,5.775,-0.3846256467855089,320.35,300.0,2.3,-0.17563212985533516,-1.1750000000000007,-0.00366786327454347
109,INFY,0.18395395895198802,19.273910948896457,1880.0,26.049999999999997,-0.3814335885752681,1906.15,1800.0,9.5,-0.1575377432684889,-7.049999999999997,-0.0036985546782782033
17,ASIANPAINT,-3.0530307845505202,54.58091950033585,2240.0,28.9,-0.3401849929461118,2287.9,2140.0,9.95,-0.13500085271792162,-9.0,-0.003933738362690677
141,MARUTI,-0.0679845800338024,1.7091851235915625,12900.0,139.10000000000002,-0.3306071063571122,13155.8,12300.0,43.425,-0.11503995473474704,-52.25000000000003,-0.003971632283859593
51,CIPLA,-0.5707409317517621,71.04720277577596,1420.0,22.85,-0.36994630672664486,1445.95,1360.0,8.5,-0.1651362190253317,-5.850000000000001,-0.004045783049206405
156,NESTLEIND,-2.4294141977055537,88.24558042363554,2200.0,28.725,-0.35227935285994283,2241.05,2120.0,9.75,-0.1494078060745413,-9.225000000000001,-0.004116374021106178
208,TCS,-0.4791654030448232,42.47086003473564,4050.0,57.475,-0.3902507679714535,4102.0,3900.0,20.275,-0.1681165362731919,-16.925000000000004,-0.004126036079960996
132,LT,-1.328132929287071,92.40701491301449,3350.0,53.925,-0.3821564678842704,3402.65,3200.0,19.85,-0.1643584878167954,-14.224999999999994,-0.004180565147752485
185,RELIANCE,-0.27940548721331837,15.847595076858468,1260.0,13.225,-0.3270369627443823,1284.85,1200.0,3.825,-0.10701165822107583,-5.574999999999999,-0.004339027902089738
61,DABUR,-1.6857037582903462,54.65734181944677,525.0,7.275,-0.3676794355442867,533.65,505.0,2.475,-0.15496703392647437,-2.325,-0.004356788157031763
217,ULTRACEMCO,0.4803132213901798,85.68251080629128,11400.0,184.47500000000002,-0.3736746494871914,11600.0,10900.0,66.6,-0.16185149422326162,-51.275000000000034,-0.004420258620689658
197,SUNPHARMA,-0.6218411039809189,84.79075165181985,1720.0,23.475,-0.36182575447727006,1749.95,1640.0,7.825,-0.13896149535277258,-7.825000000000001,-0.0044715563301808625
211,TITAN,-2.942358599088049,94.5176635092305,3450.0,61.125,-0.39089913363738926,3501.5,3300.0,22.700000000000003,-0.17588127221824434,-15.724999999999994,-0.004490932457518205
204,TATAELXSI,0.4625709536801832,4.329224608530406,6300.0,126.05000000000001,-0.39011661343292336,6406.9,6000.0,48.6,-0.18030257212560985,-28.85000000000001,-0.004502957748677209
85,HCLTECH,-1.0344233090052297,39.40376234435753,1680.0,20.475,-0.31853619280981404,1722.1,1600.0,6.25,-0.11506910965454609,-7.975000000000001,-0.004630973811044656
125,KOTAKBANK,-0.9082699006579795,86.06375578011082,1880.0,24.075,-0.33877224377740367,1920.15,1800.0,7.55,-0.130050833379737,-8.975,-0.004674114001510298
78,GODREJCP,-1.6035049288061338,69.76600010365853,1100.0,18.275,-0.35995296622540507,1122.95,1050.0,6.475,-0.1553169137489938,-5.324999999999999,-0.00474197426421479
67,DLF,0.1962836953677048,94.02888161858857,750.0,16.125,-0.378673953649736,765.7,710.0,6.225,-0.1732969248465729,-3.6750000000000007,-0.004799529841974665
81,GRASIM,0.1966094894171933,97.65229939623319,2440.0,41.3,-0.3523358266160481,2497.15,2320.0,14.525,-0.1487291795322898,-12.249999999999996,-0.004905592375307849
24,BAJAJ-AUTO,0.15680628564413343,25.609044575037714,8800.0,139.15,-0.3620373696243484,8974.15,8400.0,47.55,-0.15039248466834088,-44.05000000000001,-0.004908542870355411
165,ONGC,2.8354632587859427,42.95928441013096,250.0,3.825,-0.3208410773992958,257.5,235.0,1.275,-0.12032323145212898,-1.2750000000000004,-0.004951456310679613
54,COLPAL,-0.4832421152825319,78.90118073425948,2660.0,44.349999999999994,-0.35645784504359534,2718.35,2540.0,15.4,-0.15324587857830818,-13.549999999999994,-0.004984641418507549
187,SBICARD,-1.770914077872518,78.04840614924925,805.0,13.075,-0.3498721398119937,823.7,765.0,4.475,-0.14314593917764418,-4.125,-0.0050078912225324755
170,PETRONET,2.810077519379845,85.88505429118578,310.0,5.1,-0.3378344867718597,318.3,290.0,1.75,-0.12610894573345044,-1.5999999999999996,-0.005026704366949418
65,DIVISLAB,0.6171124043680114,67.23013428356464,6000.0,89.975,-0.3334787289633061,6154.95,5700.0,29.5,-0.13095704014562037,-30.974999999999994,-0.0050325347890722094
135,LTTS,1.3706150218686441,69.50476317134205,5500.0,109.225,-0.3620535076254362,5632.05,5200.0,40.425,-0.15830694358413844,-28.375,-0.005038129988192576
100,IDFCFIRSTB,1.9865427747516824,46.96294411535087,62.0,1.0750000000000002,-0.342062067579336,63.66,58.0,0.375,-0.13088139273273725,-0.3250000000000002,-0.005105246622683007
74,GAIL,0.6997313031795791,55.52595931690681,175.0,3.175,-0.3417104136481921,179.89,165.0,1.125,-0.14113127371845047,-0.9249999999999998,-0.005142031241314136
40,BPCL,1.9630709426627795,39.78636619271908,255.0,4.6,-0.3390046884619393,262.3,240.0,1.625,-0.1382115161257622,-1.3499999999999996,-0.005146778497903163
146,MGL,0.7065298229956865,60.46198050906775,1320.0,31.0,-0.3675016250109482,1354.1,1240.0,11.925,-0.16609992629730042,-7.149999999999999,-0.005280259951259138
52,COALINDIA,1.294412891295734,38.505464674330995,375.0,5.925000000000001,-0.3504510881986612,383.45,355.0,1.95,-0.1349439808903462,-2.025000000000001,-0.005281001434346071
11,AMBUJACEM,1.5812960807140084,58.68463780684294,510.0,8.325,-0.33792062450659854,523.55,480.0,2.775,-0.1287931905830456,-2.7749999999999995,-0.005300353356890459
227,ZYDUSLIFE,0.3576903423607563,94.63074221384977,960.0,19.075,-0.36603650923238185,982.0,910.0,6.925,-0.16096478553030447,-5.225,-0.005320773930753564
36,BHARTIARTL,0.11103442067040782,98.78338473199247,1640.0,28.175,-0.379550089697698,1668.0,1560.0,9.475000000000001,-0.15466383828294772,-9.224999999999998,-0.005530575539568344
68,DMART,-1.3174427902372159,87.56533227166501,3800.0,73.17500000000001,-0.36336249538144316,3887.55,3600.0,25.75,-0.15520814807647842,-21.67500000000001,-0.0055754909904695785
203,TATACONSUM,-1.5010376948694435,79.2394647098356,1000.0,16.025,-0.3603189162598305,1020.4,950.0,5.15,-0.14031823192843507,-5.724999999999998,-0.005610544884359073
94,HINDUNILVR,-1.623622272662209,69.43550257971015,2360.0,27.075,-0.33871028372145817,2405.45,2260.0,6.775,-0.1098890797468004,-13.524999999999999,-0.005622648568874847
84,HAVELLS,-1.1254510979264787,73.0972137491302,1580.0,26.05,-0.3535160290337971,1616.5,1500.0,8.45,-0.13990072566564404,-9.150000000000002,-0.005660377358490567
115,ITC,-1.5163254012174876,99.95735492013182,435.0,7.125,-0.3523654710375086,444.9,415.0,2.3,-0.14429675643768125,-2.5250000000000004,-0.005675432681501462
209,TECHM,0.198073287116233,45.99942780822457,1640.0,28.95,-0.37807684593292923,1669.35,1560.0,9.725000000000001,-0.15576440648829493,-9.499999999999996,-0.0056908377512205335
207,TATASTEEL,0.6953271028037383,62.91925208236374,131.0,2.125,-0.3321353463934089,134.68,123.0,0.675,-0.12169551959365421,-0.7749999999999999,-0.005754380754380753
129,LICHSGFIN,-0.7247001984298164,66.61762970795291,560.0,10.175,-0.3436008158134083,575.35,530.0,3.425,-0.14156683583878638,-3.325000000000001,-0.005779090988094205
121,JSWSTEEL,0.7061551433389545,44.09539828215004,930.0,14.175,-0.32924569536524495,955.5,880.0,4.325,-0.12185641436233952,-5.525,-0.0057823129251700685
